"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","16","15","0","0","1",NA
"海南省","city","万宁","13","12","0","0","1",NA
"重庆市","city","万州区","103","78","0","2","23",NA
"重庆市","city","万盛经开区","1","1","0","0","0",NA
"海南省","city","三亚","54","39","0","1","14",NA
"福建省","city","三明","13","12","0","0","1",NA
"河南省","city","三门峡","7","4","0","0","3",NA
"江西省","city","上饶","122","104","0","0","18",NA
"天津市","city","东丽区","4","4","0","0","0",NA
"北京市","city","东城区","12","12","0","0","0",NA
"海南省","city","东方","3","2","0","0","1",NA
"广东省","city","东莞","73","66","0","0","7",NA
"重庆市","city","两江新区","17","13","0","0","4",NA
"浙江省","city","丽水","17","8","0","0","9",NA
"云南省","city","丽江","7","5","0","0","2",NA
"宁夏回族自治区","city","中卫","3","1","0","0","2",NA
"广东省","city","中山","64","42","0","0","22",NA
"北京市","city","丰台区","36","33","0","0","3",NA
"重庆市","city","丰都县","10","9","0","0","1",NA
"甘肃省","city","临夏","3","0","0","0","3",NA
"山西省","city","临汾","2","1","0","0","1",NA
"山东省","city","临沂","47","34","0","0","13",NA
"云南省","city","临沧","1","1","0","0","0",NA
"海南省","city","临高","6","4","0","0","2",NA
"辽宁省","city","丹东","7","3","0","0","4",NA
"内蒙古自治区","city","乌兰察布","3","3","0","0","0",NA
"内蒙古自治区","city","乌海市","2","2","0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","23","21","0","0","2",NA
"海南省","city","乐东","2","2","0","0","0",NA
"四川省","city","乐山","3","1","0","0","2",NA
"江西省","city","九江","114","98","0","0","16",NA
"重庆市","city","九龙坡区","20","16","0","1","3",NA
"重庆市","city","云阳县","22","10","0","0","12",NA
"安徽省","city","亳州","106","90","0","0","16",NA
"湖北省","city","仙桃","500","425","0","17","58",NA
"新疆维吾尔自治区","city","伊犁州","14","13","0","0","1",NA
"广东省","city","佛山","82","64","0","0","18",NA
"黑龙江省","city","佳木斯","15","10","0","0","5",NA
"海南省","city","保亭","3","3","0","0","0",NA
"河北省","city","保定","31","20","0","0","11",NA
"云南省","city","保山","9","9","0","0","0",NA
"河南省","city","信阳","243","194","0","0","49",NA
"海南省","city","儋州","15","13","0","0","2",NA
"吉林省","city","公主岭","6","4","0","0","2",NA
"安徽省","city","六安","61","58","0","0","3",NA
"贵州省","city","六盘水","10","6","0","1","3",NA
"甘肃省","city","兰州","35","19","0","2","14",NA
"内蒙古自治区","city","兴安盟","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第七师","1","0","0","0","1",NA
"新疆维吾尔自治区","city","兵团第九师","4","4","0","0","0",NA
"新疆维吾尔自治区","city","兵团第八师石河子市","2","1","0","1","0",NA
"新疆维吾尔自治区","city","兵团第六师五家渠市","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第十二师","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第四师","10","10","0","0","0",NA
"四川省","city","内江","21","18","0","0","3",NA
"四川省","city","凉山州","10","7","0","0","3",NA
"内蒙古自治区","city","包头","11","11","0","0","0",NA
"广西壮族自治区","city","北海","40","35","0","1","4",NA
"天津市","city","北辰区","6","6","0","0","0",NA
"湖北省","city","十堰","586","495","0","2","89",NA
"江苏省","city","南京","91","65","0","0","26",NA
"四川省","city","南充","35","29","0","0","6",NA
"广西壮族自治区","city","南宁","47","37","0","0","10",NA
"重庆市","city","南岸区","15","14","0","0","1",NA
"福建省","city","南平","20","17","0","0","3",NA
"天津市","city","南开区","6","6","0","0","0",NA
"江西省","city","南昌","217","149","0","0","68",NA
"江苏省","city","南通","39","29","0","0","10",NA
"河南省","city","南阳","146","99","0","2","45",NA
"福建省","city","厦门","34","30","0","0","4",NA
"黑龙江省","city","双鸭山","48","45","0","2","1",NA
"浙江省","city","台州","144","95","0","0","49",NA
"重庆市","city","合川区","23","18","0","0","5",NA
"安徽省","city","合肥","166","130","0","1","35",NA
"江西省","city","吉安","20","15","0","0","5",NA
"吉林省","city","吉林市","5","2","0","0","3",NA
"新疆维吾尔自治区","city","吐鲁番市","1","0","0","0","1",NA
"山西省","city","吕梁","6","1","0","0","5",NA
"宁夏回族自治区","city","吴忠","25","19","0","0","6",NA
"河南省","city","周口","69","49","0","0","20",NA
"内蒙古自治区","city","呼伦贝尔","6","5","0","0","1",NA
"内蒙古自治区","city","呼和浩特","7","7","0","0","0",NA
"天津市","city","和平区","6","5","0","0","1",NA
"湖北省","city","咸宁","732","625","0","8","99",NA
"陕西省","city","咸阳","17","13","0","0","4",NA
"黑龙江省","city","哈尔滨","164","146","0","3","15",NA
"河北省","city","唐山","43","39","0","0","4",NA
"河南省","city","商丘","88","61","0","2","25",NA
"陕西省","city","商洛","7","6","0","0","1",NA
"浙江省","city","嘉兴","42","34","0","0","8",NA
"上海市","city","嘉定区","9","8","0","0","1",NA
"吉林省","city","四平市","14","11","0","1","2",NA
"宁夏回族自治区","city","固原","5","3","0","0","2",NA
"重庆市","city","垫江县","20","17","0","0","3",NA
"重庆市","city","城口县","2","0","0","0","2",NA
"北京市","city","外地来京人员","26","24","0","0","2",NA
"上海市","city","外地来沪人员","102","74","0","1","27",NA
"天津市","city","外地来津人员","6","5","0","0","1",NA
"北京市","city","大兴区","38","36","0","0","2",NA
"黑龙江省","city","大兴安岭","2","2","0","0","0",NA
"山西省","city","大同","12","8","0","0","4",NA
"黑龙江省","city","大庆","18","16","0","1","1",NA
"重庆市","city","大渡口区","7","3","0","0","4",NA
"云南省","city","大理州","13","10","0","0","3",NA
"重庆市","city","大足区","14","13","0","0","1",NA
"辽宁省","city","大连","17","13","0","0","4",NA
"甘肃省","city","天水","12","6","0","0","6",NA
