"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","3",NA,"0","0","0",NA
"海南省","city","万宁","8",NA,"0","0","0",NA
"重庆市","city","万州区","29",NA,"0","0","0",NA
"海南省","city","三亚","14",NA,"0","0","1",NA
"福建省","city","三明","10",NA,"0","0","0",NA
"河南省","city","三门峡","6",NA,"0","0","0",NA
"江西省","city","上饶","12",NA,"0","0","1",NA
"北京市","city","东城区","3",NA,"0","0","0",NA
"海南省","city","东方","1",NA,"0","0","0",NA
"广东省","city","东莞","16",NA,"0","0","0",NA
"重庆市","city","两江新区","9",NA,"0","0","0",NA
"浙江省","city","丽水","7",NA,"0","0","1",NA
"云南省","city","丽江","6",NA,"0","0","0",NA
"宁夏回族自治区","city","中卫","2",NA,"0","0","0",NA
"广东省","city","中山","18",NA,"0","0","0",NA
"北京市","city","丰台区","11",NA,"0","0","0",NA
"重庆市","city","丰都县","3",NA,"0","0","0",NA
"甘肃省","city","临夏","2",NA,"0","0","0",NA
"山西省","city","临汾","1",NA,"0","0","0",NA
"山东省","city","临沂","23",NA,"0","0","0",NA
"海南省","city","临高","2",NA,"0","0","0",NA
"辽宁省","city","丹东","5",NA,"0","0","0",NA
"内蒙古自治区","city","乌兰察布","2",NA,"0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","8",NA,"0","0","0",NA
"海南省","city","乐东","1",NA,"0","0","0",NA
"四川省","city","乐山","2",NA,"0","0","0",NA
"江西省","city","九江","42",NA,"0","0","0",NA
"重庆市","city","九龙坡区","8",NA,"0","0","0",NA
"重庆市","city","云阳县","15",NA,"0","0","0",NA
"安徽省","city","亳州","20",NA,"0","0","1",NA
"湖北省","city","仙桃","90",NA,"0","1","0",NA
"新疆维吾尔自治区","city","伊犁州","5",NA,"0","0","0",NA
"广东省","city","佛山","33",NA,"0","0","1",NA
"黑龙江省","city","佳木斯","8",NA,"0","0","0",NA
"河北省","city","保定","11",NA,"0","0","0",NA
"云南省","city","保山","6",NA,"0","0","0",NA
"河南省","city","信阳","49",NA,"0","0","0",NA
"海南省","city","儋州","5",NA,"0","0","0",NA
"吉林省","city","公主岭","1",NA,"0","0","0",NA
"安徽省","city","六安","9",NA,"0","0","1",NA
"贵州省","city","六盘水","8",NA,"0","0","0",NA
"甘肃省","city","兰州","15",NA,"0","0","0",NA
"内蒙古自治区","city","兴安盟","1",NA,"0","0","0",NA
"四川省","city","内江","6",NA,"0","0","0",NA
"四川省","city","凉山","3",NA,"0","0","0",NA
"内蒙古自治区","city","包头","3",NA,"0","0","0",NA
"广西壮族自治区","city","北海","17",NA,"0","0","0",NA
"湖北省","city","十堰","150",NA,"0","0","0",NA
"江苏省","city","南京","25",NA,"0","0","2",NA
"四川省","city","南充","11",NA,"0","0","0",NA
"广西壮族自治区","city","南宁","16",NA,"0","0","0",NA
"重庆市","city","南岸区","3",NA,"0","0","0",NA
"福建省","city","南平","3",NA,"0","0","0",NA
"天津市","city","南开区","2",NA,"0","0","0",NA
"江西省","city","南昌","67",NA,"0","0","1",NA
"江苏省","city","南通","10",NA,"0","0","0",NA
"河南省","city","南阳","61",NA,"0","2","0",NA
"福建省","city","厦门","13",NA,"0","0","0",NA
"黑龙江省","city","双鸭山","1",NA,"0","0","0",NA
"浙江省","city","台州","81",NA,"0","0","1",NA
"重庆市","city","合川区","6",NA,"0","0","0",NA
"安徽省","city","合肥","50",NA,"0","0","1",NA
"江西省","city","吉安","8",NA,"0","0","1",NA
"吉林省","city","吉林","3",NA,"0","0","0",NA
"新疆维吾尔自治区","city","吐鲁番","1",NA,"0","0","0",NA
"山西省","city","吕梁","5",NA,"0","0","0",NA
"宁夏回族自治区","city","吴忠","5",NA,"0","0","0",NA
"河南省","city","周口","36",NA,"0","0","1",NA
"内蒙古自治区","city","呼伦贝尔","1",NA,"0","0","1",NA
"内蒙古自治区","city","呼和浩特","2",NA,"0","0","0",NA
"天津市","city","和平区","3",NA,"0","0","0",NA
"湖北省","city","咸宁","166",NA,"0","0","0",NA
"陕西省","city","咸阳","6",NA,"0","0","0",NA
"黑龙江省","city","哈尔滨","18",NA,"0","0","0",NA
"河北省","city","唐山","7",NA,"0","0","0",NA
"河南省","city","商丘","27",NA,"0","0","0",NA
"陕西省","city","商洛","2",NA,"0","0","0",NA
"浙江省","city","嘉兴","16",NA,"0","0","0",NA
"上海市","city","嘉定区","2",NA,"0","0","0",NA
"吉林省","city","四平","1",NA,"0","0","0",NA
"宁夏回族自治区","city","固原","2",NA,"0","0","0",NA
"重庆市","city","垫江县","8",NA,"0","0","0",NA
"重庆市","city","城口县","1",NA,"0","0","0",NA
"北京市","city","外地来京人员","11",NA,"0","0","2",NA
"上海市","city","外地来沪人员","62",NA,"0","1","5",NA
"天津市","city","外地来津人员","4",NA,"0","0","0",NA
"北京市","city","大兴区","17",NA,"0","0","2",NA
"黑龙江省","city","大兴安岭","2",NA,"0","0","0",NA
"山西省","city","大同","5",NA,"0","0","0",NA
"黑龙江省","city","大庆","7",NA,"0","0","0",NA
"重庆市","city","大渡口区","6",NA,"0","0","0",NA
"云南省","city","大理","6",NA,"0","0","0",NA
"重庆市","city","大足区","4",NA,"0","0","0",NA
"辽宁省","city","大连","7",NA,"0","0","1",NA
"甘肃省","city","天水","2",NA,"0","0","0",NA
"湖北省","city","天门","67",NA,"0","6","0",NA
"山西省","city","太原","4",NA,"0","0","1",NA
"重庆市","city","奉节县","5",NA,"0","0","0",NA
"上海市","city","奉贤区","5",NA,"0","0","0",NA
"山东省","city","威海","19",NA,"0","0","0",NA
"湖北省","city","孝感","541",NA,"0","9","2",NA
"宁夏回族自治区","city","宁东管委会","1",NA,"0","0","0",NA
"福建省","city","宁德","9",NA,"0","0","0",NA
"天津市","city","宁河区","1",NA,"0","0","0",NA
"浙江省","city","宁波","46",NA,"0","0","1",NA
"安徽省","city","安庆","18",NA,"0","0","0",NA
"陕西省","city","安康","13",NA,"0","0","0",NA
"河南省","city","安阳","20",NA,"0","0","0",NA
"海南省","city","定安","1",NA,"0","0","0",NA
"甘肃省","city","定西","2",NA,"0","0","0",NA
"四川省","city","宜宾","7",NA,"0","0","0",NA
"湖北省","city","宜昌","167",NA,"0","1","0",NA
"江西省","city","宜春","26",NA,"0","0","0",NA
"上海市","city","宝山区","2",NA,"0","0","0",NA
"陕西省","city","宝鸡","4",NA,"0","0","0",NA
"安徽省","city","宣城","4",NA,"0","0","0",NA
"安徽省","city","宿州","10",NA,"0","0","0",NA
"安徽省","city","宿松","6",NA,"0","0","0",NA
"江苏省","city","宿迁","7",NA,"0","0","0",NA
"湖南省","city","岳阳","37",NA,"0","0","0",NA
"重庆市","city","巫山县","6",NA,"0","0","1",NA
"重庆市","city","巫溪县","10",NA,"0","0","0",NA
"四川省","city","巴中","5",NA,"0","0","0",NA
"重庆市","city","巴南区","1",NA,"0","0","0",NA
"内蒙古自治区","city","巴彦淖尔","2",NA,"0","0","0",NA
"江苏省","city","常州","13",NA,"0","0","0",NA
"湖南省","city","常德","37",NA,"0","0","0",NA
"甘肃省","city","平凉","1",NA,"0","0","0",NA
"河南省","city","平顶山","10",NA,"0","0","0",NA
"四川省","city","广元","2",NA,"0","0","0",NA
"四川省","city","广安","13",NA,"0","0","0",NA
"广东省","city","广州","112",NA,"0","0","1",NA
"河北省","city","廊坊","9",NA,"0","0","0",NA
"陕西省","city","延安","7",NA,"0","0","0",NA
"吉林省","city","延边","2",NA,"0","0","0",NA
"河南省","city","开封","6",NA,"0","0","0",NA
"重庆市","city","开州区","16",NA,"0","0","0",NA
"河北省","city","张家口","6",NA,"0","0","0",NA
"湖南省","city","张家界","1",NA,"0","0","0",NA
"甘肃省","city","张掖","2",NA,"0","0","0",NA
"江苏省","city","徐州","20",NA,"0","0","0",NA
"上海市","city","徐汇区","5",NA,"0","0","0",NA
"云南省","city","德宏","3",NA,"0","0","0",NA
"山东省","city","德州","16",NA,"0","0","1",NA
"四川省","city","德阳","7",NA,"0","0","0",NA
"重庆市","city","忠县","12",NA,"0","0","0",NA
"湖南省","city","怀化","26",NA,"0","0","0",NA
"北京市","city","怀柔区","1",NA,"0","0","0",NA
"湖北省","city","恩施州","75",NA,"0","0","0",NA
"广东省","city","惠州","20",NA,"0","0","1",NA
"四川省","city","成都","69",NA,"0","1","1",NA
