"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","17","11","0","0","6",NA
"海南省","city","万宁","13","4","0","0","9",NA
"重庆市","city","万州区","113","64","0","3","46",NA
"重庆市","city","万盛经开区","1","1","0","0","0",NA
"海南省","city","三亚","54","31","0","1","22",NA
"福建省","city","三明","14","9","0","0","5",NA
"河南省","city","三门峡","7","2","0","0","5",NA
"江西省","city","上饶","123","76","0","0","47",NA
"天津市","city","东丽区","4","3","0","0","1",NA
"北京市","city","东城区","12","11","0","0","1",NA
"海南省","city","东方","3","1","0","0","2",NA
"广东省","city","东莞","91","66","0","1","24",NA
"重庆市","city","两江新区","17","10","0","0","7",NA
"浙江省","city","丽水","17","3","0","0","14",NA
"云南省","city","丽江","7","0","0","0","7",NA
"宁夏回族自治区","city","中卫","3","0","0","0","3",NA
"广东省","city","中山","66","26","0","0","40",NA
"北京市","city","丰台区","40","37","0","0","3",NA
"重庆市","city","丰都县","10","7","0","0","3",NA
"甘肃省","city","临夏","3","0","0","0","3",NA
"山西省","city","临汾","2","1","0","0","1",NA
"山东省","city","临沂","49","8","0","0","41",NA
"云南省","city","临沧","1","0","0","0","1",NA
"海南省","city","临高","6","2","0","0","4",NA
"辽宁省","city","丹东","7","3","0","0","4",NA
"内蒙古自治区","city","乌兰察布","3","2","0","0","1",NA
"内蒙古自治区","city","乌海市","2","2","0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","23","15","0","0","8",NA
"海南省","city","乐东","2","2","0","0","0",NA
"四川省","city","乐山","3","1","0","0","2",NA
"江西省","city","九江","118","85","0","0","33",NA
"重庆市","city","九龙坡区","20","9","0","1","10",NA
"重庆市","city","云阳县","25","8","0","0","17",NA
"安徽省","city","亳州","108","50","0","0","58",NA
"湖北省","city","仙桃","567","364","0","19","184",NA
"黑龙江省","city","伊春","1","1","0","0","0",NA
"新疆维吾尔自治区","city","伊犁州","18","12","0","0","6",NA
"广东省","city","佛山","84","51","0","0","33",NA
"黑龙江省","city","佳木斯","15","1","0","0","14",NA
"海南省","city","保亭","3","2","0","0","1",NA
"河北省","city","保定","32","5","0","0","27",NA
"云南省","city","保山","9","6","0","0","3",NA
"河南省","city","信阳","269","181","0","2","86",NA
"海南省","city","儋州","15","4","0","0","11",NA
"吉林省","city","公主岭","6","4","0","0","2",NA
"安徽省","city","六安","69","39","0","0","30",NA
"贵州省","city","六盘水","10","3","0","1","6",NA
"甘肃省","city","兰州","36","11","0","2","23",NA
"内蒙古自治区","city","兴安盟","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第七师","1","0","0","0","1",NA
"新疆维吾尔自治区","city","兵团第九师","4","4","0","0","0",NA
"新疆维吾尔自治区","city","兵团第八师石河子市","4","2","0","1","1",NA
"新疆维吾尔自治区","city","兵团第六师五家渠市","2","2","0","0","0",NA
"新疆维吾尔自治区","city","兵团第十二师","3","3","0","0","0",NA
"新疆维吾尔自治区","city","兵团第四师","10","10","0","0","0",NA
"四川省","city","内江","22","16","0","0","6",NA
"四川省","city","凉山州","13","8","0","0","5",NA
"内蒙古自治区","city","包头","11","10","0","0","1",NA
"广西壮族自治区","city","北海","44","29","0","1","14",NA
"天津市","city","北辰区","6","5","0","0","1",NA
"湖北省","city","十堰","641","452","0","2","187",NA
"江苏省","city","南京","93","55","0","0","38",NA
"四川省","city","南充","38","24","0","0","14",NA
"广西壮族自治区","city","南宁","54","31","0","0","23",NA
"重庆市","city","南岸区","15","10","0","0","5",NA
"福建省","city","南平","20","12","0","0","8",NA
"天津市","city","南开区","6","5","0","0","1",NA
"江西省","city","南昌","230","116","0","0","114",NA
"江苏省","city","南通","40","17","0","0","23",NA
"河南省","city","南阳","155","87","0","2","66",NA
"福建省","city","厦门","35","25","0","0","10",NA
"黑龙江省","city","双鸭山","52","41","0","3","8",NA
"浙江省","city","台州","146","72","0","0","74",NA
"重庆市","city","合川区","23","15","0","0","8",NA
"安徽省","city","合肥","173","97","0","1","75",NA
"江西省","city","吉安","22","11","0","0","11",NA
"吉林省","city","吉林市","5","2","0","0","3",NA
"新疆维吾尔自治区","city","吐鲁番市","3","2","0","0","1",NA
"山西省","city","吕梁","6","0","0","0","6",NA
"宁夏回族自治区","city","吴忠","28","19","0","0","9",NA
"河南省","city","周口","76","42","0","0","34",NA
"内蒙古自治区","city","呼伦贝尔","7","6","0","0","1",NA
"内蒙古自治区","city","呼和浩特","7","6","0","0","1",NA
"天津市","city","和平区","6","2","0","0","4",NA
"湖北省","city","咸宁","766","488","0","10","268",NA
"陕西省","city","咸阳","17","9","0","0","8",NA
"黑龙江省","city","哈尔滨","194","143","0","3","48",NA
"河北省","city","唐山","56","42","0","1","13",NA
"河南省","city","商丘","91","38","0","3","50",NA
"陕西省","city","商洛","7","5","0","0","2",NA
"浙江省","city","嘉兴","44","27","0","0","17",NA
"上海市","city","嘉定区","9","7","0","0","2",NA
"吉林省","city","四平市","15","7","0","1","7",NA
"宁夏回族自治区","city","固原","5","2","0","0","3",NA
"重庆市","city","垫江县","20","11","0","0","9",NA
"重庆市","city","城口县","2","0","0","0","2",NA
"北京市","city","外地来京人员","26","24","0","0","2",NA
"上海市","city","外地来沪人员","110","43","0","1","66",NA
"天津市","city","外地来津人员","6","3","0","0","3",NA
"北京市","city","大兴区","39","37","0","0","2",NA
"黑龙江省","city","大兴安岭","2","0","0","0","2",NA
"山西省","city","大同","12","6","0","0","6",NA
"黑龙江省","city","大庆","26","18","0","1","7",NA
"重庆市","city","大渡口区","7","2","0","0","5",NA
"云南省","city","大理州","13","3","0","0","10",NA
"重庆市","city","大足区","14","5","0","0","9",NA
"辽宁省","city","大连","19","10","0","0","9",NA
"甘肃省","city","天水","12","0","0","0","12",NA
"湖北省","city","天门","473","328","0","12","133",NA
"山西省","city","太原","19","9","0","0","10",NA
"重庆市","city","奉节县","22","13","0","0","9",NA
"上海市","city","奉贤区","9","6","0","0","3",NA
"山东省","city","威海","38","27","0","0","11",NA
"湖北省","city","孝感","3329","2567","0","89","673",NA
"宁夏回族自治区","city","宁东","1","0","0","0","1",NA
"福建省","city","宁德","26","14","0","0","12",NA
"天津市","city","宁河区","4","4","0","0","0",NA
"浙江省","city","宁波","156","67","0","0","89",NA
"安徽省","city","安庆","83","39","0","0","44",NA
"陕西省","city","安康","25","10","0","0","15",NA
"河南省","city","安阳","53","25","0","0","28",NA
"贵州省","city","安顺","4","3","0","0","1",NA
