"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1927","US-13001","13","1","18561","184","67","10381.98","360.97","32.33","6","392","5"
"Atkinson","794","US-13003","13","3","8330","120","20","9531.81","240.1","24.01","2","239","2"
"Bacon","1290","US-13005","13","5","11404","90","29","11311.82","254.3","17.54","2","360","10"
"Baker","163","US-13007","13","7","3116","34","9","5231.07","288.83","32.09","1","67","0"
"Baldwin","3872","US-13009","13","9","44428","327","117","8715.22","263.35","38.26","17","685","15"
"Banks","1660","US-13011","13","11","19982","200","38","8307.48","190.17","55.05","11","179","2"
"Barrow","8903","US-13013","13","13","86383","622","136","10306.43","157.44","81.03","70","1217","4"
"Bartow","11347","US-13015","13","15","110771","840","216","10243.66","195","83.05","92","3453","17"
"Ben Hill","1506","US-13017","13","17","16645","157","61","9047.76","366.48","72.09","12","600","20"
"Berrien","1073","US-13019","13","19","19276","73","33","5566.51","171.2","31.13","6","799","13"
"Bibb","13453","US-13021","13","21","152150","1793","414","8841.93","272.1","44.04","67","2507","41"
"Bleckley","806","US-13023","13","23","12838","49","34","6278.24","264.84","15.58","2","658","17"
"Brantley","955","US-13025","13","25","19202","84","35","4973.44","182.27","26.04","5","692","5"
"Brooks","956","US-13027","13","27","15727","90","36","6078.72","228.91","50.87","8","453","12"
"Bryan","2793","US-13029","13","29","39137","184","38","7136.47","97.09","89.43","35","895","3"
"Bulloch","5294","US-13031","13","31","79467","228","64","6661.88","80.54","22.65","18","1537","56"
"Burke","1803","US-13033","13","33","22342","158","40","8070","179.04","22.38","5","800","24"
"Butts","2356","US-13035","13","35","25174","131","81","9358.86","321.76","55.61","14","811","7"
"Calhoun","454","US-13037","13","37","6317","75","15","7186.96","237.45","31.66","2","135","0"
"Camden","3259","US-13039","13","39","53924","140","31","6043.69","57.49","48.22","26","742","6"
"Candler","776","US-13043","13","43","10837","62","38","7160.65","350.65","166.1","18","192","29"
"Carroll","7484","US-13045","13","45","120119","317","132","6230.49","109.89","26.64","32","3991","111"
"Catoosa","5817","US-13047","13","47","68771","259","65","8458.51","94.52","94.52","65","676","6"
"Charlton","1243","US-13049","13","49","13251","66","27","9380.42","203.76","641.46","85","307","7"
"Chatham","20499","US-13051","13","51","292176","1655","431","7015.98","147.51","67.43","197","2964","27"
"Chattahoochee","3618","US-13053","13","53","10749","32","13","33658.95","120.94","1479.21","159","656","3"
"Chattooga","2255","US-13055","13","55","24766","186","65","9105.22","262.46","64.6","16","605","9"
"Cherokee","22677","US-13057","13","57","266617","1345","313","8505.46","117.4","56.26","150","8660","15"
"Clarke","12888","US-13059","13","59","129779","501","139","9930.73","107.11","34.67","45","2247","8"
"Clay","185","US-13061","13","61","2855","10","3","6479.86","105.08","0","0","53","0"
"Clayton","24320","US-13063","13","63","304838","1422","477","7978.01","156.48","69.22","211","2806","24"
"Clinch","740","US-13065","13","65","6656","69","25","11117.79","375.6","60.1","4","246","2"
"Cobb","61653","US-13067","13","67","790588","3289","990","7798.37","125.22","50.97","403","17829","90"
"Coffee","4249","US-13069","13","69","43042","657","140","9871.75","325.26","39.5","17","1060","32"
"Colquitt","3581","US-13071","13","71","45393","255","83","7888.88","182.85","81.51","37","1142","41"
"Columbia","11164","US-13073","13","73","158631","484","165","7037.72","104.01","26.48","42","5859","44"
"Cook","1167","US-13075","13","75","17437","107","39","6692.67","223.66","11.47","2","667","4"
"Coweta","8825","US-13077","13","77","152001","383","209","5805.88","137.5","38.16","58","5433","13"
"Crawford","520","US-13079","13","79","12228","71","18","4252.54","147.2","24.53","3","134","2"
"Crisp","1454","US-13081","13","81","22289","168","58","6523.4","260.22","22.43","5","644","25"
"Dade","1245","US-13083","13","83","16162","62","13","7703.25","80.44","129.93","21","207","1"
"Dawson","2762","US-13085","13","85","27021","249","45","10221.68","166.54","74.02","20","330","2"
"DeKalb","58730","US-13089","13","89","793154","4762","965","7404.61","121.67","51.06","405","7960","79"
"Decatur","2160","US-13087","13","87","26322","149","55","8206.06","208.95","45.59","12","797","15"
"Dodge","1090","US-13091","13","91","20385","109","57","5347.07","279.62","9.81","2","1020","46"
"Dooly","805","US-13093","13","93","13400","92","32","6007.46","238.81","74.63","10","283","14"
"Dougherty","5632","US-13095","13","95","89905","1055","283","6264.39","314.78","53.39","48","2002","22"
"Douglas","12229","US-13097","13","97","151906","886","182","8050.37","119.81","75.05","114","3229","44"
"Early","1027","US-13099","13","99","10146","75","43","10122.22","423.81","137.99","14","152","5"
"Echols","361","US-13101","13","101","3969","13","4","9095.49","100.78","25.2","1","112","5"
"Effingham","3860","US-13103","13","103","64026","256","66","6028.8","103.08","40.61","26","788","3"
"Elbert","1532","US-13105","13","105","18945","130","59","8086.57","311.43","0","0","760","15"
"Emanuel","1757","US-13107","13","107","22664","129","55","7752.38","242.68","39.71","9","820","27"
"Evans","773","US-13109","13","109","10687","75","17","7233.09","159.07","74.86","8","204","12"
"Fannin","2145","US-13111","13","111","26320","183","62","8149.7","235.56","37.99","10","252","12"
"Fayette","6779","US-13113","13","113","117544","271","158","5767.2","134.42","28.93","34","2282","16"
"Floyd","10061","US-13115","13","115","99916","890","193","10069.46","193.16","63.05","63","1976","42"
"Forsyth","18168","US-13117","13","117","252507","986","191","7195.05","75.64","40.79","103","4523","9"
"Franklin","2369","US-13119","13","119","23329","156","43","10154.74","184.32","51.44","12","310","8"
"Fulton","83412","US-13121","13","121","1099181","5244","1317","7588.56","119.82","49.95","549","14959","102"
"Gilmer","2514","US-13123","13","123","31417","224","75","8002.04","238.72","44.56","14","484","12"
"Glascock","146","US-13125","13","125","3025","20","7","4826.45","231.4","0","0","121","12"
"Glynn","6800","US-13127","13","127","86047","462","159","7902.66","184.78","58.11","50","1465","19"
"Gordon","6531","US-13129","13","129","58049","337","106","11250.84","182.6","53.4","31","1669","11"
"Grady","1593","US-13131","13","131","24540","187","49","6491.44","199.67","101.87","25","634","13"
"Greene","1513","US-13133","13","133","18717","140","54","8083.56","288.51","26.71","5","317","8"
"Gwinnett","87468","US-13135","13","135","971145","5558","1105","9006.69","113.78","47.78","464","15051","74"
"Habersham","4674","US-13137","13","137","45800","482","152","10205.24","331.88","30.57","14","404","8"
"Hall","25293","US-13139","13","139","206349","2430","458","12257.39","221.95","46.52","96","2204","25"
"Hancock","842","US-13141","13","141","8193","109","64","10277.07","781.15","61.03","5","78","3"
"Haralson","1720","US-13143","13","143","30722","79","35","5598.59","113.92","13.02","4","929","51"
"Harris","2236","US-13145","13","145","34712","161","59","6441.58","169.97","129.64","45","383","1"
"Hart","1717","US-13147","13","147","26107","120","37","6576.78","141.72","22.98","6","660","19"
"Heard","652","US-13149","13","149","12370","48","17","5270.82","137.43","16.17","2","230","5"
"Henry","19590","US-13151","13","151","239866","624","303","8167.06","126.32","70.04","168","6067","26"
"Houston","10176","US-13153","13","153","157039","805","203","6479.92","129.27","20.38","32","4587","63"
"Irwin","691","US-13155","13","155","9433","81","18","7325.35","190.82","74.21","7","227","12"
"Jackson","8589","US-13157","13","157","74700","515","135","11497.99","180.72","49.53","37","1345","11"
"Jasper","684","US-13159","13","159","14199","61","19","4817.24","133.81","7.04","1","721","20"
"Jeff Davis","1305","US-13161","13","161","15148","93","35","8615","231.05","13.2","2","593","8"
"Jefferson","1588","US-13163","13","163","15313","156","60","10370.27","391.82","19.59","3","366","9"
"Jenkins","729","US-13165","13","165","8576","83","39","8500.47","454.76","0","0","128","5"
"Johnson","793","US-13167","13","167","9661","97","43","8208.26","445.09","20.7","2","328","7"
"Jones","1597","US-13169","13","169","28591","167","52","5585.67","181.88","34.98","10","434","5"
"Lamar","1365","US-13171","13","171","19347","125","46","7055.36","237.76","31.01","6","689","11"
"Lanier","509","US-13173","13","173","10351","28","9","4917.4","86.95","57.97","6","283","4"
