"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3069","24"
"Hispanic/Latino","American Indian/Alaska Native","142","0"
"Hispanic/Latino","Asian","320","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","206","2"
"Hispanic/Latino","Other","34035","333"
"Hispanic/Latino","Unknown","14525","8"
"Hispanic/Latino","White","45071","612"
"Non-Hispanic/Latino","African-American/Black","223271","6251"
"Non-Hispanic/Latino","American Indian/Alaska Native","383","13"
"Non-Hispanic/Latino","Asian","16912","363"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","671","10"
"Non-Hispanic/Latino","Other","11559","54"
"Non-Hispanic/Latino","Unknown","6941","13"
"Non-Hispanic/Latino","White","326084","10309"
"Unknown","African-American/Black","24601","16"
"Unknown","American Indian/Alaska Native","141","0"
"Unknown","Asian","3852","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","25815","9"
"Unknown","Unknown","119347","28"
"Unknown","White","38575","20"
