"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2835","22"
"Hispanic/Latino","American Indian/Alaska Native","138","0"
"Hispanic/Latino","Asian","295","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","197","2"
"Hispanic/Latino","Other","31535","328"
"Hispanic/Latino","Unknown","13695","14"
"Hispanic/Latino","White","42017","569"
"Non-Hispanic/Latino","African-American/Black","204940","5883"
"Non-Hispanic/Latino","American Indian/Alaska Native","372","11"
"Non-Hispanic/Latino","Asian","15773","332"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","617","13"
"Non-Hispanic/Latino","Other","10888","56"
"Non-Hispanic/Latino","Unknown","7221","46"
"Non-Hispanic/Latino","White","301089","9767"
"Unknown","African-American/Black","27078","30"
"Unknown","American Indian/Alaska Native","177","0"
"Unknown","Asian","3651","2"
"Unknown","Native Hawaiian/Pacific Islander","176","0"
"Unknown","Other","26886","23"
"Unknown","Unknown","136510","59"
"Unknown","White","42073","55"
