"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","11388","50"
"Hispanic/Latino","American Indian/Alaska Native","631","2"
"Hispanic/Latino","Asian","1361","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","740","5"
"Hispanic/Latino","Other","71813","516"
"Hispanic/Latino","Unknown","37091","10"
"Hispanic/Latino","White","102229","988"
"Non-Hispanic/Latino","African-American/Black","604307","10681"
"Non-Hispanic/Latino","American Indian/Alaska Native","1205","29"
"Non-Hispanic/Latino","Asian","56971","556"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1640","17"
"Non-Hispanic/Latino","Other","39277","93"
"Non-Hispanic/Latino","Unknown","16456","5"
"Non-Hispanic/Latino","White","821824","19409"
"Unknown","African-American/Black","35060","5"
"Unknown","American Indian/Alaska Native","432","0"
"Unknown","Asian","7400","2"
"Unknown","Native Hawaiian/Pacific Islander","394","0"
"Unknown","Other","33888","7"
"Unknown","Unknown","256882","88"
"Unknown","White","45666","20"
