"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1168280","15042","61946"
"Male","Georgia","964337","17442","58361"
"Unknown","Georgia","14038","4","372"
"Female","Appling","1991","56","144"
"Male","Appling","1658","58","138"
"Female","Atkinson","909","17","119"
"Male","Atkinson","723","25","114"
"Female","Bacon","1328","27","120"
"Male","Bacon","1396","40","113"
"Unknown","Bacon","1","0","0"
"Female","Baker","181","6","25"
"Male","Baker","149","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","4403","71","199"
"Male","Baldwin","3423","133","258"
"Unknown","Baldwin","23","0","0"
"Female","Banks","1984","47","196"
"Male","Banks","1646","42","162"
"Unknown","Banks","14","0","1"
"Female","Barrow","11452","118","568"
"Male","Barrow","9564","133","485"
"Unknown","Barrow","67","0","1"
"Female","Bartow","12458","180","658"
"Male","Bartow","10612","216","669"
"Unknown","Bartow","103","0","0"
"Female","Ben Hill","1268","33","102"
"Male","Ben Hill","958","42","90"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1166","32","61"
"Male","Berrien","958","28","53"
"Unknown","Berrien","7","0","0"
"Female","Bibb","17888","349","1538"
"Male","Bibb","13121","359","1314"
"Unknown","Bibb","242","0","5"
"Female","Bleckley","890","26","44"
"Male","Bleckley","626","20","36"
"Unknown","Bleckley","8","0","0"
"Female","Brantley","1406","38","96"
"Male","Brantley","1186","53","91"
"Female","Brooks","1128","26","87"
"Male","Brooks","889","41","78"
"Unknown","Brooks","7","0","0"
"Female","Bryan","3916","32","207"
"Male","Bryan","3554","48","227"
"Unknown","Bryan","14","0","0"
"Female","Bulloch","6219","60","213"
"Male","Bulloch","4816","53","181"
"Unknown","Bulloch","3","0","0"
"Female","Burke","1720","32","128"
"Male","Burke","1375","36","124"
"Unknown","Burke","13","0","0"
"Female","Butts","2539","64","141"
"Male","Butts","2551","84","159"
"Unknown","Butts","30","0","0"
"Female","Calhoun","428","14","49"
"Male","Calhoun","590","9","57"
"Unknown","Calhoun","14","0","0"
"Female","Camden","5301","53","138"
"Male","Camden","4420","55","128"
"Unknown","Camden","16","0","0"
"Female","Candler","794","21","59"
"Male","Candler","648","37","48"
"Unknown","Candler","9","0","0"
"Female","Carroll","8323","87","217"
"Male","Carroll","7120","100","250"
"Unknown","Carroll","54","0","6"
"Female","Catoosa","7137","74","222"
