"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3395","US-13001","13","1","18561","252","102","18291.04","549.54","1955.71","363","1070","11","18"
"Atkinson","1445","US-13003","13","3","8330","190","32","17346.94","384.15","1896.76","158","502","7","19"
"Bacon","2387","US-13005","13","5","11404","181","53","20931.25","464.75","2244.83","256","847","12","14"
"Baker","298","US-13007","13","7","3116","44","13","9563.54","417.2","1123.23","35","209","1","3"
"Baldwin","6984","US-13009","13","9","44428","414","177","15719.82","398.4","1339.25","595","2041","30","17"
"Banks","3186","US-13011","13","11","19982","307","68","15944.35","340.31","1471.32","294","462","6","5"
"Barrow","18628","US-13013","13","13","86383","946","215","21564.43","248.89","1996.92","1725","2308","8","6"
"Bartow","20708","US-13015","13","15","110771","1159","356","18694.42","321.38","1505.81","1668","6774","51","95"
"Ben Hill","2111","US-13017","13","17","16645","183","72","12682.49","432.56","684.89","114","1864","42","65"
"Berrien","1922","US-13019","13","19","19276","104","51","9970.95","264.58","1156.88","223","2757","21","35"
"Bibb","27421","US-13021","13","21","152150","2576","617","18022.35","405.52","1434.77","2183","7426","76","76"
"Bleckley","1417","US-13023","13","23","12838","66","41","11037.54","319.36","1324.19","170","1785","44","64"
"Brantley","2323","US-13025","13","25","19202","173","80","12097.7","416.62","1385.27","266","1415","15","32"
"Brooks","1771","US-13027","13","27","15727","142","58","11260.89","368.79","1322.57","208","1460","19","24"
"Bryan","6371","US-13029","13","29","39137","361","66","16278.71","168.64","2371.16","928","2011","13","16"
"Bulloch","10121","US-13031","13","31","79467","336","101","12736.1","127.1","1313.75","1044","4512","130","205"
"Burke","2878","US-13033","13","33","22342","215","52","12881.57","232.75","1414.38","316","2109","39","31"
"Butts","4529","US-13035","13","35","25174","239","123","17990.78","488.6","1243.35","313","1676","12","14"
"Calhoun","908","US-13037","13","37","6317","100","21","14373.91","332.44","3799.27","240","332","1","3"
"Camden","7962","US-13039","13","39","53924","230","85","14765.23","157.63","1867.44","1007","2201","17","35"
"Candler","1281","US-13043","13","43","10837","91","51","11820.61","470.61","812.03","88","618","40","38"
"Carroll","13807","US-13045","13","45","120119","420","166","11494.43","138.2","925.75","1112","8854","223","291"
"Catoosa","11544","US-13047","13","47","68771","369","106","16786.15","154.13","2003.75","1378","1578","28","35"
"Charlton","2044","US-13049","13","49","13251","113","44","15425.25","332.05","1358.39","180","613","14","19"
"Chatham","50048","US-13051","13","51","292176","2964","703","17129.4","240.61","2396.5","7002","7787","60","58"
"Chattahoochee","5819","US-13053","13","53","10749","48","16","54135.27","148.85","1749","188","842","5","4"
"Chattooga","4957","US-13055","13","55","24766","298","101","20015.34","407.82","2454.98","608","1130","16","20"
"Cherokee","43433","US-13057","13","57","266617","2230","491","16290.41","184.16","1423.77","3796","16886","33","49"
"Clarke","25092","US-13059","13","59","129779","1044","188","19334.41","144.86","2031.15","2636","3357","9","5"
"Clay","336","US-13061","13","61","2855","14","4","11768.83","140.11","1506.13","43","159","0","4"
"Clayton","55348","US-13063","13","63","304838","2917","770","18156.53","252.59","2216.26","6756","5722","57","18"
"Clinch","1306","US-13065","13","65","6656","89","35","19621.39","525.84","2088.34","139","575","2","10"
"Cobb","127448","US-13067","13","67","790588","4585","1426","16120.66","180.37","1399.72","11066","34292","123","251"
"Coffee","7945","US-13069","13","69","43042","953","199","18458.71","462.34","1926.03","829","1968","51","97"
"Colquitt","7547","US-13071","13","71","45393","372","140","16625.91","308.42","2152.31","977","2858","71","34"
"Columbia","18894","US-13073","13","73","158631","766","274","11910.66","172.73","1238.09","1964","14526","64","93"
"Cook","1985","US-13075","13","75","17437","135","54","11383.84","309.69","929.06","162","2678","12","22"
"Coweta","19992","US-13077","13","77","152001","1227","374","13152.55","246.05","1065.12","1619","11526","48","48"
"Crawford","1117","US-13079","13","79","12228","114","40","9134.77","327.12","1104.02","135","522","8","5"
"Crisp","2472","US-13081","13","81","22289","196","68","11090.67","305.08","1233.79","275","1903","59","91"
"Dade","2354","US-13083","13","83","16162","91","23","14565.03","142.31","1454.03","235","530","5","7"
"Dawson","5816","US-13085","13","85","27021","370","85","21524","314.57","1913.33","517","670","3","3"
"DeKalb","120776","US-13089","13","89","793154","7450","1325","15227.31","167.05","1611.79","12784","16864","149","67"
"Decatur","4370","US-13087","13","87","26322","241","82","16602.08","311.53","1861.56","490","1717","34","69"
"Dodge","2008","US-13091","13","91","20385","129","64","9850.38","313.96","1402.99","286","2933","74","82"
"Dooly","1429","US-13093","13","93","13400","109","39","10664.18","291.04","985.07","132","785","24","30"
"Dougherty","13194","US-13095","13","95","89905","1498","408","14675.49","453.81","2165.62","1947","4702","38","21"
"Douglas","27038","US-13097","13","97","151906","1212","275","17799.17","181.03","1171.78","1780","6304","63","119"
"Early","2006","US-13099","13","99","10146","113","53","19771.34","522.37","2523.16","256","578","5","17"
"Echols","449","US-13101","13","101","3969","16","5","11312.67","125.98","604.69","24","448","6","9"
"Effingham","9625","US-13103","13","103","64026","550","155","15032.96","242.09","2089.78","1338","2419","24","22"
"Elbert","2555","US-13105","13","105","18945","226","76","13486.41","401.16","1277.38","242","1848","21","21"
"Emanuel","3264","US-13107","13","107","22664","186","76","14401.69","335.33","1601.66","363","2321","70","176"
"Evans","1404","US-13109","13","109","10687","114","38","13137.46","355.57","1394.22","149","723","23","35"
"Fannin","3924","US-13111","13","111","26320","296","105","14908.81","398.94","1162.61","306","864","21","18"
"Fayette","15755","US-13113","13","113","117544","857","242","13403.49","205.88","1242.94","1461","5026","35","20"
"Floyd","21893","US-13115","13","115","99916","1421","340","21911.41","340.29","2291.93","2290","3604","89","112"
"Forsyth","40330","US-13117","13","117","252507","1419","304","15971.83","120.39","1511.64","3817","10030","16","17"
"Franklin","4209","US-13119","13","119","23329","243","71","18041.92","304.34","1658.88","387","860","19","12"
"Fulton","175011","US-13121","13","121","1099181","9259","1792","15921.95","163.03","1444.17","15874","28417","175","145"
"Gilmer","4414","US-13123","13","123","31417","409","126","14049.72","401.06","1305.03","410","1826","25","20"
"Glascock","248","US-13125","13","125","3025","28","8","8198.35","264.46","859.5","26","322","15","6"
"Glynn","17048","US-13127","13","127","86047","710","322","19812.43","374.21","2496.31","2148","4046","40","42"
"Gordon","11252","US-13129","13","129","58049","464","195","19383.62","335.92","1917.35","1113","3343","30","39"
