county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,299,14,43,1610.9
Atkinson,175,2,22,2100.84
Bacon,282,4,24,2472.82
Baker,44,3,12,1412.07
Baldwin,570,34,77,1282.97
Banks,146,2,24,730.66
Barrow,543,25,112,628.6
Bartow,788,42,160,711.38
Ben Hill,186,1,15,1117.45
Berrien,141,0,6,731.48
Bibb,1237,41,231,813.01
Bleckley,72,1,6,560.84
Brantley,112,3,7,583.27
Brooks,189,11,20,1201.75
Bryan,173,5,26,442.04
Bulloch,515,4,39,648.07
Burke,157,7,34,702.71
Butts,297,33,31,1179.79
Calhoun,168,6,35,2659.49
Camden,204,2,9,378.31
Candler,66,0,5,609.02
Carroll,864,40,117,719.29
Catoosa,324,8,28,471.13
Charlton,70,2,10,528.26
Chatham,1917,38,225,656.11
Chattahoochee,429,0,7,3991.07
Chattooga,67,2,4,270.53
Cherokee,1491,44,196,559.23
Clarke,738,15,62,568.66
Clay,56,2,5,1961.47
Clayton,2376,80,251,779.43
Clinch,114,3,11,1712.74
Cobb,5857,246,919,740.84
Coffee,630,17,111,1463.69
Colquitt,1108,18,82,2440.9
Columbia,637,9,62,401.56
Cook,182,2,22,1043.76
Coweta,787,16,62,517.76
Crawford,54,0,4,441.61
Crisp,295,12,45,1323.52
Dade,75,1,4,464.05
Dawson,153,3,23,566.23
DeKalb,7050,173,979,888.86
Decatur,265,8,27,1006.76
Dodge,113,2,10,554.33
Dooly,214,12,43,1597.01
Dougherty,2001,155,468,2225.68
Douglas,1137,37,202,748.49
Early,281,31,29,2769.56
Echols,185,0,6,4661.12
Effingham,210,1,20,327.99
Elbert,119,0,9,628.13
Emanuel,150,3,13,661.84
Evans,30,0,2,280.71
Fannin,107,1,9,406.53
Fayette,422,19,49,359.01
Floyd,594,15,56,594.5
Forsyth,959,15,106,379.79
Franklin,217,1,15,930.17
Fulton,8883,316,1155,808.15
Gilmer,196,2,23,623.87
Glascock,10,0,0,330.58
Glynn,1221,6,53,1418.99
Gordon,446,18,44,768.32
Grady,232,4,34,945.4
Greene,104,9,20,555.64
Gwinnett,9787,174,1150,1007.78
Habersham,717,36,100,1565.5
Hall,3419,63,456,1656.9
Hancock,220,32,37,2685.22
Haralson,87,5,16,283.18
Harris,383,11,43,1103.36
Hart,87,0,9,333.24
Heard,66,3,7,533.55
Henry,1460,33,117,608.67
Houston,751,25,143,478.23
Irwin,76,1,9,805.68
Jackson,449,10,53,601.07
Jasper,78,1,8,549.33
Jeff Davis,129,3,10,851.6
Jefferson,141,2,15,920.79
Jenkins,122,12,27,1422.57
Johnson,105,2,17,1086.84
Jones,104,0,5,363.75
Lamar,133,6,15,687.45
Lanier,152,3,11,1468.46
Laurens,231,1,26,488.41
Lee,405,22,69,1351.31
Liberty,161,1,21,260.08
Lincoln,51,1,8,627.69
Long,57,1,2,286.22
Lowndes,1485,12,96,1259.78
Lumpkin,146,4,31,431.93
Macon,120,9,36,923.93
Madison,126,4,17,417.54
Marion,87,2,13,1049.08
McDuffie,126,7,27,583.41
McIntosh,67,1,3,459.94
Meriwether,218,3,25,1037.11
Miller,52,0,3,902.15
Mitchell,459,38,98,2081.07
Monroe,207,18,28,746.56
Montgomery,33,0,3,357.76
Morgan,66,0,6,344.86
Murray,263,2,19,653.24
Muscogee,2166,52,251,1130.33
Newton,734,12,95,653.29
Non-Georgia Resident,6049,49,227,0
Oconee,190,10,25,455.23
Oglethorpe,98,7,17,643.04
Paulding,697,16,95,403.96
Peach,122,9,26,445.66
Pickens,101,5,16,301.22
Pierce,211,5,30,1079.56
Pike,104,3,10,551.43
Polk,233,1,16,535.85
Pulaski,55,2,8,504.91
Putnam,194,12,24,886.45
Quitman,18,1,5,784.66
Rabun,57,3,16,335.57
Randolph,204,25,36,3020.43
Richmond,1300,57,228,642.8
Rockdale,568,11,103,598.15
Schley,26,1,7,492.89
Screven,99,7,21,712.23
Seminole,54,2,8,663.39
Spalding,476,32,64,688.76
Stephens,262,6,36,995.14
Stewart,184,3,32,3002.12
Sumter,576,50,153,1959.25
Talbot,82,3,15,1331.6
Taliaferro,2,0,0,122.55
Tattnall,161,0,11,633.58
Taylor,38,2,11,477.51
Telfair,127,3,11,811.81
Terrell,234,27,57,2763.67
Thomas,500,32,72,1125.34
Tift,849,26,110,2079.35
Toombs,276,5,19,1022.87
Towns,50,1,10,415.49
Treutlen,30,1,5,439.3
Troup,1627,35,167,2310.62
Turner,182,16,34,2253.59
Twiggs,33,1,7,408.11
Union,78,3,21,307.87
Unknown,1237,2,32,0
Upson,380,43,46,1446.13
Walker,345,12,18,495.62
Walton,475,28,63,495.75
Ware,523,16,66,1458.73
Warren,27,0,11,518.23
Washington,136,1,14,669.88
Wayne,113,0,9,376.99
Webster,24,2,7,941.18
Wheeler,55,0,2,695.41
White,151,4,30,475.47
Whitfield,1366,14,69,1305.03
Wilcox,132,15,20,1501.71
Wilkes,79,1,16,788.9
Wilkinson,83,8,24,930.6
Worth,331,22,54,1643.33
