"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","391785","5761","25156"
"Male","Georgia","334027","6499","24242"
"Unknown","Georgia","11393","20","210"
"Female","Appling","908","20","69"
"Male","Appling","745","29","72"
"Unknown","Appling","12","0","0"
"Female","Atkinson","394","6","55"
"Male","Atkinson","341","8","50"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","508","11","29"
"Male","Bacon","449","13","40"
"Unknown","Bacon","27","0","1"
"Female","Baker","79","2","13"
"Male","Baker","71","4","18"
"Female","Baldwin","1884","23","115"
"Male","Baldwin","1508","67","147"
"Unknown","Baldwin","24","0","1"
"Female","Banks","778","15","89"
"Male","Banks","633","11","69"
"Unknown","Banks","15","0","0"
"Female","Barrow","3853","49","252"
"Male","Barrow","3242","39","224"
"Unknown","Barrow","37","0","1"
"Female","Bartow","4644","69","281"
"Male","Bartow","4090","85","307"
"Unknown","Bartow","100","0","1"
"Female","Ben Hill","824","22","76"
"Male","Ben Hill","591","27","62"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","517","12","32"
"Male","Berrien","417","12","28"
"Unknown","Berrien","7","0","0"
"Female","Bibb","6573","154","761"
"Male","Bibb","4870","138","641"
"Unknown","Bibb","153","0","2"
"Female","Bleckley","430","18","23"
"Male","Bleckley","306","14","22"
"Unknown","Bleckley","7","0","0"
"Female","Brantley","432","10","34"
"Male","Brantley","351","12","26"
"Unknown","Brantley","5","0","0"
"Female","Brooks","483","8","43"
"Male","Brooks","357","24","37"
"Unknown","Brooks","18","0","0"
"Female","Bryan","1152","11","63"
"Male","Bryan","983","11","77"
"Unknown","Bryan","21","0","0"
"Female","Bulloch","2533","28","100"
"Male","Bulloch","1938","18","78"
"Unknown","Bulloch","57","0","0"
"Female","Burke","841","12","65"
"Male","Burke","667","12","63"
"Unknown","Burke","8","0","1"
"Female","Butts","838","25","39"
"Male","Butts","806","30","57"
"Unknown","Butts","100","1","3"
"Female","Calhoun","204","8","32"
"Male","Calhoun","200","4","32"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1444","9","62"
"Male","Camden","1299","12","48"
"Unknown","Camden","21","0","0"
"Female","Candler","378","11","28"
"Male","Candler","317","18","26"
"Unknown","Candler","2","0","0"
"Female","Carroll","3358","54","131"
"Male","Carroll","2958","56","138"
