"","Date","Country","Cases"
"1638","2020-01-21","United States",1
"1639","2020-01-21","Mexico",0
"1640","2020-01-21","Ecuador",0
"1641","2020-01-21","Brazil",0
"1642","2020-01-21","Dominican Republic",0
"1643","2020-01-21","Indonesia",0
"1644","2020-01-21","Portugal",0
"1645","2020-01-21","Andorra",0
"1646","2020-01-21","Jordan",0
"1647","2020-01-21","Latvia",0
"1648","2020-01-21","Morocco",0
"1649","2020-01-21","Saudi Arabia",0
"1650","2020-01-21","Senegal",0
"1651","2020-01-21","Tunisia",0
"1652","2020-01-21","Diamond Princess",0
"1653","2020-01-21","Ukraine",0
"1654","2020-01-21","Liechtenstein",0
"1655","2020-01-21","Chile",0
"1656","2020-01-21","Argentina",0
"1657","2020-01-21","Poland",0
"1658","2020-01-21","Hungary",0
"1659","2020-01-21","Slovenia",0
"1660","2020-01-21","Palestine",0
"1661","2020-01-21","Peru",0
"1662","2020-01-21","Costa Rica",0
"1663","2020-01-21","Slovakia",0
"1664","2020-01-21","Bulgaria",0
"1665","2020-01-21","Maldives",0
"1666","2020-01-21","Bangladesh",0
"1667","2020-01-21","Bosnia and Herzegovina",0
"1668","2020-01-21","Malta",0
"1669","2020-01-21","South Africa",0
"1670","2020-01-21","Albania",0
"1671","2020-01-21","Cameroon",0
"1672","2020-01-21","Bhutan",0
"1673","2020-01-21","Colombia",0
"1674","2020-01-21","Moldova",0
"1675","2020-01-21","Paraguay",0
"1676","2020-01-21","Serbia",0
"1677","2020-01-21","Togo",0
"1678","2020-01-21","Vatican City",0
"1679","2020-01-21","Panama",0
"1680","2020-01-21","Brunei",0
"1681","2020-01-21","Cyprus",0
"1682","2020-01-21","Cuba",0
"1683","2020-01-21","Bolivia",0
"1684","2020-01-21","Burkina Faso",0
"1685","2020-01-21","Honduras",0
"1686","2020-01-21","Jamaica",0
"1687","2020-01-21","DR Congo",0
"1688","2020-01-21","Guyana",0
"1689","2020-01-21","Ivory Coast",0
"1690","2020-01-21","Mongolia",0
"1691","2020-01-21","St. Vincent and the Grenadines",0
"1692","2020-01-21","Turkey",0
"1693","2020-01-21","Venezuela",0
"1694","2020-01-21","Kazakhstan",0
"1695","2020-01-21","Kosovo",0
"1696","2020-01-21","Uruguay",0
"1697","2020-01-21","Ghana",0
"1698","2020-01-21","Northern Cyprus",0
"1699","2020-01-21","Rwanda",0
"1700","2020-01-21","Ethiopia",0
"1701","2020-01-21","Kenya",0
"1702","2020-01-21","Namibia",0
"1703","2020-01-21","Saint Lucia",0
"1704","2020-01-21","Seychelles",0
"1705","2020-01-21","Trinidad and Tobago",0
"1706","2020-01-21","Sudan",0
"1707","2020-01-21","Antigua and Barbuda",0
"1708","2020-01-21","Central African Republic",0
"1709","2020-01-21","Republic of the Congo",0
"1710","2020-01-21","Equatorial Guinea",0
"1711","2020-01-21","Eswatini",0
"1712","2020-01-21","Gabon",0
"1713","2020-01-21","Guatemala",0
"1714","2020-01-21","Guinea",0
"1715","2020-01-21","Mauritania",0
"1716","2020-01-21","Suriname",0
"1717","2020-01-22","China_confirmed",571
"1718","2020-01-22","China_clinical",0
"1719","2020-01-22","China_inclusive",571
"1720","2020-01-22","Hong Kong",2
"1721","2020-01-22","Macau",2
"1722","2020-01-22","Taipei and environs",1
"1723","2020-01-22","Japan",1
"1724","2020-01-22","South Korea",1
"1725","2020-01-22","Vietnam",2
"1726","2020-01-22","Cambodia",0
"1727","2020-01-22","Thailand",4
"1728","2020-01-22","Malaysia",0
"1729","2020-01-22","Singapore",0
"1730","2020-01-22","Philippines",0
"1731","2020-01-22","Australia",0
"1732","2020-01-22","New Zealand",0
"1733","2020-01-22","Nepal",0
"1734","2020-01-22","India",0
"1735","2020-01-22","Pakistan",0
"1736","2020-01-22","Sri Lanka",0
"1737","2020-01-22","Afghanistan",0
"1738","2020-01-22","Kuwait",0
"1739","2020-01-22","Qatar",0
"1740","2020-01-22","Oman",0
"1741","2020-01-22","Bahrain",0
"1742","2020-01-22","United Arab Emirates",0
"1743","2020-01-22","Iran",0
"1744","2020-01-22","Iraq",0
"1745","2020-01-22","Armenia",0
"1746","2020-01-22","Azerbaijan",0
"1747","2020-01-22","Georgia",0
"1748","2020-01-22","Lebanon",0
"1749","2020-01-22","Israel",0
"1750","2020-01-22","Egypt",0
"1751","2020-01-22","Algeria",0
"1752","2020-01-22","Nigeria",0
"1753","2020-01-22","Greece",0
"1754","2020-01-22","North Macedonia",0
"1755","2020-01-22","Croatia",0
"1756","2020-01-22","San Marino",0
"1757","2020-01-22","Italy",0
"1758","2020-01-22","Spain",0
"1759","2020-01-22","France",0
"1760","2020-01-22","Monaco",0
"1761","2020-01-22","Switzerland",0
"1762","2020-01-22","Austria",0
"1763","2020-01-22","Germany",0
"1764","2020-01-22","Luxembourg",0
"1765","2020-01-22","Belgium",0
"1766","2020-01-22","Netherlands",0
"1767","2020-01-22","United Kingdom",0
"1768","2020-01-22","Ireland",0
"1769","2020-01-22","Iceland",0
"1770","2020-01-22","Norway",0
"1771","2020-01-22","Denmark",0
"1772","2020-01-22","Sweden",0
"1773","2020-01-22","Finland",0
"1774","2020-01-22","Estonia",0
"1775","2020-01-22","Lithuania",0
"1776","2020-01-22","Romania",0
"1777","2020-01-22","Belarus",0
"1778","2020-01-22","Russia",0
"1779","2020-01-22","Czech Republic",0
"1780","2020-01-22","Canada",0
"1781","2020-01-22","United States",1
"1782","2020-01-22","Mexico",0
"1783","2020-01-22","Ecuador",0
"1784","2020-01-22","Brazil",0
"1785","2020-01-22","Dominican Republic",0
"1786","2020-01-22","Indonesia",0
"1787","2020-01-22","Portugal",0
"1788","2020-01-22","Andorra",0
"1789","2020-01-22","Jordan",0
"1790","2020-01-22","Latvia",0
"1791","2020-01-22","Morocco",0
"1792","2020-01-22","Saudi Arabia",0
"1793","2020-01-22","Senegal",0
"1794","2020-01-22","Tunisia",0
"1795","2020-01-22","Diamond Princess",0
"1796","2020-01-22","Ukraine",0
"1797","2020-01-22","Liechtenstein",0
"1798","2020-01-22","Chile",0
"1799","2020-01-22","Argentina",0
"1800","2020-01-22","Poland",0
"1801","2020-01-22","Hungary",0
"1802","2020-01-22","Slovenia",0
"1803","2020-01-22","Palestine",0
"1804","2020-01-22","Peru",0
"1805","2020-01-22","Costa Rica",0
"1806","2020-01-22","Slovakia",0
"1807","2020-01-22","Bulgaria",0
"1808","2020-01-22","Maldives",0
"1809","2020-01-22","Bangladesh",0
"1810","2020-01-22","Bosnia and Herzegovina",0
"1811","2020-01-22","Malta",0
"1812","2020-01-22","South Africa",0
"1813","2020-01-22","Albania",0
"1814","2020-01-22","Cameroon",0
"1815","2020-01-22","Bhutan",0
"1816","2020-01-22","Colombia",0
"1817","2020-01-22","Moldova",0
"1818","2020-01-22","Paraguay",0
"1819","2020-01-22","Serbia",0
"1820","2020-01-22","Togo",0
"1821","2020-01-22","Vatican City",0
"1822","2020-01-22","Panama",0
"1823","2020-01-22","Brunei",0
"1824","2020-01-22","Cyprus",0
"1825","2020-01-22","Cuba",0
"1826","2020-01-22","Bolivia",0
"1827","2020-01-22","Burkina Faso",0
"1828","2020-01-22","Honduras",0
"1829","2020-01-22","Jamaica",0
"1830","2020-01-22","DR Congo",0
"1831","2020-01-22","Guyana",0
"1832","2020-01-22","Ivory Coast",0
"1833","2020-01-22","Mongolia",0
"1834","2020-01-22","St. Vincent and the Grenadines",0
"1835","2020-01-22","Turkey",0
"1836","2020-01-22","Venezuela",0
"1837","2020-01-22","Kazakhstan",0
"1838","2020-01-22","Kosovo",0
"1839","2020-01-22","Uruguay",0
"1840","2020-01-22","Ghana",0
"1841","2020-01-22","Northern Cyprus",0
"1842","2020-01-22","Rwanda",0
"1843","2020-01-22","Ethiopia",0
"1844","2020-01-22","Kenya",0
"1845","2020-01-22","Namibia",0
"1846","2020-01-22","Saint Lucia",0
"1847","2020-01-22","Seychelles",0
"1848","2020-01-22","Trinidad and Tobago",0
"1849","2020-01-22","Sudan",0
"1850","2020-01-22","Antigua and Barbuda",0
"1851","2020-01-22","Central African Republic",0
"1852","2020-01-22","Republic of the Congo",0
"1853","2020-01-22","Equatorial Guinea",0
"1854","2020-01-22","Eswatini",0
"1855","2020-01-22","Gabon",0
"1856","2020-01-22","Guatemala",0
"1857","2020-01-22","Guinea",0
"1858","2020-01-22","Mauritania",0
"1859","2020-01-22","Suriname",0
"1860","2020-01-23","China_confirmed",830
"1861","2020-01-23","China_clinical",0
"1862","2020-01-23","China_inclusive",830
"1863","2020-01-23","Hong Kong",2
"1864","2020-01-23","Macau",2
"1865","2020-01-23","Taipei and environs",1
"1866","2020-01-23","Japan",1
"1867","2020-01-23","South Korea",1
"1868","2020-01-23","Vietnam",2
"1869","2020-01-23","Cambodia",0
"1870","2020-01-23","Thailand",4
"1871","2020-01-23","Malaysia",0
"1872","2020-01-23","Singapore",3
"1873","2020-01-23","Philippines",0
"1874","2020-01-23","Australia",0
"1875","2020-01-23","New Zealand",0
"1876","2020-01-23","Nepal",0
"1877","2020-01-23","India",0
"1878","2020-01-23","Pakistan",0
"1879","2020-01-23","Sri Lanka",0
"1880","2020-01-23","Afghanistan",0
"1881","2020-01-23","Kuwait",0
"1882","2020-01-23","Qatar",0
"1883","2020-01-23","Oman",0
"1884","2020-01-23","Bahrain",0
"1885","2020-01-23","United Arab Emirates",0
"1886","2020-01-23","Iran",0
"1887","2020-01-23","Iraq",0
"1888","2020-01-23","Armenia",0
"1889","2020-01-23","Azerbaijan",0
"1890","2020-01-23","Georgia",0
"1891","2020-01-23","Lebanon",0
"1892","2020-01-23","Israel",0
"1893","2020-01-23","Egypt",0
"1894","2020-01-23","Algeria",0
"1895","2020-01-23","Nigeria",0
"1896","2020-01-23","Greece",0
"1897","2020-01-23","North Macedonia",0
"1898","2020-01-23","Croatia",0
"1899","2020-01-23","San Marino",0
"1900","2020-01-23","Italy",0
"1901","2020-01-23","Spain",0
"1902","2020-01-23","France",0
"1903","2020-01-23","Monaco",0
"1904","2020-01-23","Switzerland",0
"1905","2020-01-23","Austria",0
"1906","2020-01-23","Germany",0
"1907","2020-01-23","Luxembourg",0
"1908","2020-01-23","Belgium",0
"1909","2020-01-23","Netherlands",0
"1910","2020-01-23","United Kingdom",0
"1911","2020-01-23","Ireland",0
"1912","2020-01-23","Iceland",0
"1913","2020-01-23","Norway",0
"1914","2020-01-23","Denmark",0
"1915","2020-01-23","Sweden",0
"1916","2020-01-23","Finland",0
"1917","2020-01-23","Estonia",0
"1918","2020-01-23","Lithuania",0
"1919","2020-01-23","Romania",0
"1920","2020-01-23","Belarus",0
"1921","2020-01-23","Russia",0
"1922","2020-01-23","Czech Republic",0
"1923","2020-01-23","Canada",0
"1924","2020-01-23","United States",1
"1925","2020-01-23","Mexico",0
"1926","2020-01-23","Ecuador",0
"1927","2020-01-23","Brazil",0
"1928","2020-01-23","Dominican Republic",0
"1929","2020-01-23","Indonesia",0
"1930","2020-01-23","Portugal",0
"1931","2020-01-23","Andorra",0
"1932","2020-01-23","Jordan",0
"1933","2020-01-23","Latvia",0
"1934","2020-01-23","Morocco",0
"1935","2020-01-23","Saudi Arabia",0
"1936","2020-01-23","Senegal",0
"1937","2020-01-23","Tunisia",0
"1938","2020-01-23","Diamond Princess",0
"1939","2020-01-23","Ukraine",0
"1940","2020-01-23","Liechtenstein",0
"1941","2020-01-23","Chile",0
"1942","2020-01-23","Argentina",0
"1943","2020-01-23","Poland",0
"1944","2020-01-23","Hungary",0
"1945","2020-01-23","Slovenia",0
"1946","2020-01-23","Palestine",0
"1947","2020-01-23","Peru",0
"1948","2020-01-23","Costa Rica",0
"1949","2020-01-23","Slovakia",0
"1950","2020-01-23","Bulgaria",0
"1951","2020-01-23","Maldives",0
"1952","2020-01-23","Bangladesh",0
"1953","2020-01-23","Bosnia and Herzegovina",0
"1954","2020-01-23","Malta",0
"1955","2020-01-23","South Africa",0
"1956","2020-01-23","Albania",0
"1957","2020-01-23","Cameroon",0
"1958","2020-01-23","Bhutan",0
"1959","2020-01-23","Colombia",0
"1960","2020-01-23","Moldova",0
"1961","2020-01-23","Paraguay",0
"1962","2020-01-23","Serbia",0
"1963","2020-01-23","Togo",0
"1964","2020-01-23","Vatican City",0
"1965","2020-01-23","Panama",0
"1966","2020-01-23","Brunei",0
"1967","2020-01-23","Cyprus",0
"1968","2020-01-23","Cuba",0
"1969","2020-01-23","Bolivia",0
"1970","2020-01-23","Burkina Faso",0
"1971","2020-01-23","Honduras",0
"1972","2020-01-23","Jamaica",0
"1973","2020-01-23","DR Congo",0
"1974","2020-01-23","Guyana",0
"1975","2020-01-23","Ivory Coast",0
"1976","2020-01-23","Mongolia",0
"1977","2020-01-23","St. Vincent and the Grenadines",0
"1978","2020-01-23","Turkey",0
"1979","2020-01-23","Venezuela",0
"1980","2020-01-23","Kazakhstan",0
"1981","2020-01-23","Kosovo",0
"1982","2020-01-23","Uruguay",0
"1983","2020-01-23","Ghana",0
"1984","2020-01-23","Northern Cyprus",0
"1985","2020-01-23","Rwanda",0
"1986","2020-01-23","Ethiopia",0
"1987","2020-01-23","Kenya",0
"1988","2020-01-23","Namibia",0
"1989","2020-01-23","Saint Lucia",0
"1990","2020-01-23","Seychelles",0
"1991","2020-01-23","Trinidad and Tobago",0
"1992","2020-01-23","Sudan",0
"1993","2020-01-23","Antigua and Barbuda",0
"1994","2020-01-23","Central African Republic",0
"1995","2020-01-23","Republic of the Congo",0
"1996","2020-01-23","Equatorial Guinea",0
"1997","2020-01-23","Eswatini",0
"1998","2020-01-23","Gabon",0
"1999","2020-01-23","Guatemala",0
"2000","2020-01-23","Guinea",0
"2001","2020-01-23","Mauritania",0
"2002","2020-01-23","Suriname",0
"2003","2020-01-24","China_confirmed",1287
"2004","2020-01-24","China_clinical",0
"2005","2020-01-24","China_inclusive",1287
"2006","2020-01-24","Hong Kong",2
"2007","2020-01-24","Macau",2
"2008","2020-01-24","Taipei and environs",3
"2009","2020-01-24","Japan",2
"2010","2020-01-24","South Korea",2
"2011","2020-01-24","Vietnam",2
"2012","2020-01-24","Cambodia",0
"2013","2020-01-24","Thailand",5
"2014","2020-01-24","Malaysia",0
"2015","2020-01-24","Singapore",3
"2016","2020-01-24","Philippines",0
"2017","2020-01-24","Australia",0
"2018","2020-01-24","New Zealand",0
"2019","2020-01-24","Nepal",1
"2020","2020-01-24","India",0
"2021","2020-01-24","Pakistan",0
"2022","2020-01-24","Sri Lanka",0
"2023","2020-01-24","Afghanistan",0
"2024","2020-01-24","Kuwait",0
"2025","2020-01-24","Qatar",0
"2026","2020-01-24","Oman",0
"2027","2020-01-24","Bahrain",0
"2028","2020-01-24","United Arab Emirates",0
"2029","2020-01-24","Iran",0
"2030","2020-01-24","Iraq",0
"2031","2020-01-24","Armenia",0
"2032","2020-01-24","Azerbaijan",0
"2033","2020-01-24","Georgia",0
"2034","2020-01-24","Lebanon",0
"2035","2020-01-24","Israel",0
"2036","2020-01-24","Egypt",0
"2037","2020-01-24","Algeria",0
"2038","2020-01-24","Nigeria",0
"2039","2020-01-24","Greece",0
"2040","2020-01-24","North Macedonia",0
"2041","2020-01-24","Croatia",0
"2042","2020-01-24","San Marino",0
"2043","2020-01-24","Italy",0
"2044","2020-01-24","Spain",0
"2045","2020-01-24","France",3
"2046","2020-01-24","Monaco",0
"2047","2020-01-24","Switzerland",0
"2048","2020-01-24","Austria",0
"2049","2020-01-24","Germany",0
"2050","2020-01-24","Luxembourg",0
"2051","2020-01-24","Belgium",0
"2052","2020-01-24","Netherlands",0
"2053","2020-01-24","United Kingdom",0
"2054","2020-01-24","Ireland",0
"2055","2020-01-24","Iceland",0
"2056","2020-01-24","Norway",0
"2057","2020-01-24","Denmark",0
"2058","2020-01-24","Sweden",0
"2059","2020-01-24","Finland",0
"2060","2020-01-24","Estonia",0
"2061","2020-01-24","Lithuania",0
"2062","2020-01-24","Romania",0
"2063","2020-01-24","Belarus",0
"2064","2020-01-24","Russia",0
"2065","2020-01-24","Czech Republic",0
"2066","2020-01-24","Canada",0
"2067","2020-01-24","United States",2
"2068","2020-01-24","Mexico",0
"2069","2020-01-24","Ecuador",0
"2070","2020-01-24","Brazil",0
"2071","2020-01-24","Dominican Republic",0
"2072","2020-01-24","Indonesia",0
"2073","2020-01-24","Portugal",0
"2074","2020-01-24","Andorra",0
"2075","2020-01-24","Jordan",0
"2076","2020-01-24","Latvia",0
"2077","2020-01-24","Morocco",0
"2078","2020-01-24","Saudi Arabia",0
"2079","2020-01-24","Senegal",0
"2080","2020-01-24","Tunisia",0
"2081","2020-01-24","Diamond Princess",0
"2082","2020-01-24","Ukraine",0
"2083","2020-01-24","Liechtenstein",0
"2084","2020-01-24","Chile",0
"2085","2020-01-24","Argentina",0
"2086","2020-01-24","Poland",0
"2087","2020-01-24","Hungary",0
"2088","2020-01-24","Slovenia",0
"2089","2020-01-24","Palestine",0
"2090","2020-01-24","Peru",0
"2091","2020-01-24","Costa Rica",0
"2092","2020-01-24","Slovakia",0
"2093","2020-01-24","Bulgaria",0
"2094","2020-01-24","Maldives",0
"2095","2020-01-24","Bangladesh",0
"2096","2020-01-24","Bosnia and Herzegovina",0
"2097","2020-01-24","Malta",0
"2098","2020-01-24","South Africa",0
"2099","2020-01-24","Albania",0
"2100","2020-01-24","Cameroon",0
"2101","2020-01-24","Bhutan",0
"2102","2020-01-24","Colombia",0
"2103","2020-01-24","Moldova",0
"2104","2020-01-24","Paraguay",0
"2105","2020-01-24","Serbia",0
"2106","2020-01-24","Togo",0
"2107","2020-01-24","Vatican City",0
"2108","2020-01-24","Panama",0
"2109","2020-01-24","Brunei",0
"2110","2020-01-24","Cyprus",0
"2111","2020-01-24","Cuba",0
"2112","2020-01-24","Bolivia",0
"2113","2020-01-24","Burkina Faso",0
"2114","2020-01-24","Honduras",0
"2115","2020-01-24","Jamaica",0
"2116","2020-01-24","DR Congo",0
"2117","2020-01-24","Guyana",0
"2118","2020-01-24","Ivory Coast",0
"2119","2020-01-24","Mongolia",0
"2120","2020-01-24","St. Vincent and the Grenadines",0
"2121","2020-01-24","Turkey",0
"2122","2020-01-24","Venezuela",0
"2123","2020-01-24","Kazakhstan",0
"2124","2020-01-24","Kosovo",0
"2125","2020-01-24","Uruguay",0
"2126","2020-01-24","Ghana",0
"2127","2020-01-24","Northern Cyprus",0
"2128","2020-01-24","Rwanda",0
"2129","2020-01-24","Ethiopia",0
"2130","2020-01-24","Kenya",0
"2131","2020-01-24","Namibia",0
"2132","2020-01-24","Saint Lucia",0
"2133","2020-01-24","Seychelles",0
"2134","2020-01-24","Trinidad and Tobago",0
"2135","2020-01-24","Sudan",0
"2136","2020-01-24","Antigua and Barbuda",0
"2137","2020-01-24","Central African Republic",0
"2138","2020-01-24","Republic of the Congo",0
"2139","2020-01-24","Equatorial Guinea",0
"2140","2020-01-24","Eswatini",0
"2141","2020-01-24","Gabon",0
"2142","2020-01-24","Guatemala",0
"2143","2020-01-24","Guinea",0
"2144","2020-01-24","Mauritania",0
"2145","2020-01-24","Suriname",0
"2146","2020-01-25","China_confirmed",1975
"2147","2020-01-25","China_clinical",0
"2148","2020-01-25","China_inclusive",1975
"2149","2020-01-25","Hong Kong",5
"2150","2020-01-25","Macau",2
"2151","2020-01-25","Taipei and environs",3
"2152","2020-01-25","Japan",3
"2153","2020-01-25","South Korea",2
"2154","2020-01-25","Vietnam",2
"2155","2020-01-25","Cambodia",0
"2156","2020-01-25","Thailand",6
"2157","2020-01-25","Malaysia",3
"2158","2020-01-25","Singapore",4
"2159","2020-01-25","Philippines",0
"2160","2020-01-25","Australia",4
"2161","2020-01-25","New Zealand",0
"2162","2020-01-25","Nepal",1
"2163","2020-01-25","India",0
"2164","2020-01-25","Pakistan",0
"2165","2020-01-25","Sri Lanka",0
"2166","2020-01-25","Afghanistan",0
"2167","2020-01-25","Kuwait",0
"2168","2020-01-25","Qatar",0
"2169","2020-01-25","Oman",0
"2170","2020-01-25","Bahrain",0
"2171","2020-01-25","United Arab Emirates",0
"2172","2020-01-25","Iran",0
"2173","2020-01-25","Iraq",0
"2174","2020-01-25","Armenia",0
"2175","2020-01-25","Azerbaijan",0
"2176","2020-01-25","Georgia",0
"2177","2020-01-25","Lebanon",0
"2178","2020-01-25","Israel",0
"2179","2020-01-25","Egypt",0
"2180","2020-01-25","Algeria",0
"2181","2020-01-25","Nigeria",0
"2182","2020-01-25","Greece",0
"2183","2020-01-25","North Macedonia",0
"2184","2020-01-25","Croatia",0
"2185","2020-01-25","San Marino",0
"2186","2020-01-25","Italy",0
"2187","2020-01-25","Spain",0
"2188","2020-01-25","France",3
"2189","2020-01-25","Monaco",0
"2190","2020-01-25","Switzerland",0
"2191","2020-01-25","Austria",0
"2192","2020-01-25","Germany",0
"2193","2020-01-25","Luxembourg",0
"2194","2020-01-25","Belgium",0
"2195","2020-01-25","Netherlands",0
"2196","2020-01-25","United Kingdom",0
"2197","2020-01-25","Ireland",0
"2198","2020-01-25","Iceland",0
"2199","2020-01-25","Norway",0
"2200","2020-01-25","Denmark",0
"2201","2020-01-25","Sweden",0
"2202","2020-01-25","Finland",0
"2203","2020-01-25","Estonia",0
"2204","2020-01-25","Lithuania",0
"2205","2020-01-25","Romania",0
"2206","2020-01-25","Belarus",0
"2207","2020-01-25","Russia",0
"2208","2020-01-25","Czech Republic",0
"2209","2020-01-25","Canada",1
"2210","2020-01-25","United States",3
"2211","2020-01-25","Mexico",0
"2212","2020-01-25","Ecuador",0
"2213","2020-01-25","Brazil",0
"2214","2020-01-25","Dominican Republic",0
"2215","2020-01-25","Indonesia",0
"2216","2020-01-25","Portugal",0
"2217","2020-01-25","Andorra",0
"2218","2020-01-25","Jordan",0
"2219","2020-01-25","Latvia",0
"2220","2020-01-25","Morocco",0
"2221","2020-01-25","Saudi Arabia",0
"2222","2020-01-25","Senegal",0
"2223","2020-01-25","Tunisia",0
"2224","2020-01-25","Diamond Princess",0
"2225","2020-01-25","Ukraine",0
"2226","2020-01-25","Liechtenstein",0
"2227","2020-01-25","Chile",0
"2228","2020-01-25","Argentina",0
"2229","2020-01-25","Poland",0
"2230","2020-01-25","Hungary",0
"2231","2020-01-25","Slovenia",0
"2232","2020-01-25","Palestine",0
"2233","2020-01-25","Peru",0
"2234","2020-01-25","Costa Rica",0
"2235","2020-01-25","Slovakia",0
"2236","2020-01-25","Bulgaria",0
"2237","2020-01-25","Maldives",0
"2238","2020-01-25","Bangladesh",0
"2239","2020-01-25","Bosnia and Herzegovina",0
"2240","2020-01-25","Malta",0
"2241","2020-01-25","South Africa",0
"2242","2020-01-25","Albania",0
"2243","2020-01-25","Cameroon",0
"2244","2020-01-25","Bhutan",0
"2245","2020-01-25","Colombia",0
"2246","2020-01-25","Moldova",0
"2247","2020-01-25","Paraguay",0
"2248","2020-01-25","Serbia",0
"2249","2020-01-25","Togo",0
"2250","2020-01-25","Vatican City",0
"2251","2020-01-25","Panama",0
"2252","2020-01-25","Brunei",0
"2253","2020-01-25","Cyprus",0
"2254","2020-01-25","Cuba",0
"2255","2020-01-25","Bolivia",0
"2256","2020-01-25","Burkina Faso",0
"2257","2020-01-25","Honduras",0
"2258","2020-01-25","Jamaica",0
"2259","2020-01-25","DR Congo",0
"2260","2020-01-25","Guyana",0
"2261","2020-01-25","Ivory Coast",0
"2262","2020-01-25","Mongolia",0
"2263","2020-01-25","St. Vincent and the Grenadines",0
"2264","2020-01-25","Turkey",0
"2265","2020-01-25","Venezuela",0
"2266","2020-01-25","Kazakhstan",0
"2267","2020-01-25","Kosovo",0
"2268","2020-01-25","Uruguay",0
"2269","2020-01-25","Ghana",0
"2270","2020-01-25","Northern Cyprus",0
"2271","2020-01-25","Rwanda",0
"2272","2020-01-25","Ethiopia",0
"2273","2020-01-25","Kenya",0
"2274","2020-01-25","Namibia",0
"2275","2020-01-25","Saint Lucia",0
"2276","2020-01-25","Seychelles",0
"2277","2020-01-25","Trinidad and Tobago",0
"2278","2020-01-25","Sudan",0
"2279","2020-01-25","Antigua and Barbuda",0
"2280","2020-01-25","Central African Republic",0
"2281","2020-01-25","Republic of the Congo",0
"2282","2020-01-25","Equatorial Guinea",0
"2283","2020-01-25","Eswatini",0
"2284","2020-01-25","Gabon",0
"2285","2020-01-25","Guatemala",0
"2286","2020-01-25","Guinea",0
"2287","2020-01-25","Mauritania",0
"2288","2020-01-25","Suriname",0
"2289","2020-01-26","China_confirmed",2744
"2290","2020-01-26","China_clinical",0
"2291","2020-01-26","China_inclusive",2744
"2292","2020-01-26","Hong Kong",8
"2293","2020-01-26","Macau",5
"2294","2020-01-26","Taipei and environs",4
"2295","2020-01-26","Japan",4
"2296","2020-01-26","South Korea",3
"2297","2020-01-26","Vietnam",2
"2298","2020-01-26","Cambodia",0
"2299","2020-01-26","Thailand",8
"2300","2020-01-26","Malaysia",4
"2301","2020-01-26","Singapore",4
"2302","2020-01-26","Philippines",0
"2303","2020-01-26","Australia",4
"2304","2020-01-26","New Zealand",0
"2305","2020-01-26","Nepal",1
"2306","2020-01-26","India",0
"2307","2020-01-26","Pakistan",0
"2308","2020-01-26","Sri Lanka",0
"2309","2020-01-26","Afghanistan",0
"2310","2020-01-26","Kuwait",0
"2311","2020-01-26","Qatar",0
"2312","2020-01-26","Oman",0
"2313","2020-01-26","Bahrain",0
"2314","2020-01-26","United Arab Emirates",0
"2315","2020-01-26","Iran",0
"2316","2020-01-26","Iraq",0
"2317","2020-01-26","Armenia",0
"2318","2020-01-26","Azerbaijan",0
"2319","2020-01-26","Georgia",0
"2320","2020-01-26","Lebanon",0
"2321","2020-01-26","Israel",0
"2322","2020-01-26","Egypt",0
"2323","2020-01-26","Algeria",0
"2324","2020-01-26","Nigeria",0
"2325","2020-01-26","Greece",0
"2326","2020-01-26","North Macedonia",0
"2327","2020-01-26","Croatia",0
"2328","2020-01-26","San Marino",0
"2329","2020-01-26","Italy",0
"2330","2020-01-26","Spain",0
"2331","2020-01-26","France",3
"2332","2020-01-26","Monaco",0
"2333","2020-01-26","Switzerland",0
"2334","2020-01-26","Austria",0
"2335","2020-01-26","Germany",0
"2336","2020-01-26","Luxembourg",0
"2337","2020-01-26","Belgium",0
"2338","2020-01-26","Netherlands",0
"2339","2020-01-26","United Kingdom",0
"2340","2020-01-26","Ireland",0
"2341","2020-01-26","Iceland",0
"2342","2020-01-26","Norway",0
"2343","2020-01-26","Denmark",0
"2344","2020-01-26","Sweden",0
"2345","2020-01-26","Finland",0
"2346","2020-01-26","Estonia",0
"2347","2020-01-26","Lithuania",0
"2348","2020-01-26","Romania",0
"2349","2020-01-26","Belarus",0
"2350","2020-01-26","Russia",0
"2351","2020-01-26","Czech Republic",0
"2352","2020-01-26","Canada",1
"2353","2020-01-26","United States",5
"2354","2020-01-26","Mexico",0
"2355","2020-01-26","Ecuador",0
"2356","2020-01-26","Brazil",0
"2357","2020-01-26","Dominican Republic",0
"2358","2020-01-26","Indonesia",0
"2359","2020-01-26","Portugal",0
"2360","2020-01-26","Andorra",0
"2361","2020-01-26","Jordan",0
"2362","2020-01-26","Latvia",0
"2363","2020-01-26","Morocco",0
"2364","2020-01-26","Saudi Arabia",0
"2365","2020-01-26","Senegal",0
"2366","2020-01-26","Tunisia",0
"2367","2020-01-26","Diamond Princess",0
"2368","2020-01-26","Ukraine",0
"2369","2020-01-26","Liechtenstein",0
"2370","2020-01-26","Chile",0
"2371","2020-01-26","Argentina",0
"2372","2020-01-26","Poland",0
"2373","2020-01-26","Hungary",0
"2374","2020-01-26","Slovenia",0
"2375","2020-01-26","Palestine",0
"2376","2020-01-26","Peru",0
"2377","2020-01-26","Costa Rica",0
"2378","2020-01-26","Slovakia",0
"2379","2020-01-26","Bulgaria",0
"2380","2020-01-26","Maldives",0
"2381","2020-01-26","Bangladesh",0
