"","NAME","DATE","prohibit_restaurants","school_closure","state_of_emergency","prohibit_gatherings","gathering_size","Intervention_Score"
"947","Massachusetts","2020-02-07",0,0,0,0,NA,0
"948","Massachusetts","2020-02-08",0,0,0,0,NA,0
"949","Massachusetts","2020-02-09",0,0,0,0,NA,0
"950","Massachusetts","2020-02-10",0,0,0,0,NA,0
"951","Massachusetts","2020-02-11",0,0,0,0,NA,0
"952","Massachusetts","2020-02-12",0,0,0,0,NA,0
"953","Massachusetts","2020-02-13",0,0,0,0,NA,0
"954","Massachusetts","2020-02-14",0,0,0,0,NA,0
"955","Massachusetts","2020-02-15",0,0,0,0,NA,0
"956","Massachusetts","2020-02-16",0,0,0,0,NA,0
"957","Massachusetts","2020-02-17",0,0,0,0,NA,0
"958","Massachusetts","2020-02-18",0,0,0,0,NA,0
"959","Massachusetts","2020-02-19",0,0,0,0,NA,0
"960","Massachusetts","2020-02-20",0,0,0,0,NA,0
"961","Massachusetts","2020-02-21",0,0,0,0,NA,0
"962","Massachusetts","2020-02-22",0,0,0,0,NA,0
"963","Massachusetts","2020-02-23",0,0,0,0,NA,0
"964","Massachusetts","2020-02-24",0,0,0,0,NA,0
"965","Massachusetts","2020-02-25",0,0,0,0,NA,0
"966","Massachusetts","2020-02-26",0,0,0,0,NA,0
"967","Massachusetts","2020-02-27",0,0,0,0,NA,0
"968","Massachusetts","2020-02-28",0,0,0,0,NA,0
"969","Massachusetts","2020-02-29",0,0,0,0,NA,0
"970","Massachusetts","2020-03-01",0,0,0,0,NA,0
"971","Massachusetts","2020-03-02",0,0,0,0,NA,0
"972","Massachusetts","2020-03-03",0,0,0,0,NA,0
"973","Massachusetts","2020-03-04",0,0,0,0,NA,0
"974","Massachusetts","2020-03-05",0,0,0,0,NA,0
"975","Massachusetts","2020-03-06",0,0,0,0,NA,0
"976","Massachusetts","2020-03-07",0,0,0,0,NA,0
"977","Massachusetts","2020-03-08",0,0,0,0,NA,0
"978","Massachusetts","2020-03-09",0,0,0,0,NA,0
"979","Massachusetts","2020-03-10",0,0,0,0,NA,0
"980","Massachusetts","2020-03-11",0,0,0,0,NA,0
"981","Massachusetts","2020-03-12",0,0,0,0,NA,0
"982","Massachusetts","2020-03-13",0,0,0,0,NA,0
"983","Massachusetts","2020-03-14",0,0,0,0,NA,0
"984","Massachusetts","2020-03-15",0,0,0,0,NA,0
"985","Massachusetts","2020-03-16",0,0,0,0,NA,0
"986","Massachusetts","2020-03-17",0,0,0,0,NA,0
"987","Massachusetts","2020-03-18",0,0,0,0,NA,0
"988","Michigan","2020-02-01",0,0,0,0,NA,0
"989","Michigan","2020-02-02",0,0,0,0,NA,0
"990","Michigan","2020-02-03",0,0,0,0,NA,0
"991","Michigan","2020-02-04",0,0,0,0,NA,0
"992","Michigan","2020-02-05",0,0,0,0,NA,0
"993","Michigan","2020-02-06",0,0,0,0,NA,0
"994","Michigan","2020-02-07",0,0,0,0,NA,0
"995","Michigan","2020-02-08",0,0,0,0,NA,0
"996","Michigan","2020-02-09",0,0,0,0,NA,0
"997","Michigan","2020-02-10",0,0,0,0,NA,0
"998","Michigan","2020-02-11",0,0,0,0,NA,0
"999","Michigan","2020-02-12",0,0,0,0,NA,0
"1000","Michigan","2020-02-13",0,0,0,0,NA,0
"1001","Michigan","2020-02-14",0,0,0,0,NA,0
"1002","Michigan","2020-02-15",0,0,0,0,NA,0
"1003","Michigan","2020-02-16",0,0,0,0,NA,0
"1004","Michigan","2020-02-17",0,0,0,0,NA,0
"1005","Michigan","2020-02-18",0,0,0,0,NA,0
"1006","Michigan","2020-02-19",0,0,0,0,NA,0
"1007","Michigan","2020-02-20",0,0,0,0,NA,0
"1008","Michigan","2020-02-21",0,0,0,0,NA,0
"1009","Michigan","2020-02-22",0,0,0,0,NA,0
"1010","Michigan","2020-02-23",0,0,0,0,NA,0
"1011","Michigan","2020-02-24",0,0,0,0,NA,0
"1012","Michigan","2020-02-25",0,0,0,0,NA,0
"1013","Michigan","2020-02-26",0,0,0,0,NA,0
"1014","Michigan","2020-02-27",0,0,0,0,NA,0
"1015","Michigan","2020-02-28",0,0,0,0,NA,0
"1016","Michigan","2020-02-29",0,0,0,0,NA,0
"1017","Michigan","2020-03-01",0,0,0,0,NA,0
"1018","Michigan","2020-03-02",0,0,0,0,NA,0
"1019","Michigan","2020-03-03",0,0,0,0,NA,0
"1020","Michigan","2020-03-04",0,0,0,0,NA,0
"1021","Michigan","2020-03-05",0,0,0,0,NA,0
"1022","Michigan","2020-03-06",0,0,0,0,NA,0
"1023","Michigan","2020-03-07",0,0,0,0,NA,0
"1024","Michigan","2020-03-08",0,0,0,0,NA,0
"1025","Michigan","2020-03-09",0,0,0,0,NA,0
"1026","Michigan","2020-03-10",0,0,0,0,NA,0
"1027","Michigan","2020-03-11",0,0,0,0,NA,0
"1028","Michigan","2020-03-12",0,0,0,0,NA,0
"1029","Michigan","2020-03-13",0,0,0,0,NA,0
"1030","Michigan","2020-03-14",0,0,0,0,NA,0
"1031","Michigan","2020-03-15",0,0,0,0,NA,0
"1032","Michigan","2020-03-16",0,0,0,0,NA,0
"1033","Michigan","2020-03-17",0,0,0,0,NA,0
"1034","Michigan","2020-03-18",0,0,0,0,NA,0
"1035","Minnesota","2020-02-01",0,0,0,0,NA,0
"1036","Minnesota","2020-02-02",0,0,0,0,NA,0
"1037","Minnesota","2020-02-03",0,0,0,0,NA,0
"1038","Minnesota","2020-02-04",0,0,0,0,NA,0
"1039","Minnesota","2020-02-05",0,0,0,0,NA,0
"1040","Minnesota","2020-02-06",0,0,0,0,NA,0
"1041","Minnesota","2020-02-07",0,0,0,0,NA,0
"1042","Minnesota","2020-02-08",0,0,0,0,NA,0
"1043","Minnesota","2020-02-09",0,0,0,0,NA,0
"1044","Minnesota","2020-02-10",0,0,0,0,NA,0
"1045","Minnesota","2020-02-11",0,0,0,0,NA,0
"1046","Minnesota","2020-02-12",0,0,0,0,NA,0
"1047","Minnesota","2020-02-13",0,0,0,0,NA,0
"1048","Minnesota","2020-02-14",0,0,0,0,NA,0
"1049","Minnesota","2020-02-15",0,0,0,0,NA,0
"1050","Minnesota","2020-02-16",0,0,0,0,NA,0
"1051","Minnesota","2020-02-17",0,0,0,0,NA,0
"1052","Minnesota","2020-02-18",0,0,0,0,NA,0
"1053","Minnesota","2020-02-19",0,0,0,0,NA,0
"1054","Minnesota","2020-02-20",0,0,0,0,NA,0
"1055","Minnesota","2020-02-21",0,0,0,0,NA,0
"1056","Minnesota","2020-02-22",0,0,0,0,NA,0
"1057","Minnesota","2020-02-23",0,0,0,0,NA,0
"1058","Minnesota","2020-02-24",0,0,0,0,NA,0
"1059","Minnesota","2020-02-25",0,0,0,0,NA,0
"1060","Minnesota","2020-02-26",0,0,0,0,NA,0
"1061","Minnesota","2020-02-27",0,0,0,0,NA,0
"1062","Minnesota","2020-02-28",0,0,0,0,NA,0
"1063","Minnesota","2020-02-29",0,0,0,0,NA,0
"1064","Minnesota","2020-03-01",0,0,0,0,NA,0
"1065","Minnesota","2020-03-02",0,0,0,0,NA,0
"1066","Minnesota","2020-03-03",0,0,0,0,NA,0
"1067","Minnesota","2020-03-04",0,0,0,0,NA,0
"1068","Minnesota","2020-03-05",0,0,0,0,NA,0
"1069","Minnesota","2020-03-06",0,0,0,0,NA,0
"1070","Minnesota","2020-03-07",0,0,0,0,NA,0
"1071","Minnesota","2020-03-08",0,0,0,0,NA,0
"1072","Minnesota","2020-03-09",0,0,0,0,NA,0
"1073","Minnesota","2020-03-10",0,0,0,0,NA,0
"1074","Minnesota","2020-03-11",0,0,0,0,NA,0
"1075","Minnesota","2020-03-12",0,0,0,0,NA,0
"1076","Minnesota","2020-03-13",0,0,0,0,NA,0
"1077","Minnesota","2020-03-14",0,0,0,0,NA,0
"1078","Minnesota","2020-03-15",0,0,0,0,NA,0
"1079","Minnesota","2020-03-16",0,0,0,0,NA,0
"1080","Minnesota","2020-03-17",0,0,0,0,NA,0
"1081","Minnesota","2020-03-18",0,0,0,0,NA,0
"1082","Mississippi","2020-02-01",0,0,0,0,NA,0
"1083","Mississippi","2020-02-02",0,0,0,0,NA,0
"1084","Mississippi","2020-02-03",0,0,0,0,NA,0
"1085","Mississippi","2020-02-04",0,0,0,0,NA,0
"1086","Mississippi","2020-02-05",0,0,0,0,NA,0
"1087","Mississippi","2020-02-06",0,0,0,0,NA,0
"1088","Mississippi","2020-02-07",0,0,0,0,NA,0
"1089","Mississippi","2020-02-08",0,0,0,0,NA,0
"1090","Mississippi","2020-02-09",0,0,0,0,NA,0
"1091","Mississippi","2020-02-10",0,0,0,0,NA,0
"1092","Mississippi","2020-02-11",0,0,0,0,NA,0
"1093","Mississippi","2020-02-12",0,0,0,0,NA,0
"1094","Mississippi","2020-02-13",0,0,0,0,NA,0
"1095","Mississippi","2020-02-14",0,0,0,0,NA,0
"1096","Mississippi","2020-02-15",0,0,0,0,NA,0
"1097","Mississippi","2020-02-16",0,0,0,0,NA,0
"1098","Mississippi","2020-02-17",0,0,0,0,NA,0
"1099","Mississippi","2020-02-18",0,0,0,0,NA,0
"1100","Mississippi","2020-02-19",0,0,0,0,NA,0
"1101","Mississippi","2020-02-20",0,0,0,0,NA,0
"1102","Mississippi","2020-02-21",0,0,0,0,NA,0
"1103","Mississippi","2020-02-22",0,0,0,0,NA,0
"1104","Mississippi","2020-02-23",0,0,0,0,NA,0
"1105","Mississippi","2020-02-24",0,0,0,0,NA,0
"1106","Mississippi","2020-02-25",0,0,0,0,NA,0
"1107","Mississippi","2020-02-26",0,0,0,0,NA,0
"1108","Mississippi","2020-02-27",0,0,0,0,NA,0
"1109","Mississippi","2020-02-28",0,0,0,0,NA,0
"1110","Mississippi","2020-02-29",0,0,0,0,NA,0
"1111","Mississippi","2020-03-01",0,0,0,0,NA,0
"1112","Mississippi","2020-03-02",0,0,0,0,NA,0
"1113","Mississippi","2020-03-03",0,0,0,0,NA,0
"1114","Mississippi","2020-03-04",0,0,0,0,NA,0
"1115","Mississippi","2020-03-05",0,0,0,0,NA,0
"1116","Mississippi","2020-03-06",0,0,0,0,NA,0
"1117","Mississippi","2020-03-07",0,0,0,0,NA,0
"1118","Mississippi","2020-03-08",0,0,0,0,NA,0
"1119","Mississippi","2020-03-09",0,0,0,0,NA,0
"1120","Mississippi","2020-03-10",0,0,0,0,NA,0
"1121","Mississippi","2020-03-11",0,0,0,0,NA,0
"1122","Mississippi","2020-03-12",0,0,0,0,NA,0
"1123","Mississippi","2020-03-13",0,0,0,0,NA,0
"1124","Mississippi","2020-03-14",0,0,0,0,NA,0
"1125","Mississippi","2020-03-15",0,0,0,0,NA,0
"1126","Mississippi","2020-03-16",0,0,0,0,NA,0
"1127","Mississippi","2020-03-17",0,0,0,0,NA,0
"1128","Mississippi","2020-03-18",0,0,0,0,NA,0
"1129","Missouri","2020-02-01",0,0,0,0,NA,0
"1130","Missouri","2020-02-02",0,0,0,0,NA,0
"1131","Missouri","2020-02-03",0,0,0,0,NA,0
"1132","Missouri","2020-02-04",0,0,0,0,NA,0
"1133","Missouri","2020-02-05",0,0,0,0,NA,0
"1134","Missouri","2020-02-06",0,0,0,0,NA,0
"1135","Missouri","2020-02-07",0,0,0,0,NA,0
"1136","Missouri","2020-02-08",0,0,0,0,NA,0
"1137","Missouri","2020-02-09",0,0,0,0,NA,0
"1138","Missouri","2020-02-10",0,0,0,0,NA,0
"1139","Missouri","2020-02-11",0,0,0,0,NA,0
"1140","Missouri","2020-02-12",0,0,0,0,NA,0
"1141","Missouri","2020-02-13",0,0,0,0,NA,0
"1142","Missouri","2020-02-14",0,0,0,0,NA,0
"1143","Missouri","2020-02-15",0,0,0,0,NA,0
"1144","Missouri","2020-02-16",0,0,0,0,NA,0
"1145","Missouri","2020-02-17",0,0,0,0,NA,0
"1146","Missouri","2020-02-18",0,0,0,0,NA,0
"1147","Missouri","2020-02-19",0,0,0,0,NA,0
"1148","Missouri","2020-02-20",0,0,0,0,NA,0
"1149","Missouri","2020-02-21",0,0,0,0,NA,0
"1150","Missouri","2020-02-22",0,0,0,0,NA,0
"1151","Missouri","2020-02-23",0,0,0,0,NA,0
"1152","Missouri","2020-02-24",0,0,0,0,NA,0
"1153","Missouri","2020-02-25",0,0,0,0,NA,0
"1154","Missouri","2020-02-26",0,0,0,0,NA,0
"1155","Missouri","2020-02-27",0,0,0,0,NA,0
"1156","Missouri","2020-02-28",0,0,0,0,NA,0
"1157","Missouri","2020-02-29",0,0,0,0,NA,0
"1158","Missouri","2020-03-01",0,0,0,0,NA,0
"1159","Missouri","2020-03-02",0,0,0,0,NA,0
"1160","Missouri","2020-03-03",0,0,0,0,NA,0
"1161","Missouri","2020-03-04",0,0,0,0,NA,0
"1162","Missouri","2020-03-05",0,0,0,0,NA,0
"1163","Missouri","2020-03-06",0,0,0,0,NA,0
"1164","Missouri","2020-03-07",0,0,0,0,NA,0
"1165","Missouri","2020-03-08",0,0,0,0,NA,0
"1166","Missouri","2020-03-09",0,0,0,0,NA,0
"1167","Missouri","2020-03-10",0,0,0,0,NA,0
"1168","Missouri","2020-03-11",0,0,0,0,NA,0
"1169","Missouri","2020-03-12",0,0,0,0,NA,0
"1170","Missouri","2020-03-13",0,0,0,0,NA,0
"1171","Missouri","2020-03-14",0,0,0,0,NA,0
"1172","Missouri","2020-03-15",0,0,0,0,NA,0
"1173","Missouri","2020-03-16",0,0,0,0,NA,0
"1174","Missouri","2020-03-17",0,0,0,0,NA,0
"1175","Missouri","2020-03-18",0,0,0,0,NA,0
"1176","Montana","2020-02-01",0,0,0,0,NA,0
"1177","Montana","2020-02-02",0,0,0,0,NA,0
"1178","Montana","2020-02-03",0,0,0,0,NA,0
"1179","Montana","2020-02-04",0,0,0,0,NA,0
"1180","Montana","2020-02-05",0,0,0,0,NA,0
"1181","Montana","2020-02-06",0,0,0,0,NA,0
"1182","Montana","2020-02-07",0,0,0,0,NA,0
"1183","Montana","2020-02-08",0,0,0,0,NA,0
"1184","Montana","2020-02-09",0,0,0,0,NA,0
"1185","Montana","2020-02-10",0,0,0,0,NA,0
"1186","Montana","2020-02-11",0,0,0,0,NA,0
"1187","Montana","2020-02-12",0,0,0,0,NA,0
"1188","Montana","2020-02-13",0,0,0,0,NA,0
"1189","Montana","2020-02-14",0,0,0,0,NA,0
"1190","Montana","2020-02-15",0,0,0,0,NA,0
"1191","Montana","2020-02-16",0,0,0,0,NA,0
"1192","Montana","2020-02-17",0,0,0,0,NA,0
"1193","Montana","2020-02-18",0,0,0,0,NA,0
"1194","Montana","2020-02-19",0,0,0,0,NA,0
"1195","Montana","2020-02-20",0,0,0,0,NA,0
"1196","Montana","2020-02-21",0,0,0,0,NA,0
"1197","Montana","2020-02-22",0,0,0,0,NA,0
"1198","Montana","2020-02-23",0,0,0,0,NA,0
"1199","Montana","2020-02-24",0,0,0,0,NA,0
"1200","Montana","2020-02-25",0,0,0,0,NA,0
"1201","Montana","2020-02-26",0,0,0,0,NA,0
"1202","Montana","2020-02-27",0,0,0,0,NA,0
"1203","Montana","2020-02-28",0,0,0,0,NA,0
"1204","Montana","2020-02-29",0,0,0,0,NA,0
"1205","Montana","2020-03-01",0,0,0,0,NA,0
"1206","Montana","2020-03-02",0,0,0,0,NA,0
"1207","Montana","2020-03-03",0,0,0,0,NA,0
"1208","Montana","2020-03-04",0,0,0,0,NA,0
"1209","Montana","2020-03-05",0,0,0,0,NA,0
"1210","Montana","2020-03-06",0,0,0,0,NA,0
"1211","Montana","2020-03-07",0,0,0,0,NA,0
"1212","Montana","2020-03-08",0,0,0,0,NA,0
"1213","Montana","2020-03-09",0,0,0,0,NA,0
"1214","Montana","2020-03-10",0,0,0,0,NA,0
"1215","Montana","2020-03-11",0,0,0,0,NA,0
"1216","Montana","2020-03-12",0,0,0,0,NA,0
"1217","Montana","2020-03-13",0,0,0,0,NA,0
"1218","Montana","2020-03-14",0,0,0,0,NA,0
"1219","Montana","2020-03-15",0,0,0,0,NA,0
"1220","Montana","2020-03-16",0,0,0,0,NA,0
"1221","Montana","2020-03-17",0,0,0,0,NA,0
"1222","Montana","2020-03-18",0,0,0,0,NA,0
"1223","Nebraska","2020-02-01",0,0,0,0,NA,0
"1224","Nebraska","2020-02-02",0,0,0,0,NA,0
"1225","Nebraska","2020-02-03",0,0,0,0,NA,0
"1226","Nebraska","2020-02-04",0,0,0,0,NA,0
"1227","Nebraska","2020-02-05",0,0,0,0,NA,0
"1228","Nebraska","2020-02-06",0,0,0,0,NA,0
"1229","Nebraska","2020-02-07",0,0,0,0,NA,0
"1230","Nebraska","2020-02-08",0,0,0,0,NA,0
"1231","Nebraska","2020-02-09",0,0,0,0,NA,0
"1232","Nebraska","2020-02-10",0,0,0,0,NA,0
"1233","Nebraska","2020-02-11",0,0,0,0,NA,0
"1234","Nebraska","2020-02-12",0,0,0,0,NA,0
"1235","Nebraska","2020-02-13",0,0,0,0,NA,0
"1236","Nebraska","2020-02-14",0,0,0,0,NA,0
"1237","Nebraska","2020-02-15",0,0,0,0,NA,0
"1238","Nebraska","2020-02-16",0,0,0,0,NA,0
"1239","Nebraska","2020-02-17",0,0,0,0,NA,0
"1240","Nebraska","2020-02-18",0,0,0,0,NA,0
"1241","Nebraska","2020-02-19",0,0,0,0,NA,0
"1242","Nebraska","2020-02-20",0,0,0,0,NA,0
"1243","Nebraska","2020-02-21",0,0,0,0,NA,0
"1244","Nebraska","2020-02-22",0,0,0,0,NA,0
"1245","Nebraska","2020-02-23",0,0,0,0,NA,0
"1246","Nebraska","2020-02-24",0,0,0,0,NA,0
"1247","Nebraska","2020-02-25",0,0,0,0,NA,0
"1248","Nebraska","2020-02-26",0,0,0,0,NA,0
"1249","Nebraska","2020-02-27",0,0,0,0,NA,0
"1250","Nebraska","2020-02-28",0,0,0,0,NA,0
"1251","Nebraska","2020-02-29",0,0,0,0,NA,0
"1252","Nebraska","2020-03-01",0,0,0,0,NA,0
"1253","Nebraska","2020-03-02",0,0,0,0,NA,0
"1254","Nebraska","2020-03-03",0,0,0,0,NA,0
"1255","Nebraska","2020-03-04",0,0,0,0,NA,0
"1256","Nebraska","2020-03-05",0,0,0,0,NA,0
"1257","Nebraska","2020-03-06",0,0,0,0,NA,0
"1258","Nebraska","2020-03-07",0,0,0,0,NA,0
"1259","Nebraska","2020-03-08",0,0,0,0,NA,0
"1260","Nebraska","2020-03-09",0,0,0,0,NA,0
"1261","Nebraska","2020-03-10",0,0,0,0,NA,0
"1262","Nebraska","2020-03-11",0,0,0,0,NA,0
"1263","Nebraska","2020-03-12",0,0,0,0,NA,0
"1264","Nebraska","2020-03-13",0,0,0,0,NA,0
"1265","Nebraska","2020-03-14",0,0,0,0,NA,0
"1266","Nebraska","2020-03-15",0,0,0,0,NA,0
"1267","Nebraska","2020-03-16",0,0,0,0,NA,0
"1268","Nebraska","2020-03-17",0,0,0,0,NA,0
"1269","Nebraska","2020-03-18",0,0,0,0,NA,0
"1270","Nevada","2020-02-01",0,0,0,0,NA,0
"1271","Nevada","2020-02-02",0,0,0,0,NA,0
"1272","Nevada","2020-02-03",0,0,0,0,NA,0
"1273","Nevada","2020-02-04",0,0,0,0,NA,0
"1274","Nevada","2020-02-05",0,0,0,0,NA,0
"1275","Nevada","2020-02-06",0,0,0,0,NA,0
"1276","Nevada","2020-02-07",0,0,0,0,NA,0
"1277","Nevada","2020-02-08",0,0,0,0,NA,0
"1278","Nevada","2020-02-09",0,0,0,0,NA,0
"1279","Nevada","2020-02-10",0,0,0,0,NA,0
"1280","Nevada","2020-02-11",0,0,0,0,NA,0
"1281","Nevada","2020-02-12",0,0,0,0,NA,0
"1282","Nevada","2020-02-13",0,0,0,0,NA,0
"1283","Nevada","2020-02-14",0,0,0,0,NA,0
"1284","Nevada","2020-02-15",0,0,0,0,NA,0
"1285","Nevada","2020-02-16",0,0,0,0,NA,0
"1286","Nevada","2020-02-17",0,0,0,0,NA,0
"1287","Nevada","2020-02-18",0,0,0,0,NA,0
"1288","Nevada","2020-02-19",0,0,0,0,NA,0
"1289","Nevada","2020-02-20",0,0,0,0,NA,0
"1290","Nevada","2020-02-21",0,0,0,0,NA,0
"1291","Nevada","2020-02-22",0,0,0,0,NA,0
"1292","Nevada","2020-02-23",0,0,0,0,NA,0
"1293","Nevada","2020-02-24",0,0,0,0,NA,0
"1294","Nevada","2020-02-25",0,0,0,0,NA,0
"1295","Nevada","2020-02-26",0,0,0,0,NA,0
"1296","Nevada","2020-02-27",0,0,0,0,NA,0
"1297","Nevada","2020-02-28",0,0,0,0,NA,0
"1298","Nevada","2020-02-29",0,0,0,0,NA,0
"1299","Nevada","2020-03-01",0,0,0,0,NA,0
"1300","Nevada","2020-03-02",0,0,0,0,NA,0
"1301","Nevada","2020-03-03",0,0,0,0,NA,0
"1302","Nevada","2020-03-04",0,0,0,0,NA,0
"1303","Nevada","2020-03-05",0,0,0,0,NA,0
"1304","Nevada","2020-03-06",0,0,0,0,NA,0
"1305","Nevada","2020-03-07",0,0,0,0,NA,0
"1306","Nevada","2020-03-08",0,0,0,0,NA,0
"1307","Nevada","2020-03-09",0,0,0,0,NA,0
"1308","Nevada","2020-03-10",0,0,0,0,NA,0
"1309","Nevada","2020-03-11",0,0,0,0,NA,0
"1310","Nevada","2020-03-12",0,0,0,0,NA,0
"1311","Nevada","2020-03-13",0,0,0,0,NA,0
"1312","Nevada","2020-03-14",0,0,0,0,NA,0
"1313","Nevada","2020-03-15",0,0,0,0,NA,0
"1314","Nevada","2020-03-16",0,0,0,0,NA,0
"1315","Nevada","2020-03-17",0,0,0,0,NA,0
"1316","Nevada","2020-03-18",0,0,0,0,NA,0
"1317","New Hampshire","2020-02-01",0,0,0,0,NA,0
"1318","New Hampshire","2020-02-02",0,0,0,0,NA,0
"1319","New Hampshire","2020-02-03",0,0,0,0,NA,0
"1320","New Hampshire","2020-02-04",0,0,0,0,NA,0
"1321","New Hampshire","2020-02-05",0,0,0,0,NA,0
"1322","New Hampshire","2020-02-06",0,0,0,0,NA,0
"1323","New Hampshire","2020-02-07",0,0,0,0,NA,0
"1324","New Hampshire","2020-02-08",0,0,0,0,NA,0
"1325","New Hampshire","2020-02-09",0,0,0,0,NA,0
"1326","New Hampshire","2020-02-10",0,0,0,0,NA,0
"1327","New Hampshire","2020-02-11",0,0,0,0,NA,0
"1328","New Hampshire","2020-02-12",0,0,0,0,NA,0
"1329","New Hampshire","2020-02-13",0,0,0,0,NA,0
"1330","New Hampshire","2020-02-14",0,0,0,0,NA,0
"1331","New Hampshire","2020-02-15",0,0,0,0,NA,0
"1332","New Hampshire","2020-02-16",0,0,0,0,NA,0
"1333","New Hampshire","2020-02-17",0,0,0,0,NA,0
"1334","New Hampshire","2020-02-18",0,0,0,0,NA,0
"1335","New Hampshire","2020-02-19",0,0,0,0,NA,0
"1336","New Hampshire","2020-02-20",0,0,0,0,NA,0
"1337","New Hampshire","2020-02-21",0,0,0,0,NA,0
"1338","New Hampshire","2020-02-22",0,0,0,0,NA,0
"1339","New Hampshire","2020-02-23",0,0,0,0,NA,0
"1340","New Hampshire","2020-02-24",0,0,0,0,NA,0
"1341","New Hampshire","2020-02-25",0,0,0,0,NA,0
"1342","New Hampshire","2020-02-26",0,0,0,0,NA,0
"1343","New Hampshire","2020-02-27",0,0,0,0,NA,0
"1344","New Hampshire","2020-02-28",0,0,0,0,NA,0
"1345","New Hampshire","2020-02-29",0,0,0,0,NA,0
"1346","New Hampshire","2020-03-01",0,0,0,0,NA,0
"1347","New Hampshire","2020-03-02",0,0,0,0,NA,0
"1348","New Hampshire","2020-03-03",0,0,0,0,NA,0
"1349","New Hampshire","2020-03-04",0,0,0,0,NA,0
"1350","New Hampshire","2020-03-05",0,0,0,0,NA,0
"1351","New Hampshire","2020-03-06",0,0,0,0,NA,0
"1352","New Hampshire","2020-03-07",0,0,0,0,NA,0
"1353","New Hampshire","2020-03-08",0,0,0,0,NA,0
"1354","New Hampshire","2020-03-09",0,0,0,0,NA,0
"1355","New Hampshire","2020-03-10",0,0,0,0,NA,0
"1356","New Hampshire","2020-03-11",0,0,0,0,NA,0
"1357","New Hampshire","2020-03-12",0,0,0,0,NA,0
"1358","New Hampshire","2020-03-13",0,0,0,0,NA,0
"1359","New Hampshire","2020-03-14",0,0,0,0,NA,0
"1360","New Hampshire","2020-03-15",0,0,0,0,NA,0
"1361","New Hampshire","2020-03-16",0,0,0,0,NA,0
"1362","New Hampshire","2020-03-17",0,0,0,0,NA,0
"1363","New Hampshire","2020-03-18",0,0,0,0,NA,0
"1364","New Jersey","2020-02-01",0,0,0,0,NA,0
"1365","New Jersey","2020-02-02",0,0,0,0,NA,0
"1366","New Jersey","2020-02-03",0,0,0,0,NA,0
"1367","New Jersey","2020-02-04",0,0,0,0,NA,0
"1368","New Jersey","2020-02-05",0,0,0,0,NA,0
"1369","New Jersey","2020-02-06",0,0,0,0,NA,0
"1370","New Jersey","2020-02-07",0,0,0,0,NA,0
"1371","New Jersey","2020-02-08",0,0,0,0,NA,0
"1372","New Jersey","2020-02-09",0,0,0,0,NA,0
"1373","New Jersey","2020-02-10",0,0,0,0,NA,0
"1374","New Jersey","2020-02-11",0,0,0,0,NA,0
"1375","New Jersey","2020-02-12",0,0,0,0,NA,0
"1376","New Jersey","2020-02-13",0,0,0,0,NA,0
"1377","New Jersey","2020-02-14",0,0,0,0,NA,0
"1378","New Jersey","2020-02-15",0,0,0,0,NA,0
"1379","New Jersey","2020-02-16",0,0,0,0,NA,0
"1380","New Jersey","2020-02-17",0,0,0,0,NA,0
"1381","New Jersey","2020-02-18",0,0,0,0,NA,0
"1382","New Jersey","2020-02-19",0,0,0,0,NA,0
"1383","New Jersey","2020-02-20",0,0,0,0,NA,0
"1384","New Jersey","2020-02-21",0,0,0,0,NA,0
"1385","New Jersey","2020-02-22",0,0,0,0,NA,0
"1386","New Jersey","2020-02-23",0,0,0,0,NA,0
"1387","New Jersey","2020-02-24",0,0,0,0,NA,0
"1388","New Jersey","2020-02-25",0,0,0,0,NA,0
"1389","New Jersey","2020-02-26",0,0,0,0,NA,0
"1390","New Jersey","2020-02-27",0,0,0,0,NA,0
"1391","New Jersey","2020-02-28",0,0,0,0,NA,0
"1392","New Jersey","2020-02-29",0,0,0,0,NA,0
"1393","New Jersey","2020-03-01",0,0,0,0,NA,0
"1394","New Jersey","2020-03-02",0,0,0,0,NA,0
"1395","New Jersey","2020-03-03",0,0,0,0,NA,0
"1396","New Jersey","2020-03-04",0,0,0,0,NA,0
"1397","New Jersey","2020-03-05",0,0,0,0,NA,0
"1398","New Jersey","2020-03-06",0,0,0,0,NA,0
"1399","New Jersey","2020-03-07",0,0,0,0,NA,0
"1400","New Jersey","2020-03-08",0,0,0,0,NA,0
"1401","New Jersey","2020-03-09",0,0,0,0,NA,0
"1402","New Jersey","2020-03-10",0,0,0,0,NA,0
"1403","New Jersey","2020-03-11",0,0,0,0,NA,0
"1404","New Jersey","2020-03-12",0,0,0,0,NA,0
"1405","New Jersey","2020-03-13",0,0,0,0,NA,0
"1406","New Jersey","2020-03-14",0,0,0,0,NA,0
"1407","New Jersey","2020-03-15",0,0,0,0,NA,0
"1408","New Jersey","2020-03-16",0,0,0,0,NA,0
"1409","New Jersey","2020-03-17",0,0,0,0,NA,0
"1410","New Jersey","2020-03-18",0,0,0,0,NA,0
"1411","New Mexico","2020-02-01",0,0,0,0,NA,0
"1412","New Mexico","2020-02-02",0,0,0,0,NA,0
"1413","New Mexico","2020-02-03",0,0,0,0,NA,0
"1414","New Mexico","2020-02-04",0,0,0,0,NA,0
"1415","New Mexico","2020-02-05",0,0,0,0,NA,0
"1416","New Mexico","2020-02-06",0,0,0,0,NA,0
"1417","New Mexico","2020-02-07",0,0,0,0,NA,0
