county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,886,23,82,4773.45
Atkinson,406,3,49,4873.95
Bacon,517,9,38,4533.5
Baker,72,3,16,2310.65
Baldwin,1679,50,128,3779.15
Banks,377,6,50,1886.7
Barrow,1734,37,212,2007.34
Bartow,2431,70,242,2194.62
Ben Hill,619,13,63,3718.83
Berrien,380,6,19,1971.36
Bibb,5404,121,741,3551.76
Bleckley,352,17,23,2741.86
Brantley,308,8,24,1604
Brooks,478,22,50,3039.36
Bryan,857,9,69,2189.74
Bulloch,2003,21,113,2520.54
Burke,654,8,72,2927.22
Butts,566,40,47,2248.35
Calhoun,227,7,45,3593.48
Camden,1019,7,36,1889.7
Candler,353,14,18,3257.36
Carroll,2320,61,146,1931.42
Catoosa,860,17,62,1250.53
Charlton,561,6,19,4233.64
Chatham,7065,121,654,2418.06
Chattahoochee,1152,2,11,10717.28
Chattooga,558,6,32,2253.09
Cherokee,4856,78,419,1821.34
Clarke,2916,26,169,2246.9
Clay,111,2,8,3887.92
Clayton,6478,138,605,2125.06
Clinch,288,4,24,4326.92
Cobb,16966,391,1589,2146
Coffee,1793,37,253,4165.7
Colquitt,1758,26,137,3872.84
Columbia,3142,44,154,1980.7
Cook,510,11,51,2924.82
Coweta,2249,26,108,1479.6
Crawford,151,3,23,1234.87
Crisp,466,15,63,2090.72
Dade,196,3,14,1212.72
Dawson,670,7,70,2479.55
DeKalb,16555,300,1843,2087.24
Decatur,990,21,76,3761.11
Dodge,325,7,26,1594.31
Dooly,286,14,47,2134.33
Dougherty,2985,179,604,3320.17
Douglas,3167,64,368,2084.84
Early,414,32,32,4080.43
Echols,235,2,9,5920.89
Effingham,1068,16,74,1668.07
Elbert,471,1,28,2486.14
Emanuel,758,22,61,3344.51
Evans,365,5,28,3415.36
Fannin,446,8,38,1694.53
Fayette,1573,38,81,1338.22
Floyd,2277,32,181,2278.91
Forsyth,3091,33,266,1224.12
Franklin,554,11,43,2374.73
Fulton,24891,518,2141,2264.5
Gilmer,750,7,71,2387.24
Glascock,33,2,4,1090.91
Glynn,3041,70,224,3534.12
Gordon,1527,29,100,2630.54
Grady,667,12,83,2718.01
Greene,435,16,47,2324.09
Gwinnett,24252,336,2434,2497.26
Habersham,1341,63,183,2927.95
Hall,7714,125,836,3738.33
Hancock,359,39,58,4381.79
Haralson,332,7,22,1080.66
Harris,725,21,78,2088.61
Hart,412,10,56,1578.12
Heard,171,5,11,1382.38
Henry,4417,78,174,1841.44
Houston,2629,67,331,1674.11
Irwin,221,4,28,2342.84
Jackson,1497,25,129,2004.02
Jasper,195,3,16,1373.34
Jeff Davis,641,11,35,4231.58
Jefferson,661,16,63,4316.59
Jenkins,314,25,54,3661.38
Johnson,336,13,47,3477.9
Jones,452,5,39,1580.92
Lamar,323,16,34,1669.51
Lanier,247,5,14,2386.24
Laurens,1342,47,112,2837.45
Lee,663,24,95,2212.14
Liberty,930,17,100,1502.33
Lincoln,196,7,24,2412.31
Long,183,3,12,918.91
Lowndes,3492,66,177,2962.38
Lumpkin,701,12,76,2073.84
Macon,204,10,44,1570.68
Madison,535,8,50,1772.87
Marion,170,6,16,2049.92
McDuffie,517,13,62,2393.85
McIntosh,248,5,20,1702.48
Meriwether,484,9,63,2302.57
Miller,212,0,9,3678
Mitchell,710,44,135,3219.08
Monroe,594,41,75,2142.32
Montgomery,217,3,17,2352.56
Morgan,415,2,26,2168.46
Murray,713,3,43,1770.94
Muscogee,5466,134,579,2852.43
Newton,2306,61,232,2052.44
Non-GA Resident/Unknown State,16233,127,561,0
Oconee,552,20,53,1322.57
Oglethorpe,281,9,42,1843.83
Paulding,2269,34,135,1315.04
Peach,567,16,88,2071.23
Pickens,521,6,51,1553.83
Pierce,519,12,60,2655.41
Pike,277,8,24,1468.72
Polk,1216,15,79,2796.56
Pulaski,223,7,25,2047.19
Putnam,611,20,63,2791.87
Quitman,31,1,6,1351.35
Rabun,278,5,37,1636.64
Randolph,312,27,50,4619.48
Richmond,6040,126,489,2986.55
Rockdale,1651,32,187,1738.63
Schley,94,2,13,1781.99
Screven,293,9,34,2107.91
Seminole,285,8,23,3501.23
Spalding,1172,50,152,1695.85
Stephens,845,27,89,3209.51
Stewart,355,11,86,5792.14
Sumter,856,59,186,2911.66
Talbot,154,5,22,2500.81
Taliaferro,19,0,1,1164.22
Tattnall,676,7,50,2660.27
Taylor,157,7,25,1972.86
Telfair,348,13,31,2224.5
Terrell,319,31,73,3767.57
Thomas,1407,49,155,3166.71
Tift,1501,49,188,3676.22
Toombs,1072,18,81,3972.87
Towns,209,6,24,1736.75
Treutlen,208,4,23,3045.83
Troup,2589,84,285,3676.83
Turner,277,20,44,3429.92
Twiggs,166,7,36,2052.93
Union,480,10,60,1894.61
Unknown,2470,4,60,0
Upson,661,55,67,2515.51
Walker,1025,22,51,1472.49
Walton,1466,47,149,1530.05
Ware,1340,44,154,3737.48
Warren,117,5,22,2245.68
Washington,614,4,41,3024.33
Wayne,957,25,81,3192.77
Webster,38,2,9,1490.2
Wheeler,149,5,15,1883.93
White,517,13,78,1627.94
Whitfield,3989,51,212,3810.95
Wilcox,222,20,45,2525.6
Wilkes,225,3,25,2246.85
Wilkinson,291,17,50,3262.7
Worth,498,28,82,2472.45
