"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2146","13"
"Hispanic/Latino","American Indian/Alaska Native","108","0"
"Hispanic/Latino","Asian","213","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","156","0"
"Hispanic/Latino","Other","25750","236"
"Hispanic/Latino","Unknown","12142","6"
"Hispanic/Latino","White","34584","421"
"Non-Hispanic/Latino","African-American/Black","158651","4147"
"Non-Hispanic/Latino","American Indian/Alaska Native","309","9"
"Non-Hispanic/Latino","Asian","11517","205"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","488","6"
"Non-Hispanic/Latino","Other","8160","38"
"Non-Hispanic/Latino","Unknown","7356","49"
"Non-Hispanic/Latino","White","232623","6527"
"Unknown","African-American/Black","23327","33"
"Unknown","American Indian/Alaska Native","129","0"
"Unknown","Asian","2926","1"
"Unknown","Native Hawaiian/Pacific Islander","153","0"
"Unknown","Other","21084","22"
"Unknown","Unknown","136497","45"
"Unknown","White","36003","40"
