"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","379776","5540","24495"
"Male","Georgia","323439","6240","23570"
"Unknown","Georgia","11107","18","205"
"Female","Appling","895","18","68"
"Male","Appling","736","29","71"
"Unknown","Appling","12","0","0"
"Female","Atkinson","390","5","53"
"Male","Atkinson","337","7","49"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","501","11","29"
"Male","Bacon","444","13","39"
"Unknown","Bacon","8","0","1"
"Female","Baker","77","2","12"
"Male","Baker","70","4","18"
"Female","Baldwin","1838","21","109"
"Male","Baldwin","1470","64","140"
"Unknown","Baldwin","23","0","1"
"Female","Banks","764","15","88"
"Male","Banks","624","10","68"
"Unknown","Banks","15","0","0"
"Female","Barrow","3681","49","245"
"Male","Barrow","3077","38","220"
"Unknown","Barrow","36","0","1"
"Female","Bartow","4456","65","264"
"Male","Bartow","3896","80","287"
"Unknown","Bartow","98","0","1"
"Female","Ben Hill","816","19","74"
"Male","Ben Hill","575","27","61"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","510","12","31"
"Male","Berrien","406","12","25"
"Unknown","Berrien","7","0","0"
"Female","Bibb","6443","150","728"
"Male","Bibb","4754","131","625"
"Unknown","Bibb","152","0","2"
"Female","Bleckley","429","18","23"
"Male","Bleckley","299","14","21"
"Unknown","Bleckley","7","0","0"
"Female","Brantley","418","10","33"
"Male","Brantley","341","12","26"
"Unknown","Brantley","5","0","0"
"Female","Brooks","478","8","42"
"Male","Brooks","353","24","36"
"Unknown","Brooks","18","0","0"
"Female","Bryan","1115","11","61"
"Male","Bryan","945","11","77"
"Unknown","Bryan","20","0","0"
"Female","Bulloch","2455","26","99"
"Male","Bulloch","1876","17","77"
"Unknown","Bulloch","57","0","0"
"Female","Burke","810","12","64"
"Male","Burke","649","11","62"
"Unknown","Burke","8","0","1"
"Female","Butts","822","24","39"
"Male","Butts","789","29","56"
"Unknown","Butts","83","1","3"
"Female","Calhoun","214","8","32"
"Male","Calhoun","199","4","32"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1401","9","59"
"Male","Camden","1268","12","46"
"Unknown","Camden","21","0","0"
"Female","Candler","376","11","27"
"Male","Candler","314","17","25"
"Unknown","Candler","2","0","0"
"Female","Carroll","3263","50","129"
"Male","Carroll","2874","56","138"
"Unknown","Carroll","36","0","1"
"Female","Catoosa","2327","26","99"
"Male","Catoosa","1846","19","77"
"Unknown","Catoosa","74","0","0"
"Female","Charlton","394","7","26"
"Male","Charlton","550","8","23"
"Unknown","Charlton","7","0","0"
"Female","Chatham","8563","126","625"
"Male","Chatham","6916","147","594"
"Unknown","Chatham","165","0","3"
"Female","Chattahoochee","193","1","7"
"Male","Chattahoochee","2002","0","13"
"Unknown","Chattahoochee","7","0","0"
"Female","Chattooga","1020","22","52"
"Male","Chattooga","864","29","76"
"Unknown","Chattooga","11","0","0"
"Female","Cherokee","8939","87","457"
"Male","Cherokee","7834","95","520"
"Unknown","Cherokee","193","0","3"
"Female","Clarke","5940","32","184"
"Male","Clarke","4618","49","181"
"Unknown","Clarke","50","0","2"
"Female","Clay","93","1","3"
"Male","Clay","68","2","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","9467","134","575"
"Male","Clayton","7219","131","478"
"Unknown","Clayton","131","0","1"
"Female","Clinch","325","2","26"
"Male","Clinch","305","14","30"
"Unknown","Clinch","5","0","0"
"Female","Cobb","25456","308","1271"
"Male","Cobb","22147","346","1267"
"Unknown","Cobb","363","0","6"
"Female","Coffee","2085","51","315"
"Male","Coffee","1752","48","246"
"Unknown","Coffee","24","0","0"
