"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2787","US-13001","13","1","18561","239","95","15015.35","511.83","118.53","22","724","10","15"
"Atkinson","1179","US-13003","13","3","8330","176","32","14153.66","384.15","96.04","8","394","5","17"
"Bacon","1938","US-13005","13","5","11404","152","50","16994.04","438.44","631.36","72","678","12","13"
"Baker","242","US-13007","13","7","3116","44","13","7766.37","417.2","32.09","1","127","1","3"
"Baldwin","5270","US-13009","13","9","44428","391","167","11861.89","375.89","67.52","30","1424","24","16"
"Banks","2417","US-13011","13","11","19982","279","59","12095.89","295.27","150.14","30","327","4","4"
"Barrow","13082","US-13013","13","13","86383","864","192","15144.18","222.27","141.23","122","1706","7","5"
"Bartow","15482","US-13015","13","15","110771","1017","308","13976.58","278.05","121.87","135","5030","39","69"
"Ben Hill","1862","US-13017","13","17","16645","180","68","11186.54","408.53","30.04","5","1364","33","60"
"Berrien","1537","US-13019","13","19","19276","91","48","7973.65","249.01","36.31","7","1950","20","32"
"Bibb","20269","US-13021","13","21","152150","2321","576","13321.72","378.57","55.21","84","5358","61","63"
"Bleckley","1096","US-13023","13","23","12838","63","39","8537.16","303.79","15.58","2","1211","39","61"
"Brantley","1890","US-13025","13","25","19202","158","75","9842.72","390.58","26.04","5","1236","12","31"
"Brooks","1391","US-13027","13","27","15727","130","54","8844.66","343.36","19.08","3","1029","17","24"
"Bryan","4624","US-13029","13","29","39137","320","64","11814.91","163.53","58.77","23","1664","7","13"
"Bulloch","7920","US-13031","13","31","79467","299","98","9966.4","123.32","31.46","25","3251","106","177"
"Burke","2301","US-13033","13","33","22342","193","48","10298.99","214.84","53.71","12","1440","36","27"
"Butts","3366","US-13035","13","35","25174","192","109","13370.94","432.99","83.42","21","1319","10","15"
"Calhoun","619","US-13037","13","37","6317","90","21","9798.96","332.44","126.64","8","225","0","2"
"Camden","6010","US-13039","13","39","53924","221","79","11145.32","146.5","126.1","68","1949","17","35"
"Candler","1108","US-13043","13","43","10837","82","49","10224.23","452.15","9.23","1","451","38","36"
"Carroll","10024","US-13045","13","45","120119","387","156","8345.06","129.87","65.77","79","6390","155","256"
"Catoosa","8429","US-13047","13","47","68771","299","92","12256.62","133.78","141.05","97","1167","20","29"
"Charlton","1738","US-13049","13","49","13251","104","42","13115.99","316.96","75.47","10","525","13","18"
"Chatham","33155","US-13051","13","51","292176","2645","650","11347.61","222.47","87.62","256","5539","48","56"
"Chattahoochee","5175","US-13053","13","53","10749","40","14","48144.01","130.24","679.13","73","756","5","4"
"Chattooga","3682","US-13055","13","55","24766","249","88","14867.16","355.33","125.17","31","893","16","20"
"Cherokee","31628","US-13057","13","57","266617","1952","433","11862.71","162.41","294.05","784","12335","27","39"
"Clarke","17455","US-13059","13","59","129779","779","173","13449.79","133.3","114.81","149","2674","8","4"
"Clay","232","US-13061","13","61","2855","12","4","8126.09","140.11","35.03","1","80","0","4"
"Clayton","35174","US-13063","13","63","304838","2148","701","11538.59","229.96","95.46","291","4330","41","16"
"Clinch","1005","US-13065","13","65","6656","84","33","15099.16","495.79","45.07","3","486","2","10"
"Cobb","85056","US-13067","13","67","790588","4119","1289","10758.57","163.04","117.38","928","24685","110","238"
"Coffee","6315","US-13069","13","69","43042","901","184","14671.72","427.49","118.49","51","1564","46","94"
"Colquitt","5524","US-13071","13","71","45393","335","130","12169.28","286.39","116.76","53","1978","59","30"
"Columbia","14713","US-13073","13","73","158631","665","245","9274.98","154.45","58","92","10236","55","88"
"Cook","1672","US-13075","13","75","17437","128","52","9588.81","298.22","34.41","6","1938","10","22"
"Coweta","12767","US-13077","13","77","152001","814","336","8399.29","221.05","91.45","139","8133","35","35"
"Crawford","832","US-13079","13","79","12228","102","37","6804.06","302.58","16.36","2","301","6","4"
"Crisp","1853","US-13081","13","81","22289","184","64","8313.52","287.14","17.95","4","1286","47","80"
"Dade","1820","US-13083","13","83","16162","68","17","11260.98","105.19","167.06","27","341","4","4"
"Dawson","4166","US-13085","13","85","27021","333","71","15417.64","262.76","107.32","29","490","2","3"
"DeKalb","80210","US-13089","13","89","793154","6317","1214","10112.79","153.06","95.44","757","11726","123","56"
"Decatur","3468","US-13087","13","87","26322","223","77","13175.29","292.53","49.39","13","1295","23","63"
