"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3585","US-13001","13","1","18561","280","114","19314.69","614.19","118.53","22","1267","17","23"
"Atkinson","1611","US-13003","13","3","8330","228","41","19339.74","492.2","120.05","10","606","10","24"
"Bacon","2666","US-13005","13","5","11404","226","66","23377.76","578.74","105.23","12","1127","12","17"
"Baker","323","US-13007","13","7","3116","46","14","10365.85","449.29","128.37","4","231","1","3"
"Baldwin","7515","US-13009","13","9","44428","446","200","16915.01","450.17","155.31","69","2268","41","21"
"Banks","3513","US-13011","13","11","19982","355","88","17580.82","440.4","155.14","31","528","9","6"
"Barrow","20194","US-13013","13","13","86383","1034","248","23377.28","287.09","252.36","218","2433","12","7"
"Bartow","22200","US-13015","13","15","110771","1267","392","20041.35","353.88","167.01","185","8018","59","118"
"Ben Hill","2184","US-13017","13","17","16645","191","75","13121.06","450.59","48.06","8","2188","48","75"
"Berrien","2064","US-13019","13","19","19276","112","59","10707.62","306.08","67.44","13","2974","25","42"
"Bibb","29859","US-13021","13","21","152150","2810","705","19624.71","463.36","252.38","384","9472","92","84"
"Bleckley","1504","US-13023","13","23","12838","77","45","11715.22","350.52","101.26","13","1931","55","75"
"Brantley","2530","US-13025","13","25","19202","185","91","13175.71","473.91","104.16","20","1717","20","39"
"Brooks","1939","US-13027","13","27","15727","161","67","12329.12","426.02","89.02","14","1549","20","25"
"Bryan","7239","US-13029","13","29","39137","426","77","18496.56","196.74","212.08","83","2362","16","19"
"Bulloch","10731","US-13031","13","31","79467","385","111","13503.72","139.68","120.8","96","5060","154","234"
"Burke","3026","US-13033","13","33","22342","246","68","13544","304.36","80.57","18","2398","45","34"
"Butts","4939","US-13035","13","35","25174","290","147","19619.45","583.94","238.34","60","1823","14","16"
"Calhoun","1002","US-13037","13","37","6317","105","23","15861.96","364.1","158.3","10","366","1","3"
