"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","10760","50"
"Hispanic/Latino","American Indian/Alaska Native","605","2"
"Hispanic/Latino","Asian","1296","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","726","4"
"Hispanic/Latino","Other","68116","513"
"Hispanic/Latino","Unknown","36016","9"
"Hispanic/Latino","White","98719","980"
"Non-Hispanic/Latino","African-American/Black","576855","10575"
"Non-Hispanic/Latino","American Indian/Alaska Native","1152","29"
"Non-Hispanic/Latino","Asian","53423","546"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1586","17"
"Non-Hispanic/Latino","Other","37355","91"
"Non-Hispanic/Latino","Unknown","15246","6"
"Non-Hispanic/Latino","White","790669","19124"
"Unknown","African-American/Black","32366","5"
"Unknown","American Indian/Alaska Native","404","0"
"Unknown","Asian","7054","2"
"Unknown","Native Hawaiian/Pacific Islander","384","0"
"Unknown","Other","33223","7"
"Unknown","Unknown","242203","88"
"Unknown","White","42959","19"
