"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","47156","7","691"
"05-09 years","Georgia","79018","5","485"
"10-17 years","Georgia","191413","20","1690"
"18-29 years","Georgia","437068","272","8524"
"30-39 years","Georgia","346024","711","10397"
"40-49 years","Georgia","310904","1552","13716"
"50-59 years","Georgia","279095","3770","20036"
"60-69 years","Georgia","185489","6796","22986"
"70-79 years","Georgia","102862","8786","21117"
"80 & Older years","Georgia","53467","10148","15652"
"<1 years","Georgia","15863","5","731"
"Unknown years","Georgia","2758","0","365"
"01-04 years","Appling","76","0","0"
"05-09 years","Appling","123","0","0"
"10-17 years","Appling","418","1","3"
"18-29 years","Appling","643","1","8"
"30-39 years","Appling","503","4","10"
"40-49 years","Appling","490","10","32"
"50-59 years","Appling","488","12","49"
"60-69 years","Appling","406","24","74"
"70-79 years","Appling","281","28","59"
"80 & Older years","Appling","139","34","45"
"<1 years","Appling","18","0","0"
"01-04 years","Atkinson","41","1","3"
"05-09 years","Atkinson","73","0","1"
"10-17 years","Atkinson","191","0","2"
"18-29 years","Atkinson","323","0","16"
"30-39 years","Atkinson","239","0","16"
"40-49 years","Atkinson","241","4","38"
"50-59 years","Atkinson","224","5","42"
"60-69 years","Atkinson","148","9","49"
"70-79 years","Atkinson","81","10","35"
"80 & Older years","Atkinson","37","12","25"
"<1 years","Atkinson","13","0","1"
"01-04 years","Bacon","55","0","1"
"05-09 years","Bacon","81","0","1"
"10-17 years","Bacon","240","0","1"
"18-29 years","Bacon","660","0","13"
"30-39 years","Bacon","391","1","13"
"40-49 years","Bacon","394","5","26"
"50-59 years","Bacon","309","5","32"
"60-69 years","Bacon","257","21","58"
"70-79 years","Bacon","172","18","50"
"80 & Older years","Bacon","87","16","31"
"<1 years","Bacon","19","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","12","0","0"
"05-09 years","Baker","21","0","0"
"10-17 years","Baker","22","0","0"
"18-29 years","Baker","60","0","0"
"30-39 years","Baker","38","0","4"
"40-49 years","Baker","36","3","3"
"50-59 years","Baker","41","0","5"
"60-69 years","Baker","46","3","17"
"70-79 years","Baker","26","3","11"
"80 & Older years","Baker","18","5","6"
"<1 years","Baker","3","0","0"
"01-04 years","Baldwin","124","0","2"
"05-09 years","Baldwin","253","0","0"
"10-17 years","Baldwin","574","1","5"
"18-29 years","Baldwin","2071","0","23"
"30-39 years","Baldwin","1060","2","21"
"40-49 years","Baldwin","995","7","47"
"50-59 years","Baldwin","956","24","83"
"60-69 years","Baldwin","743","44","102"
"70-79 years","Baldwin","449","52","79"
"80 & Older years","Baldwin","247","70","80"
"<1 years","Baldwin","42","0","4"
"Unknown years","Baldwin","1","0","0"
"01-04 years","Banks","54","0","2"
"05-09 years","Banks","95","0","1"
"10-17 years","Banks","256","0","5"
"18-29 years","Banks","682","1","24"
"30-39 years","Banks","514","0","23"
"40-49 years","Banks","508","8","33"
"50-59 years","Banks","523","10","49"
"60-69 years","Banks","415","17","81"
"70-79 years","Banks","297","30","91"
"80 & Older years","Banks","132","22","43"
"<1 years","Banks","30","0","2"
"Unknown years","Banks","7","0","1"
"01-04 years","Barrow","413","0","2"
"05-09 years","Barrow","722","0","3"
"10-17 years","Barrow","1975","1","17"
"18-29 years","Barrow","3928","2","75"
"30-39 years","Barrow","3517","3","97"
"40-49 years","Barrow","3309","13","123"
"50-59 years","Barrow","2816","25","186"
"60-69 years","Barrow","1826","60","211"
"70-79 years","Barrow","1042","67","160"
"80 & Older years","Barrow","458","77","147"
"<1 years","Barrow","181","0","11"
"Unknown years","Barrow","7","0","2"
"01-04 years","Bartow","473","0","15"
"05-09 years","Bartow","700","0","4"
"10-17 years","Bartow","2050","0","19"
"18-29 years","Bartow","4242","0","46"
"30-39 years","Bartow","3497","6","80"
"40-49 years","Bartow","3330","12","136"
"50-59 years","Bartow","3456","37","241"
"60-69 years","Bartow","2216","98","262"
"70-79 years","Bartow","1362","127","277"
"80 & Older years","Bartow","654","112","178"
"<1 years","Bartow","206","0","7"
"Unknown years","Bartow","14","0","2"
"01-04 years","Ben Hill","45","0","1"
"05-09 years","Ben Hill","41","0","0"
"10-17 years","Ben Hill","179","0","0"
"18-29 years","Ben Hill","432","0","5"
"30-39 years","Ben Hill","342","3","12"
"40-49 years","Ben Hill","303","2","18"
"50-59 years","Ben Hill","309","8","35"
"60-69 years","Ben Hill","265","17","38"
"70-79 years","Ben Hill","172","25","58"
"80 & Older years","Ben Hill","79","20","22"
"<1 years","Ben Hill","17","0","2"
"01-04 years","Berrien","60","0","1"
"05-09 years","Berrien","74","0","0"
"10-17 years","Berrien","196","0","1"
"18-29 years","Berrien","392","0","0"
"30-39 years","Berrien","331","0","5"
"40-49 years","Berrien","255","1","8"
"50-59 years","Berrien","285","6","25"
"60-69 years","Berrien","220","11","30"
"70-79 years","Berrien","154","24","26"
"80 & Older years","Berrien","78","17","16"
"<1 years","Berrien","19","0","0"
"01-04 years","Bibb","524","0","9"
"05-09 years","Bibb","940","0","4"
"10-17 years","Bibb","2271","0","15"
"18-29 years","Bibb","6717","4","157"
"30-39 years","Bibb","5057","11","215"
"40-49 years","Bibb","4524","32","341"
"50-59 years","Bibb","4040","73","484"
"60-69 years","Bibb","3027","165","635"
"70-79 years","Bibb","1681","198","523"
"80 & Older years","Bibb","918","222","417"
"<1 years","Bibb","153","0","9"
"Unknown years","Bibb","7","0","1"
