"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1047973","14377","56598"
"Male","Georgia","872425","16662","53502"
"Unknown","Georgia","15142","12","374"
"Female","Appling","1918","54","137"
"Male","Appling","1602","56","131"
"Female","Atkinson","855","17","106"
"Male","Atkinson","689","22","106"
"Female","Bacon","1139","23","96"
"Male","Bacon","1272","36","97"
"Female","Baker","170","5","23"
"Male","Baker","141","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","4090","68","189"
"Male","Baldwin","3188","129","248"
"Unknown","Baldwin","26","0","0"
"Female","Banks","1825","37","182"
"Male","Banks","1520","41","152"
"Unknown","Banks","17","0","2"
"Female","Barrow","10565","114","532"
"Male","Barrow","8834","127","456"
"Unknown","Barrow","70","0","1"
"Female","Bartow","11583","174","605"
"Male","Bartow","9898","210","616"
"Unknown","Bartow","108","0","0"
"Female","Ben Hill","1238","32","101"
"Male","Ben Hill","922","42","88"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1112","32","60"
"Male","Berrien","904","26","50"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16372","339","1488"
"Male","Bibb","12138","345","1273"
"Unknown","Bibb","309","1","9"
"Female","Bleckley","842","24","41"
"Male","Bleckley","607","19","34"
"Unknown","Bleckley","10","0","0"
"Female","Brantley","1330","38","94"
"Male","Brantley","1118","51","88"
"Female","Brooks","1056","25","84"
"Male","Brooks","828","39","72"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3587","30","188"
"Male","Bryan","3286","45","215"
"Unknown","Bryan","11","0","0"
"Female","Bulloch","5914","59","201"
"Male","Bulloch","4620","49","172"
"Female","Burke","1636","29","116"
"Male","Burke","1318","33","121"
"Unknown","Burke","12","0","1"
"Female","Butts","2327","60","120"
"Male","Butts","2352","78","146"
"Unknown","Butts","36","0","0"
"Female","Calhoun","404","14","45"
"Male","Calhoun","567","7","56"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4720","47","133"
"Male","Camden","3966","53","119"
"Unknown","Camden","55","0","0"
"Female","Candler","741","19","57"
"Male","Candler","613","35","44"
"Female","Carroll","7714","86","210"
"Male","Carroll","6633","96","230"
"Unknown","Carroll","61","0","7"
"Female","Catoosa","6619","68","197"
"Male","Catoosa","5762","58","191"
"Unknown","Catoosa","116","0","5"
"Female","Charlton","887","19","62"
"Male","Charlton","1340","29","58"
"Unknown","Charlton","1","0","0"
"Female","Chatham","29384","361","1684"
"Male","Chatham","24118","436","1570"
"Unknown","Chatham","130","0","5"
"Female","Chattahoochee","668","3","22"
"Male","Chattahoochee","5634","14","33"
"Unknown","Chattahoochee","66","0","0"
"Female","Chattooga","2858","56","153"
"Male","Chattooga","2374","59","163"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","24201","239","1098"
"Male","Cherokee","20884","332","1255"
"Unknown","Cherokee","174","0","0"
"Female","Clarke","14765","97","611"
"Male","Clarke","11325","118","550"
"Unknown","Clarke","65","0","1"
"Female","Clay","209","1","8"
"Male","Clay","151","5","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","33166","437","1702"
"Male","Clayton","24354","448","1424"
"Unknown","Clayton","314","0","7"
"Female","Clinch","736","17","52"
"Male","Clinch","654","23","46"
"Female","Cobb","74897","730","2356"
"Male","Cobb","61810","883","2405"
"Unknown","Cobb","628","1","5"
"Female","Coffee","4756","122","615"
"Male","Coffee","3841","106","485"
"Female","Colquitt","4211","78","201"
"Male","Colquitt","3702","91","200"
"Unknown","Colquitt","45","0","0"
"Female","Columbia","10954","128","430"
"Male","Columbia","9632","181","426"
"Unknown","Columbia","55","0","1"
"Female","Cook","1165","26","77"
"Male","Cook","894","30","66"
"Unknown","Cook","3","0","0"
"Female","Coweta","11168","183","721"
"Male","Coweta","9606","236","668"
"Unknown","Coweta","86","0","5"
"Female","Crawford","636","20","59"
"Male","Crawford","542","25","63"
"Unknown","Crawford","8","0","0"
"Female","Crisp","1422","35","120"
"Male","Crisp","1065","36","81"
"Unknown","Crisp","58","0","0"
"Female","Dade","1334","14","50"
"Male","Dade","1219","11","49"
"Unknown","Dade","24","0","0"
"Female","Dawson","3299","38","183"
"Male","Dawson","2801","58","210"
"Unknown","Dawson","34","0","0"
"Female","DeKalb","72202","737","4377"
"Male","DeKalb","56737","788","3756"
"Unknown","DeKalb","1150","1","21"
"Female","Decatur","2983","43","142"
"Male","Decatur","2275","49","120"
"Unknown","Decatur","44","0","0"
"Female","Dodge","1066","32","69"
"Male","Dodge","1005","37","65"
"Unknown","Dodge","41","0","0"
"Female","Dooly","792","17","56"
"Male","Dooly","725","22","53"
"Unknown","Dooly","15","0","0"
"Female","Dougherty","8017","234","894"
"Male","Dougherty","5902","208","670"
"Unknown","Dougherty","197","0","1"
"Female","Douglas","15681","153","685"
"Male","Douglas","12441","167","591"
"Unknown","Douglas","73","0","2"
"Female","Early","1241","30","76"
"Male","Early","845","25","40"
"Unknown","Early","16","0","0"
"Female","Echols","196","1","5"
"Male","Echols","269","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5518","67","299"
"Male","Effingham","4747","99","297"
"Unknown","Effingham","30","0","0"
"Female","Elbert","1518","39","151"
"Male","Elbert","1113","42","103"
"Unknown","Elbert","12","0","1"
"Female","Emanuel","1889","46","125"
"Male","Emanuel","1512","34","77"
"Unknown","Emanuel","19","0","0"
"Female","Evans","844","19","76"
"Male","Evans","663","23","49"
"Female","Fannin","2232","53","153"
"Male","Fannin","1904","77","183"
"Unknown","Fannin","10","0","0"
"Female","Fayette","8968","122","449"
"Male","Fayette","7860","154","500"
"Unknown","Fayette","85","0","1"
"Female","Floyd","12498","177","763"
"Male","Floyd","10337","237","768"
"Unknown","Floyd","115","0","2"
"Female","Forsyth","22486","146","690"
"Male","Forsyth","20401","223","829"
"Unknown","Forsyth","1221","0","0"
"Female","Franklin","2411","28","137"
"Male","Franklin","1946","49","122"
"Unknown","Franklin","21","0","0"
"Female","Fulton","100426","987","5107"
"Male","Fulton","83928","1063","4697"
"Unknown","Fulton","1311","0","79"
"Female","Gilmer","2503","65","221"
"Male","Gilmer","2101","80","229"
"Unknown","Gilmer","40","0","0"
"Female","Glascock","138","3","11"
"Male","Glascock","121","5","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","9875","155","375"
"Male","Glynn","8255","202","382"
"Unknown","Glynn","24","0","0"
"Female","Gordon","6350","99","238"
"Male","Gordon","5423","128","254"
"Unknown","Gordon","114","0","1"
"Female","Grady","2078","35","147"
