"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2808","US-13001","13","1","18561","244","97","15128.5","522.6","59.26","11","734","10","17"
"Atkinson","1193","US-13003","13","3","8330","181","32","14321.73","384.15","36.01","3","402","5","18"
"Bacon","1970","US-13005","13","5","11404","163","52","17274.64","455.98","122.76","14","687","12","13"
"Baker","244","US-13007","13","7","3116","44","13","7830.55","417.2","32.09","1","131","1","3"
"Baldwin","5312","US-13009","13","9","44428","397","172","11956.42","387.14","31.51","14","1477","27","16"
"Banks","2490","US-13011","13","11","19982","291","63","12461.22","315.28","160.14","32","345","5","4"
"Barrow","13431","US-13013","13","13","86383","884","195","15548.2","225.74","177.12","153","1765","7","5"
"Bartow","15799","US-13015","13","15","110771","1053","321","14262.76","289.79","123.68","137","5259","47","78"
"Ben Hill","1874","US-13017","13","17","16645","181","71","11258.64","426.55","30.04","5","1374","38","61"
"Berrien","1556","US-13019","13","19","19276","96","50","8072.21","259.39","20.75","4","1959","21","34"
"Bibb","20486","US-13021","13","21","152150","2397","591","13464.34","388.43","55.21","84","5677","71","68"
"Bleckley","1107","US-13023","13","23","12838","64","40","8622.84","311.58","15.58","2","1233","45","65"
"Brantley","1904","US-13025","13","25","19202","163","76","9915.63","395.79","36.45","7","1242","13","31"
"Brooks","1409","US-13027","13","27","15727","136","54","8959.11","343.36","63.58","10","1040","19","25"
"Bryan","4685","US-13029","13","29","39137","330","65","11970.77","166.08","74.1","29","1693","10","15"
"Bulloch","8007","US-13031","13","31","79467","321","100","10075.88","125.84","46.56","37","3284","123","192"
"Burke","2325","US-13033","13","33","22342","198","49","10406.41","219.32","62.66","14","1461","37","29"
"Butts","3431","US-13035","13","35","25174","202","113","13629.14","448.88","91.36","23","1366","10","15"
"Calhoun","617","US-13037","13","37","6317","90","21","9767.29","332.44","47.49","3","233","0","2"
"Camden","6110","US-13039","13","39","53924","225","80","11330.76","148.36","66.76","36","1982","17","35"
"Candler","1113","US-13043","13","43","10837","86","49","10270.37","452.15","9.23","1","453","41","37"
"Carroll","10257","US-13045","13","45","120119","393","161","8539.03","134.03","85.75","103","6511","196","284"
"Catoosa","8672","US-13047","13","47","68771","323","98","12609.97","142.5","136.69","94","1251","24","31"
"Charlton","1750","US-13049","13","49","13251","110","43","13206.55","324.5","52.83","7","529","13","18"
"Chatham","33675","US-13051","13","51","292176","2693","671","11525.59","229.66","76.32","223","5685","52","56"
"Chattahoochee","5414","US-13053","13","53","10749","42","16","50367.48","148.85","576.8","62","764","5","4"
"Chattooga","3765","US-13055","13","55","24766","258","91","15202.29","367.44","141.32","35","958","17","20"
"Cherokee","32269","US-13057","13","57","266617","2052","458","12103.13","171.78","118.9","317","12667","29","46"
"Clarke","17785","US-13059","13","59","129779","809","179","13704.07","137.93","108.65","141","2719","8","5"
"Clay","234","US-13061","13","61","2855","13","4","8196.15","140.11","0","0","81","0","4"
"Clayton","36181","US-13063","13","63","304838","2301","734","11868.93","240.78","138.43","422","4448","45","17"
"Clinch","1012","US-13065","13","65","6656","86","34","15204.33","510.82","30.05","2","489","2","10"
"Cobb","87691","US-13067","13","67","790588","4310","1321","11091.87","167.09","136.35","1078","25474","115","248"
"Coffee","6377","US-13069","13","69","43042","912","193","14815.76","448.4","34.85","15","1579","50","98"
"Colquitt","5578","US-13071","13","71","45393","351","135","12288.24","297.4","55.07","25","2007","68","32"
"Columbia","14949","US-13073","13","73","158631","685","259","9423.76","163.27","76.28","121","10522","60","92"
"Cook","1681","US-13075","13","75","17437","129","53","9640.42","303.95","5.73","1","1956","12","23"
"Coweta","13264","US-13077","13","77","152001","895","351","8726.26","230.92","141.45","215","8277","41","41"
"Crawford","836","US-13079","13","79","12228","110","40","6836.77","327.12","24.53","3","316","6","4"
"Crisp","1866","US-13081","13","81","22289","186","66","8371.84","296.11","26.92","6","1332","51","86"
"Dade","1878","US-13083","13","83","16162","72","18","11619.85","111.37","204.18","33","365","4","4"
"Dawson","4275","US-13085","13","85","27021","353","75","15821.03","277.56","162.84","44","515","2","3"
"DeKalb","82290","US-13089","13","89","793154","6587","1255","10375.03","158.23","110.95","880","12098","134","64"
"Decatur","3491","US-13087","13","87","26322","224","79","13262.67","300.13","68.38","18","1321","31","67"
"Dodge","1536","US-13091","13","91","20385","125","63","7534.95","309.05","4.91","1","2104","71","80"
"Dooly","1088","US-13093","13","93","13400","104","38","8119.4","283.58","7.46","1","574","24","26"
"Dougherty","9187","US-13095","13","95","89905","1365","391","10218.56","434.9","36.71","33","3387","36","20"
"Douglas","18017","US-13097","13","97","151906","1148","252","11860.62","165.89","119.15","181","4877","56","118"
"Early","1549","US-13099","13","99","10146","105","53","15267.1","522.37","49.28","5","338","5","18"
"Echols","415","US-13101","13","101","3969","15","5","10456.03","125.98","25.2","1","317","6","8"
"Effingham","7107","US-13103","13","103","64026","508","153","11100.18","238.97","81.22","52","1899","22","22"
"Elbert","2086","US-13105","13","105","18945","191","71","11010.82","374.77","100.29","19","1314","21","16"
"Emanuel","2705","US-13107","13","107","22664","174","73","11935.23","322.1","26.47","6","1775","69","154"
"Evans","1128","US-13109","13","109","10687","108","36","10554.88","336.86","74.86","8","524","18","28"
"Fannin","3298","US-13111","13","111","26320","276","96","12530.4","364.74","216.57","57","621","18","15"
"Fayette","10116","US-13113","13","113","117544","652","222","8606.14","188.87","149.73","176","3583","25","17"
"Floyd","15865","US-13115","13","115","99916","1225","318","15878.34","318.27","182.15","182","3031","83","108"
"Forsyth","27880","US-13117","13","117","252507","1297","280","11041.28","110.89","148.51","375","7437","12","16"
"Franklin","3363","US-13119","13","119","23329","223","69","14415.53","295.77","197.18","46","674","16","12"
"Fulton","114940","US-13121","13","121","1099181","7703","1699","10456.88","154.57","132.64","1458","21284","153","143"
"Gilmer","3590","US-13123","13","123","31417","346","120","11426.93","381.96","130.5","41","1276","19","20"
"Glascock","187","US-13125","13","125","3025","28","7","6181.82","231.4","0","0","227","14","6"
"Glynn","12493","US-13127","13","127","86047","678","305","14518.81","354.46","68.57","59","3042","37","42"
"Gordon","8894","US-13129","13","129","58049","433","180","15321.54","310.08","141.26","82","2750","26","38"
"Grady","2443","US-13131","13","131","24540","241","67","9955.18","273.02","28.52","7","1240","25","24"
"Greene","2242","US-13133","13","133","18717","203","65","11978.42","347.28","112.2","21","529","9","2"
"Gwinnett","115552","US-13135","13","135","971145","6504","1439","11898.53","148.18","145.81","1416","22236","100","80"
"Habersham","6600","US-13137","13","137","45800","647","196","14410.48","427.95","159.39","73","1035","17","19"
"Hall","35057","US-13139","13","139","206349","3222","645","16989.18","312.58","195.78","404","4462","39","34"
"Hancock","1017","US-13141","13","141","8193","123","75","12413.04","915.42","170.88","14","130","7","4"
"Haralson","2423","US-13143","13","143","30722","96","47","7886.86","152.98","52.08","16","1445","83","51"
"Harris","3265","US-13145","13","145","34712","254","86","9405.97","247.75","95.07","33","613","10","12"
"Hart","2354","US-13147","13","147","26107","168","50","9016.74","191.52","118.74","31","1245","23","18"
"Heard","1053","US-13149","13","149","12370","71","26","8512.53","210.19","72.76","9","448","16","20"
"Henry","29820","US-13151","13","151","239866","1353","488","12431.94","203.45","128.41","308","9519","35","26"
"Houston","16288","US-13153","13","153","157039","1095","295","10371.95","187.85","34.39","54","9406","122","304"
"Irwin","909","US-13155","13","155","9433","94","22","9636.38","233.22","31.8","3","541","20","13"
"Jackson","13191","US-13157","13","157","74700","850","213","17658.63","285.14","208.84","156","1962","13","12"
"Jasper","1061","US-13159","13","159","14199","109","32","7472.36","225.37","119.73","17","1142","27","13"
"Jeff Davis","1819","US-13161","13","161","15148","122","45","12008.19","297.07","19.8","3","1161","16","77"
"Jefferson","1867","US-13163","13","163","15313","189","69","12192.25","450.6","52.24","8","849","22","24"
"Jenkins","898","US-13165","13","165","8576","95","43","10471.08","501.4","11.66","1","293","17","26"
"Johnson","1026","US-13167","13","167","9661","116","52","10620.02","538.25","10.35","1","540","12","14"
"Jones","2648","US-13169","13","169","28591","272","90","9261.66","314.78","62.96","18","927","9","9"
"Lamar","2324","US-13171","13","171","19347","193","84","12012.2","434.18","36.18","7","1167","15","18"
"Lanier","787","US-13173","13","173","10351","36","12","7603.13","115.93","28.98","3","700","5","13"
"Laurens","5910","US-13175","13","175","47296","427","208","12495.77","439.78","86.69","41","3345","48","49"
"Lee","2670","US-13177","13","177","29971","308","74","8908.61","246.91","80.08","24","2150","8","4"
"Liberty","6693","US-13179","13","179","61904","334","98","10811.9","158.31","61.39","38","969","34","25"
"Lincoln","705","US-13181","13","181","8125","71","27","8676.92","332.31","86.15","7","518","6","8"
"Long","1409","US-13183","13","183","19915","84","20","7075.07","100.43","60.26","12","379","8","6"
"Lowndes","11160","US-13185","13","185","117878","564","232","9467.42","196.81","50.05","59","10449","91","190"
"Lumpkin","4597","US-13187","13","187","33802","435","94","13599.79","278.09","142","48","341","16","2"
"Macon","849","US-13193","13","193","12988","105","39","6536.8","300.28","7.7","1","501","6","8"
"Madison","4292","US-13195","13","195","30177","276","71","14222.75","235.28","119.3","36","773","10","5"
"Marion","675","US-13197","13","197","8293","67","34","8139.39","409.98","108.53","9","314","7","8"
"McDuffie","2295","US-13189","13","189","21597","216","62","10626.48","287.08","78.71","17","1301","16","29"
"McIntosh","1401","US-13191","13","191","14567","91","29","9617.63","199.08","34.32","5","316","4","4"
"Meriwether","2246","US-13199","13","199","21020","231","100","10685.06","475.74","90.39","19","801","20","7"
"Miller","1004","US-13201","13","201","5764","54","15","17418.46","260.24","34.7","2","235","9","6"
"Mitchell","2194","US-13205","13","205","22056","291","89","9947.41","403.52","45.34","10","1208","12","20"
"Monroe","2832","US-13207","13","207","27727","262","119","10213.87","429.18","36.07","10","1464","34","38"
"Montgomery","1152","US-13209","13","209","9224","64","40","12489.16","433.65","10.84","1","379","4","6"
"Morgan","1941","US-13211","13","211","19138","141","39","10142.13","203.78","177.66","34","1384","10","11"
"Murray","6456","US-13213","13","213","40261","371","139","16035.37","345.25","196.22","79","1332","10","14"
"Muscogee","21379","US-13215","13","215","191626","1826","584","11156.63","304.76","125.77","241","3483","83","97"
"Newton","11575","US-13217","13","217","112354","1283","324","10302.26","288.37","141.52","159","5233","43","22"
"Non-GA Resident/Unknown State","31763","US-.","","","0","2264","761","0","0","0","564","9393","362","150"
"Oconee","4581","US-13219","13","219","41737","196","74","10975.87","177.3","103.03","43","1325","8","4"
"Oglethorpe","1746","US-13221","13","221","15240","131","42","11456.69","275.59","124.67","19","520","1","1"
"Paulding","17117","US-13223","13","223","172542","617","254","9920.48","147.21","185.46","320","8935","96","123"
"Peach","2718","US-13225","13","225","27375","299","96","9928.77","350.68","36.53","10","1497","19","30"
"Pickens","3698","US-13227","13","227","33530","352","94","11028.93","280.35","116.31","39","2051","29","28"
"Pierce","2138","US-13229","13","229","19545","249","88","10938.86","450.24","76.75","15","2217","18","47"
"Pike","1911","US-13231","13","231","18860","134","50","10132.56","265.11","79.53","15","1991","21","26"
"Polk","6515","US-13233","13","233","43482","544","143","14983.21","328.87","98.89","43","2158","21","58"
"Pulaski","904","US-13235","13","235","10893","64","41","8298.91","376.39","36.72","4","632","26","31"
"Putnam","2664","US-13237","13","237","21885","243","83","12172.72","379.26","146.22","32","653","5","4"
"Quitman","123","US-13239","13","239","2294","16","3","5361.81","130.78","0","0","135","1","2"
"Rabun","2216","US-13241","13","241","16986","217","64","13046.04","376.78","176.62","30","456","12","12"
"Randolph","616","US-13243","13","243","6754","103","39","9120.52","577.44","148.06","10","411","4","0"
"Richmond","27049","US-13245","13","245","202240","1836","595","13374.7","294.2","100.38","203","8792","148","151"
"Rockdale","9299","US-13247","13","247","94960","1471","228","9792.54","240.1","135.85","129","2513","22","7"
"Schley","346","US-13249","13","249","5275","28","8","6559.24","151.66","37.91","2","373","0","4"
"Screven","1366","US-13251","13","251","13900","101","35","9827.34","251.8","71.94","10","455","27","34"
"Seminole","1222","US-13253","13","253","8140","97","23","15012.29","282.56","49.14","4","312","3","7"
"Spalding","6995","US-13255","13","255","69110","669","283","10121.55","409.49","124.44","86","3685","48","41"
"Stephens","4626","US-13257","13","257","26328","357","111","17570.65","421.6","148.13","39","259","10","4"
"Stewart","1405","US-13259","13","259","6129","140","29","22923.8","473.16","946.32","58","198","0","1"
"Sumter","2840","US-13261","13","261","29399","377","129","9660.19","438.79","68.03","20","1501","11","11"
"Talbot","593","US-13263","13","263","6158","61","28","9629.75","454.69","32.48","2","154","1","3"
"Taliaferro","130","US-13265","13","265","1632","13","3","7965.69","183.82","61.27","1","40","0","0"
"Tattnall","2711","US-13267","13","267","25411","158","73","10668.61","287.28","35.42","9","1154","42","58"
"Taylor","769","US-13269","13","269","7958","97","34","9663.23","427.24","50.26","4","530","6","12"
"Telfair","969","US-13271","13","271","15644","90","56","6194.07","357.96","0","0","1314","19","45"
"Terrell","831","US-13273","13","273","8467","156","56","9814.57","661.39","82.67","7","427","2","2"
"Thomas","6083","US-13275","13","275","44431","545","163","13690.89","366.86","58.52","26","1700","20","31"
"Tift","4900","US-13277","13","277","40830","527","140","12000.98","342.89","24.49","10","3515","46","79"
"Toombs","4433","US-13279","13","279","26983","269","155","16428.86","574.44","51.88","14","1071","22","16"
"Towns","1587","US-13281","13","281","12034","184","68","13187.64","565.07","157.89","19","232","16","7"
"Treutlen","892","US-13283","13","283","6829","63","45","13061.94","658.95","14.64","1","358","9","5"
"Troup","8670","US-13285","13","285","70414","651","271","12312.89","384.87","95.15","67","2341","55","39"
"Turner","816","US-13287","13","287","8076","114","41","10104.01","507.68","37.15","3","928","9","22"
"Twiggs","760","US-13289","13","289","8086","136","49","9398.96","605.99","12.37","1","349","13","10"
"Union","3224","US-13291","13","291","25335","343","120","12725.48","473.65","205.25","52","417","10","7"
"Unknown","2674","US-.","","","0","59","5","0","0","0","128","1070","2","2"
"Upson","2763","US-13293","13","293","26277","256","141","10514.9","536.59","30.44","8","2727","49","30"
"Walker","9948","US-13295","13","295","69610","387","128","14291.05","183.88","245.65","171","1887","36","62"
"Walton","11384","US-13297","13","297","95814","935","321","11881.35","335.02","147.16","141","4102","33","24"
"Ware","4570","US-13299","13","299","35853","554","207","12746.49","577.36","19.52","7","2858","44","90"
"Warren","517","US-13301","13","301","5210","59","20","9923.22","383.88","57.58","3","259","6","5"
"Washington","2370","US-13303","13","303","20302","135","80","11673.73","394.05","4.93","1","877","44","37"
"Wayne","4400","US-13305","13","305","29974","391","157","14679.39","523.79","26.69","8","1451","19","21"
"Webster","177","US-13307","13","307","2550","23","6","6941.18","235.29","39.22","1","101","0","2"
"Wheeler","616","US-13309","13","309","7909","43","32","7788.6","404.6","25.29","2","368","4","9"
"White","4582","US-13311","13","311","31758","415","116","14427.86","365.26","135.4","43","352","17","6"
"Whitfield","19618","US-13313","13","313","104672","964","326","18742.36","311.45","179.61","188","3581","28","26"
"Wilcox","643","US-13315","13","315","8790","84","32","7315.13","364.05","0","0","658","30","35"
"Wilkes","895","US-13317","13","317","10014","111","27","8937.49","269.62","69.9","7","697","11","5"
"Wilkinson","1110","US-13319","13","319","8919","149","41","12445.34","459.69","11.21","1","412","5","5"
"Worth","1778","US-13321","13","321","20142","236","79","8827.33","392.22","19.86","4","1339","17","29"
