"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","13827","1","265"
"05-09 years","Georgia","22795","2","204"
"10-17 years","Georgia","74141","9","768"
"18-29 years","Georgia","216559","132","4167"
"30-39 years","Georgia","157635","279","5492"
"40-49 years","Georgia","150112","679","7955"
"50-59 years","Georgia","141113","1809","11886"
"60-69 years","Georgia","94751","3755","13933"
"70-79 years","Georgia","54526","5342","13109"
"80 & Older years","Georgia","31171","6848","9983"
"<1 years","Georgia","3827","0","215"
"Unknown years","Georgia","3345","0","79"
"01-04 years","Appling","35","0","0"
"05-09 years","Appling","62","0","0"
"10-17 years","Appling","183","0","2"
"18-29 years","Appling","388","1","7"
"30-39 years","Appling","278","1","7"
"40-49 years","Appling","290","4","20"
"50-59 years","Appling","316","7","32"
"60-69 years","Appling","265","15","57"
"70-79 years","Appling","177","18","36"
"80 & Older years","Appling","97","21","35"
"<1 years","Appling","7","0","0"
"01-04 years","Atkinson","8","0","1"
"05-09 years","Atkinson","24","0","1"
"10-17 years","Atkinson","63","0","1"
"18-29 years","Atkinson","197","0","9"
"30-39 years","Atkinson","126","0","9"
"40-49 years","Atkinson","151","2","26"
"50-59 years","Atkinson","151","2","28"
"60-69 years","Atkinson","93","6","28"
"70-79 years","Atkinson","47","5","18"
"80 & Older years","Atkinson","15","5","11"
"<1 years","Atkinson","3","0","0"
"Unknown years","Atkinson","1","0","0"
"01-04 years","Bacon","20","0","0"
"05-09 years","Bacon","34","0","0"
"10-17 years","Bacon","92","0","1"
"18-29 years","Bacon","421","0","3"
"30-39 years","Bacon","209","0","5"
"40-49 years","Bacon","204","2","14"
"50-59 years","Bacon","169","2","16"
"60-69 years","Bacon","137","9","29"
"70-79 years","Bacon","88","7","22"
"80 & Older years","Bacon","41","9","11"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","9","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","10","0","0"
"18-29 years","Baker","33","0","0"
"30-39 years","Baker","24","0","4"
"40-49 years","Baker","22","2","3"
"50-59 years","Baker","27","0","2"
"60-69 years","Baker","34","3","15"
"70-79 years","Baker","19","3","11"
"80 & Older years","Baker","12","3","5"
"<1 years","Baker","1","0","0"
"01-04 years","Baldwin","34","0","0"
"05-09 years","Baldwin","62","0","0"
"10-17 years","Baldwin","215","1","5"
"18-29 years","Baldwin","1341","0","16"
"30-39 years","Baldwin","515","1","16"
"40-49 years","Baldwin","516","2","33"
"50-59 years","Baldwin","521","13","61"
"60-69 years","Baldwin","406","23","78"
"70-79 years","Baldwin","269","29","60"
"80 & Older years","Baldwin","164","50","66"
"<1 years","Baldwin","15","0","1"
"Unknown years","Baldwin","3","0","0"
"01-04 years","Banks","13","0","0"
"05-09 years","Banks","33","0","1"
"10-17 years","Banks","119","0","3"
"18-29 years","Banks","329","0","9"
"30-39 years","Banks","233","0","9"
"40-49 years","Banks","255","0","20"
"50-59 years","Banks","278","2","28"
"60-69 years","Banks","235","7","52"
"70-79 years","Banks","164","16","61"
"80 & Older years","Banks","86","14","32"
"<1 years","Banks","6","0","1"
"Unknown years","Banks","19","0","1"
"01-04 years","Barrow","127","0","1"
"05-09 years","Barrow","211","0","0"
"10-17 years","Barrow","793","0","8"
"18-29 years","Barrow","1953","2","41"
"30-39 years","Barrow","1668","1","52"
"40-49 years","Barrow","1675","6","77"
"50-59 years","Barrow","1415","9","121"
"60-69 years","Barrow","932","35","152"
"70-79 years","Barrow","532","37","113"
"80 & Older years","Barrow","251","52","95"
"<1 years","Barrow","37","0","2"
"Unknown years","Barrow","15","0","0"
"01-04 years","Bartow","133","0","6"
"05-09 years","Bartow","238","0","2"
"10-17 years","Bartow","992","0","14"
"18-29 years","Bartow","2219","0","28"
"30-39 years","Bartow","1847","5","54"
"40-49 years","Bartow","1903","3","92"
"50-59 years","Bartow","1967","18","166"
"60-69 years","Bartow","1224","45","164"
"70-79 years","Bartow","820","76","200"
"80 & Older years","Bartow","401","77","130"
"<1 years","Bartow","48","0","3"
"Unknown years","Bartow","73","0","7"
"01-04 years","Ben Hill","30","0","1"
"05-09 years","Ben Hill","20","0","0"
"10-17 years","Ben Hill","100","0","0"
"18-29 years","Ben Hill","283","1","5"
"30-39 years","Ben Hill","226","3","11"
"40-49 years","Ben Hill","217","1","12"
"50-59 years","Ben Hill","243","6","31"
"60-69 years","Ben Hill","212","13","33"
"70-79 years","Ben Hill","148","19","53"
"80 & Older years","Ben Hill","72","19","19"
"<1 years","Ben Hill","6","0","1"
"01-04 years","Berrien","18","0","0"
"05-09 years","Berrien","23","0","0"
"10-17 years","Berrien","99","0","1"
"18-29 years","Berrien","227","0","0"
"30-39 years","Berrien","182","0","3"
"40-49 years","Berrien","158","0","5"
"50-59 years","Berrien","181","3","17"
"60-69 years","Berrien","134","8","19"
"70-79 years","Berrien","93","14","19"
"80 & Older years","Berrien","54","12","15"
"<1 years","Berrien","3","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","162","0","5"
"05-09 years","Bibb","275","0","0"
"10-17 years","Bibb","803","0","12"
"18-29 years","Bibb","3406","1","90"
"30-39 years","Bibb","2431","6","123"
"40-49 years","Bibb","2334","18","220"
"50-59 years","Bibb","2151","29","299"
"60-69 years","Bibb","1711","92","445"
"70-79 years","Bibb","994","120","375"
"80 & Older years","Bibb","620","158","314"
"<1 years","Bibb","54","0","5"
"Unknown years","Bibb","4","0","0"
"01-04 years","Bleckley","9","0","0"
"05-09 years","Bleckley","22","0","0"
"10-17 years","Bleckley","77","0","0"
"18-29 years","Bleckley","206","0","4"
"30-39 years","Bleckley","107","1","4"
"40-49 years","Bleckley","114","1","2"
"50-59 years","Bleckley","117","2","6"
"60-69 years","Bleckley","93","6","12"
"70-79 years","Bleckley","64","4","12"
"80 & Older years","Bleckley","61","18","12"
"<1 years","Bleckley","3","0","0"
"01-04 years","Brantley","16","0","0"
"05-09 years","Brantley","14","0","0"
"10-17 years","Brantley","103","0","1"
"18-29 years","Brantley","201","0","3"
"30-39 years","Brantley","160","0","4"
"40-49 years","Brantley","176","2","12"
"50-59 years","Brantley","190","3","17"
"60-69 years","Brantley","134","5","17"
"70-79 years","Brantley","103","17","30"
"80 & Older years","Brantley","51","10","13"
"<1 years","Brantley","1","0","0"
"Unknown years","Brantley","2","0","0"
"01-04 years","Brooks","18","0","1"
"05-09 years","Brooks","27","0","0"
"10-17 years","Brooks","93","0","0"
"18-29 years","Brooks","209","0","1"
"30-39 years","Brooks","150","0","4"
"40-49 years","Brooks","146","1","12"
"50-59 years","Brooks","167","2","23"
"60-69 years","Brooks","114","6","19"
"70-79 years","Brooks","94","11","19"
"80 & Older years","Brooks","59","18","15"
"<1 years","Brooks","6","0","0"
"01-04 years","Bryan","61","0","0"
"05-09 years","Bryan","98","0","0"
"10-17 years","Bryan","312","0","3"
"18-29 years","Bryan","607","0","12"
"30-39 years","Bryan","520","1","13"
"40-49 years","Bryan","555","0","21"
"50-59 years","Bryan","401","5","32"
"60-69 years","Bryan","289","12","36"
"70-79 years","Bryan","167","12","60"
"80 & Older years","Bryan","69","9","28"
"<1 years","Bryan","17","0","0"
"Unknown years","Bryan","2","0","0"
"01-04 years","Bulloch","73","0","1"
"05-09 years","Bulloch","126","0","1"
"10-17 years","Bulloch","425","0","2"
"18-29 years","Bulloch","2362","0","12"
"30-39 years","Bulloch","721","2","23"
"40-49 years","Bulloch","617","2","26"
"50-59 years","Bulloch","585","8","39"
"60-69 years","Bulloch","423","17","51"
"70-79 years","Bulloch","209","17","44"
"80 & Older years","Bulloch","109","17","38"
"<1 years","Bulloch","28","0","2"
"01-04 years","Burke","23","0","0"
"05-09 years","Burke","49","0","0"
"10-17 years","Burke","151","0","1"
"18-29 years","Burke","377","1","8"
"30-39 years","Burke","297","1","14"
"40-49 years","Burke","316","2","17"
"50-59 years","Burke","295","4","35"
"60-69 years","Burke","224","7","42"
"70-79 years","Burke","126","14","36"
"80 & Older years","Burke","41","11","15"
"<1 years","Burke","8","0","0"
"Unknown years","Burke","3","0","0"
"01-04 years","Butts","28","0","3"
"05-09 years","Butts","32","0","1"
"10-17 years","Butts","128","0","4"
"18-29 years","Butts","473","0","7"
"30-39 years","Butts","438","0","8"
"40-49 years","Butts","391","4","19"
"50-59 years","Butts","422","8","27"
"60-69 years","Butts","298","17","38"
"70-79 years","Butts","202","24","31"
"80 & Older years","Butts","116","31","9"
"<1 years","Butts","7","0","1"
"Unknown years","Butts","3","0","0"
"01-04 years","Calhoun","8","0","0"
"05-09 years","Calhoun","1","0","0"
"10-17 years","Calhoun","40","0","0"
"18-29 years","Calhoun","73","0","6"
"30-39 years","Calhoun","69","2","7"
"40-49 years","Calhoun","80","2","10"
"50-59 years","Calhoun","85","2","18"
"60-69 years","Calhoun","74","2","20"
"70-79 years","Calhoun","25","6","9"
"80 & Older years","Calhoun","16","2","8"
"<1 years","Calhoun","3","0","0"
"Unknown years","Calhoun","1","0","0"
"01-04 years","Camden","76","0","0"
"05-09 years","Camden","79","0","1"
"10-17 years","Camden","309","0","1"
"18-29 years","Camden","1019","0","9"
"30-39 years","Camden","724","1","19"
"40-49 years","Camden","563","2","21"
"50-59 years","Camden","611","4","27"
"60-69 years","Camden","434","9","35"
"70-79 years","Camden","248","5","26"
"80 & Older years","Camden","106","17","25"
"<1 years","Camden","11","0","2"
"Unknown years","Camden","33","0","1"
"01-04 years","Candler","9","0","0"
"05-09 years","Candler","17","0","0"
"10-17 years","Candler","66","0","0"
"18-29 years","Candler","146","0","0"
"30-39 years","Candler","105","0","3"
"40-49 years","Candler","136","3","2"
"50-59 years","Candler","142","6","13"
"60-69 years","Candler","110","9","15"
"70-79 years","Candler","80","14","20"
"80 & Older years","Candler","28","6","13"
"<1 years","Candler","5","0","0"
"01-04 years","Carroll","101","0","1"
"05-09 years","Carroll","155","0","2"
"10-17 years","Carroll","664","0","6"
"18-29 years","Carroll","1879","0","15"
"30-39 years","Carroll","1199","4","20"
"40-49 years","Carroll","1158","4","37"
"50-59 years","Carroll","1157","13","62"
"60-69 years","Carroll","805","26","91"
"70-79 years","Carroll","474","36","74"
"80 & Older years","Carroll","278","52","47"
"<1 years","Carroll","30","0","1"
"Unknown years","Carroll","6","0","0"
"01-04 years","Catoosa","96","0","0"
"05-09 years","Catoosa","167","0","1"
"10-17 years","Catoosa","545","0","2"
"18-29 years","Catoosa","1156","0","8"
"30-39 years","Catoosa","874","1","13"
"40-49 years","Catoosa","999","2","21"
"50-59 years","Catoosa","930","6","40"
"60-69 years","Catoosa","649","8","64"
"70-79 years","Catoosa","399","21","66"
"80 & Older years","Catoosa","268","32","53"
"<1 years","Catoosa","42","0","1"
"Unknown years","Catoosa","84","0","4"
"01-04 years","Charlton","14","0","0"
"05-09 years","Charlton","36","0","0"
"10-17 years","Charlton","75","0","0"
