"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2130","13"
"Hispanic/Latino","American Indian/Alaska Native","107","0"
"Hispanic/Latino","Asian","209","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","155","0"
"Hispanic/Latino","Other","25602","233"
"Hispanic/Latino","Unknown","12079","6"
"Hispanic/Latino","White","34387","420"
"Non-Hispanic/Latino","African-American/Black","157259","4120"
"Non-Hispanic/Latino","American Indian/Alaska Native","308","9"
"Non-Hispanic/Latino","Asian","11398","203"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","486","6"
"Non-Hispanic/Latino","Other","8037","37"
"Non-Hispanic/Latino","Unknown","7235","46"
"Non-Hispanic/Latino","White","230594","6440"
"Unknown","African-American/Black","23142","33"
"Unknown","American Indian/Alaska Native","133","0"
"Unknown","Asian","2900","1"
"Unknown","Native Hawaiian/Pacific Islander","150","0"
"Unknown","Other","20895","21"
"Unknown","Unknown","134852","43"
"Unknown","White","35692","39"
