"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","8599","1","157"
"05-09 years","Georgia","13996","2","118"
"10-17 years","Georgia","49524","5","471"
"18-29 years","Georgia","160457","80","3017"
"30-39 years","Georgia","113812","189","3930"
"40-49 years","Georgia","110428","421","5707"
"50-59 years","Georgia","104737","1056","8327"
"60-69 years","Georgia","71038","2278","9793"
"70-79 years","Georgia","41824","3257","9061"
"80 & Older years","Georgia","24722","4377","7152"
"<1 years","Georgia","2437","0","122"
"Unknown years","Georgia","6176","4","95"
"01-04 years","Appling","23","0","0"
"05-09 years","Appling","43","0","0"
"10-17 years","Appling","135","0","1"
"18-29 years","Appling","311","1","4"
"30-39 years","Appling","222","1","5"
"40-49 years","Appling","224","3","17"
"50-59 years","Appling","254","6","21"
"60-69 years","Appling","211","10","38"
"70-79 years","Appling","142","12","28"
"80 & Older years","Appling","67","13","24"
"<1 years","Appling","4","0","0"
"Unknown years","Appling","5","0","0"
"01-04 years","Atkinson","5","0","1"
"05-09 years","Atkinson","18","0","1"
"10-17 years","Atkinson","45","0","0"
"18-29 years","Atkinson","158","0","8"
"30-39 years","Atkinson","117","0","8"
"40-49 years","Atkinson","120","1","20"
"50-59 years","Atkinson","125","1","19"
"60-69 years","Atkinson","77","4","20"
"70-79 years","Atkinson","43","3","13"
"80 & Older years","Atkinson","14","3","9"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","16","0","0"
"05-09 years","Bacon","22","0","0"
"10-17 years","Bacon","67","0","1"
"18-29 years","Bacon","215","0","1"
"30-39 years","Bacon","121","0","4"
"40-49 years","Bacon","148","1","9"
"50-59 years","Bacon","140","2","16"
"60-69 years","Bacon","108","7","19"
"70-79 years","Bacon","70","5","12"
"80 & Older years","Bacon","35","8","7"
"<1 years","Bacon","6","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","5","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","9","0","0"
"18-29 years","Baker","22","0","0"
"30-39 years","Baker","21","0","2"
"40-49 years","Baker","13","0","1"
"50-59 years","Baker","17","0","1"
"60-69 years","Baker","29","2","13"
"70-79 years","Baker","17","2","10"
"80 & Older years","Baker","8","2","3"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","25","0","0"
"05-09 years","Baldwin","46","0","0"
"10-17 years","Baldwin","148","0","4"
"18-29 years","Baldwin","1156","0","13"
"30-39 years","Baldwin","398","1","14"
"40-49 years","Baldwin","414","2","28"
"50-59 years","Baldwin","430","10","45"
"60-69 years","Baldwin","335","17","58"
"70-79 years","Baldwin","222","21","43"
"80 & Older years","Baldwin","123","30","42"
"<1 years","Baldwin","10","0","0"
"Unknown years","Baldwin","1","0","0"
"01-04 years","Banks","7","0","0"
"05-09 years","Banks","20","0","1"
"10-17 years","Banks","91","0","2"
"18-29 years","Banks","255","0","5"
"30-39 years","Banks","172","0","4"
"40-49 years","Banks","190","0","14"
"50-59 years","Banks","218","0","18"
"60-69 years","Banks","180","4","35"
"70-79 years","Banks","137","11","49"
"80 & Older years","Banks","76","10","26"
"<1 years","Banks","4","0","1"
"Unknown years","Banks","46","0","1"
"01-04 years","Barrow","64","0","0"
"05-09 years","Barrow","116","0","0"
"10-17 years","Barrow","467","0","5"
"18-29 years","Barrow","1358","1","30"
"30-39 years","Barrow","1157","1","37"
"40-49 years","Barrow","1185","4","53"
"50-59 years","Barrow","1019","3","79"
"60-69 years","Barrow","681","17","106"
"70-79 years","Barrow","396","22","84"
"80 & Older years","Barrow","199","38","67"
"<1 years","Barrow","26","0","2"
"Unknown years","Barrow","21","0","0"
"01-04 years","Bartow","69","0","3"
"05-09 years","Bartow","153","0","1"
"10-17 years","Bartow","708","0","5"
"18-29 years","Bartow","1589","0","15"
"30-39 years","Bartow","1301","3","33"
"40-49 years","Bartow","1338","1","58"
"50-59 years","Bartow","1387","10","102"
"60-69 years","Bartow","825","23","110"
"70-79 years","Bartow","597","50","123"
"80 & Older years","Bartow","291","58","92"
"<1 years","Bartow","26","0","2"
"Unknown years","Bartow","100","0","7"
"01-04 years","Ben Hill","28","0","1"
"05-09 years","Ben Hill","19","0","0"
"10-17 years","Ben Hill","93","0","0"
"18-29 years","Ben Hill","240","0","4"
"30-39 years","Ben Hill","203","3","9"
"40-49 years","Ben Hill","182","1","9"
"50-59 years","Ben Hill","227","2","25"
"60-69 years","Ben Hill","190","11","25"
"70-79 years","Ben Hill","133","17","48"
"80 & Older years","Ben Hill","62","11","14"
"<1 years","Ben Hill","5","0","0"
"Unknown years","Ben Hill","2","0","0"
"01-04 years","Berrien","14","0","0"
"05-09 years","Berrien","18","0","0"
"10-17 years","Berrien","72","0","0"
"18-29 years","Berrien","174","0","0"
"30-39 years","Berrien","139","0","2"
"40-49 years","Berrien","127","0","3"
"50-59 years","Berrien","143","2","13"
"60-69 years","Berrien","112","5","15"
"70-79 years","Berrien","74","8","12"
"80 & Older years","Berrien","45","9","10"
"<1 years","Berrien","2","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","126","0","3"
"05-09 years","Bibb","158","0","0"
"10-17 years","Bibb","540","0","7"
"18-29 years","Bibb","2541","1","70"
"30-39 years","Bibb","1801","5","87"
"40-49 years","Bibb","1785","10","164"
"50-59 years","Bibb","1659","14","214"
"60-69 years","Bibb","1316","60","325"
"70-79 years","Bibb","797","81","252"
"80 & Older years","Bibb","493","106","218"
"<1 years","Bibb","42","0","4"
"Unknown years","Bibb","16","0","0"
"01-04 years","Bleckley","3","0","0"
"05-09 years","Bleckley","12","0","0"
"10-17 years","Bleckley","63","0","0"
"18-29 years","Bleckley","174","0","3"
"30-39 years","Bleckley","82","0","1"
"40-49 years","Bleckley","96","1","2"
"50-59 years","Bleckley","91","2","4"
"60-69 years","Bleckley","79","7","9"
"70-79 years","Bleckley","60","4","12"
"80 & Older years","Bleckley","61","18","12"
"<1 years","Bleckley","3","0","0"
"Unknown years","Bleckley","1","1","0"
"01-04 years","Brantley","12","0","0"
"05-09 years","Brantley","9","0","0"
"10-17 years","Brantley","63","0","1"
"18-29 years","Brantley","135","0","1"
"30-39 years","Brantley","98","0","3"
"40-49 years","Brantley","110","1","5"
"50-59 years","Brantley","128","2","12"
"60-69 years","Brantley","94","3","10"
"70-79 years","Brantley","71","9","19"
"80 & Older years","Brantley","40","7","9"
"<1 years","Brantley","1","0","0"
"01-04 years","Brooks","14","0","1"
"05-09 years","Brooks","18","0","0"
