"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1161","US-13001","13","1","18561","102","36","6255.05","193.96","301.71","56"
"Atkinson","480","US-13003","13","3","8330","62","6","5762.3","72.03","240.1","20"
"Bacon","634","US-13005","13","5","11404","48","16","5559.45","140.3","166.61","19"
"Baker","90","US-13007","13","7","3116","20","6","2888.32","192.55","128.37","4"
"Baldwin","2297","US-13009","13","9","44428","178","64","5170.16","144.05","229.58","102"
"Banks","551","US-13011","13","11","19982","73","8","2757.48","40.04","115.1","23"
"Barrow","2563","US-13013","13","13","86383","263","50","2967.02","57.88","201.43","174"
"Bartow","3538","US-13015","13","15","110771","330","94","3193.98","84.86","345.76","383"
"Ben Hill","867","US-13017","13","17","16645","91","33","5208.77","198.26","258.34","43"
"Berrien","490","US-13019","13","19","19276","25","13","2542.02","67.44","114.13","22"
"Bibb","6566","US-13021","13","21","152150","905","193","4315.48","126.85","190.6","290"
"Bleckley","511","US-13023","13","23","12838","33","27","3980.37","210.31","405.05","52"
"Brantley","427","US-13025","13","25","19202","38","13","2223.73","67.7","281.22","54"
"Brooks","552","US-13027","13","27","15727","55","27","3509.89","171.68","120.81","19"
"Bryan","1283","US-13029","13","29","39137","92","14","3278.23","35.77","206.97","81"
"Bulloch","3061","US-13031","13","31","79467","143","33","3851.91","41.53","137.16","109"
"Burke","879","US-13033","13","33","22342","91","12","3934.29","53.71","107.42","24"
"Butts","739","US-13035","13","35","25174","55","44","2935.57","174.78","127.12","32"
"Calhoun","266","US-13037","13","37","6317","48","9","4210.86","142.47","174.13","11"
"Camden","1402","US-13039","13","39","53924","70","18","2599.96","33.38","85.31","46"
"Candler","536","US-13043","13","43","10837","36","24","4946.02","221.46","387.56","42"
"Carroll","3310","US-13045","13","45","120119","179","75","2755.6","62.44","203.96","245"
"Catoosa","1387","US-13047","13","47","68771","84","22","2016.84","31.99","136.69","94"
"Charlton","646","US-13049","13","49","13251","27","10","4875.1","75.47","52.83","7"
"Chatham","9317","US-13051","13","51","292176","826","186","3188.83","63.66","156.75","458"
"Chattahoochee","1742","US-13053","13","53","10749","14","1","16206.16","9.3","344.22","37"
"Chattooga","914","US-13055","13","55","24766","65","29","3690.54","117.1","302.83","75"
"Cherokee","6998","US-13057","13","57","266617","526","101","2624.74","37.88","192.79","514"
"Clarke","5678","US-13059","13","59","129779","240","47","4375.13","36.22","203.42","264"
"Clay","124","US-13061","13","61","2855","9","3","4343.26","105.08","35.03","1"
"Clayton","8102","US-13063","13","63","304838","689","175","2657.81","57.41","146.96","448"
"Clinch","444","US-13065","13","65","6656","32","12","6670.67","180.29","315.5","21"
"Cobb","21676","US-13067","13","67","790588","1959","454","2741.76","57.43","132.69","1049"
"Coffee","2240","US-13069","13","69","43042","325","60","5204.22","139.4","199.8","86"
"Colquitt","2114","US-13071","13","71","45393","166","39","4657.11","85.92","299.61","136"
"Columbia","4311","US-13073","13","73","158631","198","64","2717.63","40.35","210.55","334"
"Cook","581","US-13075","13","75","17437","61","16","3332","91.76","103.23","18"
"Coweta","2928","US-13077","13","77","152001","145","63","1926.3","41.45","91.45","139"
"Crawford","194","US-13079","13","79","12228","29","6","1586.52","49.07","114.49","14"
"Crisp","641","US-13081","13","81","22289","83","23","2875.86","103.19","170.49","38"
"Dade","342","US-13083","13","83","16162","22","6","2116.07","37.12","222.74","36"
"Dawson","907","US-13085","13","85","27021","86","11","3356.65","40.71","162.84","44"
"DeKalb","20883","US-13089","13","89","793154","2305","395","2632.91","49.8","137.68","1092"
"Decatur","1287","US-13087","13","87","26322","100","34","4889.45","129.17","197.55","52"
"Dodge","590","US-13091","13","91","20385","53","15","2894.29","73.58","647.53","132"
"Dooly","369","US-13093","13","93","13400","56","18","2753.73","134.33","141.79","19"
"Dougherty","3293","US-13095","13","95","89905","673","191","3662.76","212.45","72.3","65"
"Douglas","4053","US-13097","13","97","151906","463","72","2668.1","47.4","145.48","221"
"Early","545","US-13099","13","99","10146","43","35","5371.58","344.96","266.11","27"
"Echols","244","US-13101","13","101","3969","9","2","6147.64","50.39","25.2","1"
"Effingham","1769","US-13103","13","103","64026","114","28","2762.94","43.73","321.74","206"
"Elbert","764","US-13105","13","105","18945","57","9","4032.73","47.51","253.37","48"
"Emanuel","1191","US-13107","13","107","22664","85","36","5255.03","158.84","255.91","58"
"Evans","479","US-13109","13","109","10687","43","7","4482.08","65.5","280.71","30"
"Fannin","814","US-13111","13","111","26320","72","28","3092.71","106.38","262.16","69"
"Fayette","2104","US-13113","13","113","117544","128","57","1789.97","48.49","103.79","122"
"Floyd","3866","US-13115","13","115","99916","290","59","3869.25","59.05","419.35","419"
"Forsyth","4674","US-13117","13","117","252507","355","52","1851.04","20.59","91.48","231"
"Franklin","915","US-13119","13","119","23329","66","17","3922.16","72.87","467.23","109"
"Fulton","30691","US-13121","13","121","1099181","2591","618","2792.17","56.22","145.29","1597"
"Gilmer","1020","US-13123","13","123","31417","93","23","3246.65","73.21","362.86","114"
"Glascock","48","US-13125","13","125","3025","4","2","1586.78","66.12","264.46","8"
"Glynn","3696","US-13127","13","127","86047","317","104","4295.33","120.86","151.08","130"
"Gordon","2307","US-13129","13","129","58049","131","44","3974.23","75.8","523.7","304"
"Grady","850","US-13131","13","131","24540","99","25","3463.73","101.87","77.42","19"
"Greene","569","US-13133","13","133","18717","61","25","3040.02","133.57","90.83","17"
"Gwinnett","30204","US-13135","13","135","971145","2869","440","3110.14","45.31","146.84","1426"
"Habersham","1868","US-13137","13","137","45800","242","77","4078.6","168.12","163.76","75"
"Hall","10574","US-13139","13","139","206349","1085","173","5124.33","83.84","234.07","483"
"Hancock","413","US-13141","13","141","8193","68","44","5040.89","537.04","85.44","7"
"Haralson","630","US-13143","13","143","30722","31","10","2050.65","32.55","218.08","67"
"Harris","849","US-13145","13","145","34712","92","25","2445.84","72.02","92.19","32"
"Hart","570","US-13147","13","147","26107","71","16","2183.32","61.29","111.08","29"
"Heard","224","US-13149","13","149","12370","15","6","1810.83","48.5","153.6","19"
"Henry","6096","US-13151","13","151","239866","279","112","2541.42","46.69","145.08","348"
"Houston","3566","US-13153","13","153","157039","393","94","2270.77","59.86","180.21","283"
"Irwin","356","US-13155","13","155","9433","41","8","3773.98","84.81","212.02","20"
"Jackson","2337","US-13157","13","157","74700","192","40","3128.51","53.55","239.63","179"
"Jasper","243","US-13159","13","159","14199","20","4","1711.39","28.17","91.56","13"
"Jeff Davis","785","US-13161","13","161","15148","63","23","5182.2","151.84","250.86","38"
"Jefferson","852","US-13163","13","163","15313","82","32","5563.9","208.97","163.26","25"
"Jenkins","463","US-13165","13","165","8576","65","32","5398.79","373.13","128.26","11"
"Johnson","440","US-13167","13","167","9661","60","22","4554.39","227.72","113.86","11"
"Jones","641","US-13169","13","169","28591","55","16","2241.96","55.96","132.91","38"
"Lamar","405","US-13171","13","171","19347","45","19","2093.35","98.21","67.19","13"
"Lanier","317","US-13173","13","173","10351","16","7","3062.51","67.63","86.95","9"
"Laurens","1967","US-13175","13","175","47296","168","86","4158.91","181.83","306.58","145"
"Lee","746","US-13177","13","177","29971","109","29","2489.07","96.76","73.4","22"
"Liberty","1232","US-13179","13","179","61904","117","25","1990.18","40.39","95.31","59"
"Lincoln","231","US-13181","13","181","8125","27","7","2843.08","86.15","123.08","10"
"Long","274","US-13183","13","183","19915","18","4","1375.85","20.09","70.3","14"
"Lowndes","4423","US-13185","13","185","117878","214","85","3752.18","72.11","260.44","307"
"Lumpkin","1038","US-13187","13","187","33802","100","15","3070.82","44.38","165.67","56"
"Macon","248","US-13193","13","193","12988","49","10","1909.45","76.99","53.9","7"
"Madison","774","US-13195","13","195","30177","65","11","2564.87","36.45","129.24","39"
"Marion","196","US-13197","13","197","8293","23","9","2363.44","108.53","24.12","2"
"McDuffie","673","US-13189","13","189","21597","77","15","3116.17","69.45","134.28","29"
"McIntosh","304","US-13191","13","191","14567","32","7","2086.91","48.05","48.05","7"
"Meriwether","592","US-13199","13","199","21020","78","16","2816.37","76.12","128.45","27"
"Miller","305","US-13201","13","201","5764","13","2","5291.46","34.7","242.89","14"
"Mitchell","850","US-13205","13","205","22056","154","45","3853.83","204.03","45.34","10"
"Monroe","750","US-13207","13","207","27727","88","53","2704.94","191.15","86.56","24"
"Montgomery","371","US-13209","13","209","9224","27","10","4022.12","108.41","271.03","25"
"Morgan","524","US-13211","13","211","19138","40","6","2738.01","31.35","109.73","21"
"Murray","1014","US-13213","13","213","40261","62","9","2518.57","22.35","312.96","126"
"Muscogee","6328","US-13215","13","215","191626","691","174","3302.27","90.8","74.62","143"
"Newton","2839","US-13217","13","217","112354","297","95","2526.83","84.55","113.93","128"
"Non-GA Resident/Unknown State","14444","US-.",".",".","0","679","183","0","0","0","1200"
"Oconee","854","US-13219","13","219","41737","68","30","2046.15","71.88","126.99","53"
"Oglethorpe","407","US-13221","13","221","15240","47","12","2670.6","78.74","223.1","34"
"Paulding","3105","US-13223","13","223","172542","155","60","1799.56","34.77","95.05","164"
"Peach","763","US-13225","13","225","27375","112","26","2787.21","94.98","215.53","59"
"Pickens","741","US-13227","13","227","33530","67","10","2209.96","29.82","253.5","85"
"Pierce","667","US-13229","13","229","19545","83","24","3412.64","122.79","173.96","34"
"Pike","382","US-13231","13","231","18860","31","11","2025.45","58.32","111.35","21"
"Polk","1691","US-13233","13","233","43482","131","27","3888.97","62.09","308.17","134"
"Pulaski","335","US-13235","13","235","10893","39","23","3075.37","211.14","137.7","15"
"Putnam","788","US-13237","13","237","21885","75","27","3600.64","123.37","164.5","36"
"Quitman","38","US-13239","13","239","2294","7","1","1656.5","43.59","0","0"
"Rabun","423","US-13241","13","241","16986","54","11","2490.29","64.76","105.97","18"
"Randolph","339","US-13243","13","243","6754","56","29","5019.25","429.38","44.42","3"
"Richmond","7876","US-13245","13","245","202240","622","181","3894.38","89.5","187.4","379"
"Rockdale","2101","US-13247","13","247","94960","266","40","2212.51","42.12","167.44","159"
"Schley","109","US-13249","13","249","5275","16","2","2066.35","37.91","56.87","3"
"Screven","448","US-13251","13","251","13900","47","11","3223.02","79.14","129.5","18"
"Seminole","392","US-13253","13","253","8140","31","11","4815.72","135.14","233.42","19"
"Spalding","1561","US-13255","13","255","69110","207","62","2258.72","89.71","211.26","146"
"Stephens","1263","US-13257","13","257","26328","130","41","4797.17","155.73","269.67","71"
"Stewart","535","US-13259","13","259","6129","81","16","8728.99","261.05","212.11","13"
"Sumter","959","US-13261","13","261","29399","206","68","3262.02","231.3","44.22","13"
"Talbot","174","US-13263","13","263","6158","25","7","2825.59","113.67","113.67","7"
"Taliaferro","26","US-13265","13","265","1632","2","0","1593.14","0","61.27","1"
"Tattnall","919","US-13267","13","267","25411","66","13","3616.54","51.16","177.09","45"
"Taylor","228","US-13269","13","269","7958","32","12","2865.04","150.79","87.96","7"
"Telfair","501","US-13271","13","271","15644","44","24","3202.51","153.41","588.08","92"
"Terrell","340","US-13273","13","273","8467","74","32","4015.59","377.94","59.05","5"
"Thomas","1592","US-13275","13","275","44431","174","69","3583.08","155.3","121.54","54"
"Tift","1942","US-13277","13","277","40830","238","63","4756.31","154.3","181.24","74"
"Toombs","1471","US-13279","13","279","26983","112","56","5451.58","207.54","233.48","63"
"Towns","428","US-13281","13","281","12034","53","13","3556.59","108.03","365.63","44"
"Treutlen","302","US-13283","13","283","6829","33","11","4422.32","161.08","527.16","36"
"Troup","3019","US-13285","13","285","70414","333","106","4287.5","150.54","156.22","110"
"Turner","333","US-13287","13","287","8076","51","24","4123.33","297.18","99.06","8"
"Twiggs","216","US-13289","13","289","8086","52","10","2671.28","123.67","136.04","11"
"Union","880","US-13291","13","291","25335","93","25","3473.46","98.68","142.1","36"
"Unknown","1898","US-.",".",".","0","35","5","0","0","0","199"
"Upson","832","US-13293","13","293","26277","97","70","3166.27","266.39","57.08","15"
"Walker","1841","US-13295","13","295","69610","96","43","2644.73","61.77","242.78","169"
"Walton","2310","US-13297","13","297","95814","225","68","2410.92","70.97","155.51","149"
