"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","559630","9058","36439"
"Male","Georgia","479931","10304","34895"
"Unknown","Georgia","9331","2","187"
"Female","Appling","1257","29","102"
"Male","Appling","1049","41","101"
"Unknown","Appling","5","0","0"
"Female","Atkinson","538","9","70"
"Male","Atkinson","456","11","76"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","656","16","49"
"Male","Bacon","941","17","57"
"Unknown","Bacon","3","0","1"
"Female","Baker","115","3","18"
"Male","Baker","98","8","23"
"Female","Baldwin","2451","40","148"
"Male","Baldwin","1933","83","197"
"Unknown","Baldwin","21","0","0"
"Female","Banks","1031","24","129"
"Male","Banks","873","20","101"
"Unknown","Banks","13","0","0"
"Female","Barrow","5631","70","369"
"Male","Barrow","4818","76","340"
"Unknown","Barrow","33","0","1"
"Female","Bartow","6699","106","422"
"Male","Bartow","5898","123","460"
"Unknown","Bartow","113","0","1"
"Female","Ben Hill","986","27","89"
"Male","Ben Hill","728","35","81"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","736","20","44"
"Male","Berrien","600","19","36"
"Unknown","Berrien","4","0","0"
"Female","Bibb","9601","219","1077"
"Male","Bibb","7097","220","921"
"Unknown","Bibb","146","0","1"
"Female","Bleckley","540","17","26"
"Male","Bleckley","393","15","26"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","804","19","59"
"Male","Brantley","685","20","48"
"Unknown","Brantley","5","0","0"
"Female","Brooks","678","15","56"
"Male","Brooks","512","25","42"
"Unknown","Brooks","11","0","0"
"Female","Bryan","1979","18","110"
"Male","Bryan","1730","21","122"
"Unknown","Bryan","23","0","0"
"Female","Bulloch","3835","41","134"
"Male","Bulloch","2946","28","111"
"Unknown","Bulloch","9","0","0"
"Female","Burke","1135","24","96"
"Male","Burke","885","17","80"
"Unknown","Burke","10","0","1"
"Female","Butts","1291","37","62"
"Male","Butts","1336","47","89"
"Unknown","Butts","113","0","1"
"Female","Calhoun","274","11","40"
