"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3808","27"
"Hispanic/Latino","American Indian/Alaska Native","191","0"
"Hispanic/Latino","Asian","388","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","276","2"
"Hispanic/Latino","Other","39434","351"
"Hispanic/Latino","Unknown","17101","7"
"Hispanic/Latino","White","52122","649"
"Non-Hispanic/Latino","African-American/Black","274973","6655"
"Non-Hispanic/Latino","American Indian/Alaska Native","494","16"
"Non-Hispanic/Latino","Asian","19702","382"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","809","11"
"Non-Hispanic/Latino","Other","16700","72"
"Non-Hispanic/Latino","Unknown","8493","9"
"Non-Hispanic/Latino","White","393361","11095"
"Unknown","African-American/Black","24268","14"
"Unknown","American Indian/Alaska Native","188","0"
"Unknown","Asian","4552","2"
"Unknown","Native Hawaiian/Pacific Islander","191","0"
"Unknown","Other","26324","7"
"Unknown","Unknown","127898","41"
"Unknown","White","37619","22"
