"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5001","39"
"Hispanic/Latino","American Indian/Alaska Native","276","1"
"Hispanic/Latino","Asian","494","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","361","6"
"Hispanic/Latino","Other","45457","447"
"Hispanic/Latino","Unknown","22046","9"
"Hispanic/Latino","White","60197","744"
"Non-Hispanic/Latino","African-American/Black","331973","8274"
"Non-Hispanic/Latino","American Indian/Alaska Native","599","18"
"Non-Hispanic/Latino","Asian","23858","417"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","952","15"
"Non-Hispanic/Latino","Other","21405","286"
"Non-Hispanic/Latino","Unknown","11117","13"
"Non-Hispanic/Latino","White","481594","14526"
"Unknown","African-American/Black","28622","28"
"Unknown","American Indian/Alaska Native","218","0"
"Unknown","Asian","5118","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28827","17"
"Unknown","Unknown","154939","79"
"Unknown","White","43610","47"
